lesson	seq	speaker	en	rom	legacy	keys	flags
32	1	ÔèýÆæÿÃ	Gopi!  Come here.		ÔèýÆæÿÃ : Vøï³!  CÌê Æ>!	0:455.5	no-rom
32	2	Vøí³	Why?		Vøí³ : G…§æþ$Mæü$?	0:488.7	no-rom
32	3	ÔèýÆæÿÃ	I will tell you something.		ÔèýÆæÿÃ : ±MöMæü Ðèþ*r ^ðþ´ë¢¯èþ$.	0:521.8	no-rom
32	4	Vøí³	What is it?		Vøí³ : HÑ$sìý?	0:555.0	no-rom
32	5	ÔèýÆæÿÃ	I will tell you if you come.		ÔèýÆæÿÃ : ¯èþ$Ðèþ#Ó ÐèþõÜ¢ ^ðþ´ë¢¯èþ$.	0:588.1	no-rom
32	6	Vøí³	If you tell me I will come. (You tell first; then I will come.)		Vøí³ : ¯èþ$Ðèþ#Ó ^ðþõ³¢ ÐèþÝë¢¯èþ$.	0:621.3	no-rom
32	7	ÔèýÆæÿÃ	All right!  there is a vacancy for the post of typist in our of- fice.  Will you apply for it?		ÔèýÆæÿÃ : çÜÆóÿ!  Ðèþ* BïœçÜ$ÌZ JMæü sñýOí³çÜ$t E§øÅVæü… RêäV> E…¨: Aò³•Ï ^óþÝë¢Ðé?	1:160.6;1:177.1;1:193.7	no-rom
32	8	Vøí³	I will apply if there is a vacancy. Will I get it if I apply?		Vøí³ : Rêä E…sôý Aò³•Ï ^óþÝë¢¯èþ$.  Aò³•Ï ^óþõÜ¢ ¯éMæü$ ÐèþçÜ$¢…¨ A…sêÐé?	1:226.9;1:243.4	no-rom
32	9	ÔèýÆæÿÃ	How can I tell you beforehand?		ÔèýÆæÿÃ : Ðèþ$$…§óþ GsêÏ ^ðþ´ë¢¯èþ$?	1:276.6	no-rom
32	10	Vøí³	I will apply if you assure me that I will get.		Vøí³ : ¯èþ$Ðèþ#Ó ÐèþçÜ$¢…¨ A…sôý Aò³•Ï ^óþÝë¢¯èþ$.	1:309.7;1:326.3	no-rom
32	11	ÔèýÆæÿÃ	You first apply.  They will con- duct a test (for the candidates). Whoever scores maximum in that test will get the job.		ÔèýÆæÿÃ : Ðèþ$$…§æþ$ ¯èþ$Ðèþ#Ó Aò³•Ï ^ðþÆÿ$$Å. Ðéâæý$å JMæü ç³È„æü ò³yé¢Ææÿ$. B ç³È„æüÌZ GÐèþÇMìü GMæü$PÐèþ Ðèþ*Ææÿ$PË$ ÐèþõÜ¢ B E§øÅVæü… ÐéâæýåMæü$ ÐèþçÜ$¢…¨.	1:359.5;1:376.0;1:392.6;1:409.2	no-rom
32	12	Vøí³	Please find out about the test in detail.		Vøí³ : ç³È„æü Væü$Ç…_ ÑÐèþÆæÿ…V> Mæü¯èþ$MøP!	1:442.3	no-rom
32	13	ÔèýÆæÿÃ	You come tomorrow.  It will be better if you ask for those details.  It doesn’t look nice if I ask.		ÔèýÆæÿÃ : Æóÿç³# ¯èþ$Ðèþ#Ó Æ>!  B ÑÐèþÆ>Ë$ ¯èþ$Ðèþ#Ó Mæü¯èþ$Mæü$P…sôý¯óþ »êVæü$…r$…¨.  ¯óþ¯èþ$ AyìþW™óþ »êVæü$…yæþ§æþ$.	1:475.5;1:492.1;1:508.6	no-rom
32	14	Vøí³	Okay.  I will come.		Vøí³ : AÌêVóü ÐèþÝë¢¯èþ$.	1:541.8	no-rom
32	15	ÔèýÆæÿÃ	Don’t neglect it.  If you miss this opportunity you will not get it again.  If you come there I will tell our Manager about you.  Where is your brother?		ÔèýÆæÿÃ : ç°ÆæÿÏ„æüüÅ… ^ðþÄæý$ÅMæü$.  D AÐèþM>Ôèý… ´ù™óþ Ðèþ$äå Æ>§æþ$.  ¯èþ$Ðèþ#Ó AMæüPyìþMìü ÐèþõÜ¢ ± Væü$Ç…_ Ðèþ* Ðóþ$¯óþfÆæÿ$Mæü$ ^ðþ´ë¢¯èþ$.  Ò$ A¯èþ²Äæý$Å Hyìþ?	1:574.9;1:591.5;1:608.1;1:624.7	no-rom
32	16	Vøí³	He is inside.  See, he came.		Vøí³ : ÌZç³Ë E¯é²yæþ$.  Ayæþ$Vø Ðèþ^éayæþ$.	2:160.6	no-rom
32	17	ÔèýÆæÿÃ	Mohan!  By what time Hari will come?  I am thinking of talking to him since last evening.		ÔèýÆæÿÃ : Ððþ*çßý¯Œþ!  çßýÇ G…™èþ õÜç³sìý ÌZV> ÐèþÝë¢yæþ$?  °¯èþ²sìý °…_ Ðéyìþ™ø Ðèþ*sêÏyéË¯èþ$Mæü$…r$¯é²¯èþ$.	2:193.7;2:210.3;2:226.9	no-rom
32	18	Ððþ*çßý¯Œþ	I am thinking since the day before.		Ððþ*çßý¯Œþ: ¯óþ¯èþ$ Ððþ$$¯èþ²sìý °…_ A¯èþ$Mæü$…& r$¯é²¯èþ$.	2:260.0;2:276.6	no-rom
