guid	lesson	seq	speaker	en	rom	legacy	keys	flags
Ie31787f2c4a7	35	1	MæüÐèþ$Ë	My dear! I am toasting the bread toast for breakfast. Please have it.		MæüÐèþ$Ë : HÐèþ$…yîþ!  CÐéÓâæý sìýíœ¯èþ$Mæü$ {»ñýyæþ$z M>Ë$çÜ$¢¯é².  †¯èþ…yìþ.	0:439.0;0:455.6	no-rom
I6af46209ce6d	35	2	Æ>Ðèþ*Æ>Ðèþ#	If you toast it like this, it is no good.  You have to toast it for some more time.  That's enough.  Don't over toast it. See, it is burning.		Æ>Ðèþ*Æ>Ðèþ# : CÌê M>ÍõÜ¢ »êVæü$…yæþ§æþ$. C…Mö…^ðþ… M>Ë$a.  Ðèþ*yæþaMæü$. A§æþ$Vø Ðèþ*yæþ$™èþ$¯èþ²¨.	0:488.7;0:505.3;0:521.9	no-rom
Iaca5d8fbf66b	35	3	MæüÐèþ$Ë	The pan is very hot.		MæüÐèþ$Ë : ò³¯èþ… »êV> ÐóþyìþV> E…¨.	0:571.6	no-rom
Ib11cd7c02a24	35	4	Æ>Ðèþ*	See how you have burnt it.  Is this the way of toasting the bread? Ravi!  Get another bread.		Æ>Ðèþ* : ^èþ*yæþ$ GsêÏ Ðèþ*yéaÐø?  {»ñýyŠþ M>Ëar… CsêÏ¯é?  ÆæÿÒ!  C…MöMæü {»ñýyŠþ ™óþ!	0:604.7;0:621.3;0:637.9	no-rom
I9f6a39a46b05	35	5	ÆæÿÑ	I will get it.  Please give me money.		ÆæÿÑ : ™ðþÝë¢¯èþ$ yæþº$¾ÍÐèþÓ…yìþ.	1:160.6	no-rom
Ia83f99b0ffc0	35	6	Æ>Ðèþ*	Here it is.  You have to get it soon.		Æ>Ðèþ* : C§æþ$Vø!  ™ö…§æþÆæÿV> ™óþÐéÍ Æ>!	1:193.7	no-rom
I4e300c33a749	35	7	ÆæÿÑ	You will not have change for five rupees in that shop.		ÆæÿÑ : AÆÿ$$§æþ$ Ææÿ*´ëÄæý$ËMæü$ B MösZÏ _ËÏÆæ E…yæþ§æþ$.	1:226.9;1:243.4	no-rom
Iedbe33274af9	35	8	Æ>Ðèþ*	Change it in another shop.		Æ>Ðèþ* : C…MöMæü MösZÏ Ðèþ*Ææÿ$a.	1:276.6	no-rom
I29003269d68c	35	9	ÆæÿÑ	Why is this five-rupees note torn like this?  If you hold it, it will be torn further.  This will not be accepted.		ÆæÿÑ : D ¯ør$ CsêÏ _°W…§óþ…? ^èþ*yæþ…yìþ.  ç³r$tMæü$…sôý C…Mö…^ðþ… _¯èþ$Væü$™èþ$¯èþ²¨.  C¨ Ðèþ*Ææÿ§æþ$.	1:309.7;1:326.3;1:342.9	no-rom
Ie1f3258a7a84	35	10	Æ>Ðèþ*	It will be accepted.  You go.		Æ>Ðèþ* : Ðèþ*Ææÿ$™èþ$…¨.  ÐðþâæýåÆ>!	1:376.0	no-rom
I6fec5a4eb3e8	35	11	MæüÐèþ$Ë	Why do you change that five- rupees note now?  I have change.  We owe two rupees to that shop-keeper.		MæüÐèþ$Ë : Cç³šyæþ$ B ¯ør$ Ðèþ*Ææÿar… G…§æþ$Mæü$? ¯é §æþVæüYÆæÿ _ËÏÆæÿ E…¨.  B Mört™èþ°Mìü Ðèþ$¯èþ… Æðÿ…yæþ$ Ææÿ*´ëÄæý$Ë$ »êMîü E¯é²….	1:409.2;1:425.8;1:442.3	no-rom
I57db2c555cbc	35	12	Æ>Ðèþ*	The previous loan was cleared. Did you borrow again?		Æ>Ðèþ* : B »êMîü ¡Ç…¨ Væü§é!  Ðèþ$äå Aç³š ^óþÔéÐé?	1:475.5;1:492.1	no-rom
I43a64c3d9fb9	35	13	MæüÐèþ$Ë	I brought vegetables in the morn- ing.		MæüÐèþ$Ë : E§æþÄæý$… Mæü*ÆæÿV>Äæý$Ë$ ™ðþ^éa¯èþ$.	1:525.2	no-rom
Ic1fdd2074a69	35	14	Æ>Ðèþ*	All right!  You clear his account first.  Get bread with the bal- ance amount.		Æ>Ðèþ* : çÜÆóÿ!  Ðèþ$$…§æþ$ B Aç³š ¡Ææÿ$a! Ñ$WÍ¯èþ yæþº$¾™ø {»ñýyŠþ ¡çÜ$Mæü$Æ>!	1:558.4;1:574.9	no-rom
I9bf0365381f6	35	15	MæüÐèþ$Ë	When will the school be re- opened?  We have to admit Gita in the school.		MæüÐèþ$Ë : çÜ*PË$ Gç³šyæþ$ ™ðþÆæÿ$Ýë¢Ææÿ$?  X™èþ¯èþ$ çÜ*PÌZÏ ^óþÆ>aÍVæü§é!	1:608.1;1:624.7	no-rom
Iffcc6e8ed72b	35	16	Æ>Ðèþ*	We will admit (her).  The school will be reopend tomorrow only.		Æ>Ðèþ* : ^óþÆæÿ$§éª….  Æóÿõ³ ™ðþÆæÿ$Ýë¢Ææÿ$.	2:160.6	no-rom
I603b41809bbb	35	17	X™èþ	I will join the school where the elder brother is studying.		X™èþ : ¯óþ¯èþ$ A¯èþ²Äæý$ÅÐéâæýå çÜ*PÌZÏ ^óþÆ>¢¯èþ$.	2:193.7	no-rom
Ia028db6a91e9	35	18	Æ>Ðèþ*	Don't cry, my dear!  Your brother is in a high school.  You join the elementary school this year. Later you can go to high school.		Æ>Ðèþ* : HyæþÐèþMæüÐèþ*Ã, A¯èþ²Äæý$Å¨ òßýOçÜ*PË$ Væü§é!  D çÜ…Ðèþ™èþÞÆæÿ… GÍÐðþ$…rÈ çÜ*PÌZÏ^óþÆæÿ$.  ™èþÆ>Ó™èþ òßýOçÜ*PË$.	2:226.9;2:243.4;2:260.0	no-rom
