lesson	seq	speaker	en	rom	legacy	keys	flags
53	1	çÜ$Væü$×ý	Sarala!  Keep this book with you.  I will take it later.  You had fever (I learn).  Hadn't you?		çÜ$Væü$×ý: çÜÆæÿâê!  D ç³#çÜ¢Mæü… ± §æþVæüYÆæÿ §é^èþ$. ™èþÆ>Ó™èþ ¡çÜ$Mæü$…sê¯èþ$.  ±Mæü$ fÓÆæÿ… Ðèþ_a…§æþrV>!	0:438.8;0:454.0;0:469.2	no-rom
53	2	çÜÆæÿâæý	Yes.  How did you come to know?  Take this coffee!		çÜÆæÿâæý : AÐèþ#¯èþ$ ±Mæü$ GÌê ™ðþÍíÜ…¨? C§æþ$Vø M>ïœ ¡çÜ$Mø!	0:500.0;0:515.2	no-rom
53	3	çÜ$Væü$×ý	Your brother told me.  Oh!  The coffee is very hot.  My tongue got burnt.  Why did you come to the class with fever? Time won't pass at home for me.		çÜ$Væü$×ý: Ò$ ™èþÐèþ$$Ãyæþ$ ^ðþ´ëµyæþ$.  Aº¾! C…™èþ ÐóþyìþV> E…§óþ… M>ïœ!  ¯øÆæÿ$ M>Í…¨.  Ðèþ$Ç fÓÆæÿ… Ðèþ_a¯é M>ÏçÜ$Mæü$ Ðèþ^éaÐóþ…?	0:545.7;0:560.9;0:576.2;0:591.6	no-rom
53	4	çÜÆæÿâæý	Is the result of your brother's examinations known?		çÜÆæÿâæý : ¯éMæü$ C…sìý §æþVæüYÆæÿ ™ø^èþ§æþ$.  Ò$ ™èþÐèþ$$Ãyìþ ç³È„æü ÇfË$t ™ðþÍíÜ…§é?	0:622.1;0:638.3	no-rom
53	5	çÜ$Væü$×ý	It is not yet known.  It will be known tomorrow.		çÜ$Væü$×ý: C…M> ™ðþÍÄæý$Ìôý§æþ$. Æóÿç³# ™ðþË$çÜ$¢…¨.	1:160.8	no-rom
53	6	çÜÆæÿâæý	Inform me after it is known.  Did he write the examinations well?		çÜÆæÿâæý : ™ðþÍíÜ¯èþ ™èþÆ>Ó™èþ ¯éMæü$ ^ðþç³š.  »êV> Æ>Ôéyé?	1:192.4;1:208.3	no-rom
53	7	çÜ$Væü$×ý	Who knows?  I am not certain that he would pass his exami- nation even this year also.  He did not have enough time to prepare for the examination. Why?		çÜ$Væü$×ý: H… Æ>Ôéyø!  D çÜ…Ðèþ™èþÞÆæÿ… AÆÿ$$¯é ´ëçÜÐèþ#™éyæþ° ¯èþÐèþ$ÃMæü… Ìôý§æþ$.  ÐéyìþMìü ç³È„æüËÌZ ^èþ§æþÐèþsê°Mìü sñýO… ^éË& Ìôý§æþ$.	1:239.9;1:255.8;1:271.7;1:287.4	no-rom
53	8	çÜÆæÿâæý	He has many avocations.  The		çÜÆæÿâæý : G…§æþ$Mæü$?	1:319.2	no-rom
53	9	çÜ$Væü$×ý	time is not sufficient even for wandering around.  How can he find time for reading (his books)?  Now my father is not allowing him to go out. He gets bored at home.  He doesn't let me also study.  He took out some of my books and hid them somewhere.  I ask him for those books.  But he doesn't give.		çÜ$Væü$×ý: ÐéyìþMðü¯ø² ç³¯èþ$Ë$.  ÐéyìþMìü †ÆæÿVæü& sê°Móü sñýOÐèþ$$ ^éËr… Ìôý§æþ$.  CMæü ^èþ§æþÐèþsê°Mìü GsêÏ ^éË$™èþ$…¨? Cç³šyæþ$ Ðèþ* ¯é¯èþ²V>Ææÿ$ Ðé×ìý~ ºÄæý$sìýMìü Mæü§æþË °ÐèþÓr…Ìôý§æþ$. ÐéyìþMìü C…sZÏ ™ø^èþr…Ìôý§æþ$.  ¯èþ¯èþ$² Væü*yé ^èþ§æþÐèþ°ÐèþÓyæþ$.  ¯é ç³#çÜ¢M>Ë$ Mö°² ¡çÜ$Mæü$° GMæüPyø §é^éyæþ$. CÐèþÓÆ> A…sôý CÐèþÓyæþ$.	1:350.8;1:366.7;1:382.4;1:398.3;1:414.2;1:429.9;1:445.8;1:461.7;1:477.4	no-rom
53	10	çÜÆæÿâæý	Why have you bandaged your finger?		çÜÆæÿâæý : HÑ$sìý ÐóþÍMìü Mæür$t MæüsêtÐèþ#?	1:509.2	no-rom
53	11	çÜ$Væü$×ý	While I was cutting brinjals the knife being very sharp cut my finger.		çÜ$Væü$×ý: °¯èþ² Ðèþ…M>Äæý$Ë$ ™èþÆæÿ$Væü$™èþ$& ¯èþ²ç³šyæþ$ Mæü†¢Mìü ç³§æþ$¯èþ$ GMæü$PÐèþV> E…yæþr… ÐèþËÏ ÐóþË$ Mö…^ðþ… ™ðþW…¨.	1:540.8;1:556.7;1:572.4	no-rom
53	12	çÜÆæÿâæý	Is your mother not in town?		çÜÆæÿâæý : Ò$ AÐèþ$ÃV>Ææÿ$ FâZå ÌôýÆ>?	1:604.2	no-rom
53	13	çÜ$Væü$×ý	It is my job to cut vegetables whether my mother is home or not.  The job of cooking is my mother's.		çÜ$Væü$×ý: Ðèþ* AÐèþ$Ã E¯é² ÌôýMæü´ùÆÿ$$¯é Mæü*ÆæÿË$ ¯óþ¯óþ ™èþÆæÿ$Væü$™é¯èþ$.  Ðèþ…yóþ ç³° Ðèþ*{™èþ… Ðèþ* AÐèþ$Ã¨.	1:635.8;2:160.3;2:176.2	no-rom
53	14	çÜÆæÿâæý	The teacher taught us a new lesson yesterday.  I could not follow the lesson even after I read it several times.		çÜÆæÿâæý : °¯èþ² Mö™èþ¢ ´ëuæÿ… ^ðþ´ëµÆæÿ$ Ðèþ*çÙtÆæÿ$ V>Ææÿ$.  A¨ ¯óþ¯èþ$ G°² ÝëÆæÿ$Ï ^èþ¨Ñ¯é AÆæÿ¦… M>Ìôý§æþ$.	2:208.5;2:224.6;2:240.7	no-rom
53	15	çÜ$Væü$×ý	Let us study (read) together. You can understand the lesson		çÜ$Væü$×ý: Ðèþ$¯èþ… C§æþªÆæÿ… MæüÍíÜ ^èþ§æþ$Ðèþ#§é….	2:273.0	no-rom
53	16	çÜÆæÿâæý	on listening itself.  You don't have to read it later.  Did you get the poems by heart? I know one poem already.  I		çÜÆæÿâæý : ±Mæü$ ´ëuæÿ… Ñ…sôý ^éË$: AÆæÿ¦… AÐèþ#™èþ$…¨.  ^èþ§æþÐèþMæü´ùÆÿ$$¯é ç³ÆæÿÐé& Ìôý§æþ$.  ç³§éÅË$ ¯øsìýMìü Ðèþ^éaÄæý*?	2:305.3;2:321.4;2:337.5	no-rom
53	17	çÜ$Væü$×ý	couldn't get the other poems thoroughly. Didn't you get them?  Why do		çÜ$Væü$×ý: JMæü ç³§æþÅ… ¯éMæü$ Ðèþ$$…§óþ Ðèþ^èþ$a. ™èþMìüP¯èþÑ C…M> »êV> Æ>Ìôý§æþ$.	2:369.6;2:385.7	no-rom
53	18	çÜÆæÿâæý	you hid (the fact)?		çÜÆæÿâæý : ±Mæü$ Æ>Ìôý§é!  G…§æþ$Mæü$ §éÝë¢Ðèþ#?	2:418.0	no-rom
53	19	çÜ$Væü$×ý	Why to hide?  Didn't you also get them?		çÜ$Væü$×ý: §é^èþr… §óþ°Mìü? ±Mæü$ Væü*yé Æ>Ìôý§é?	2:450.2	no-rom
53	20	çÜÆæÿâæý	I read them well.  But I couldn't get them by heart.  I have to read them some more times.		çÜÆæÿâæý : »êV>¯óþ ^èþ¨Ðé¯èþ$.  AÆÿ$$¯é Æ>Ìôý§æþ$. C…M> ^èþ§æþÐéÍ.	2:482.5;2:498.6	no-rom
