lesson	seq	speaker	en	rom	legacy	keys	flags
38	1	Ðèþ$$Ææÿã	Mohan! Did anybody come for me?		Ðèþ$$Ææÿã : Ððþ*çßý¯Œþ! ¯é MøçÜ… GÐèþÆðÿO¯é Ðèþ^éaÆ>?	0:448.0;0:463.5	no-rom
38	2	Ððþ*çßý¯Œþ	Nobody came.  Are you expecting anybody?		Ððþ*çßý¯Œþ : GÐèþÆæÿ* Æ>Ìôý§æþ$. ¯èþ$Ðèþ#Ó GÐèþÇMøçÜÐðþ$O¯é G§æþ$Ææÿ$ ^èþ*çÜ$¢¯é²Ðé?	0:494.9;0:510.6	no-rom
38	3	Ðèþ$$Ææÿã	I am expecting Venu.  Did you ever talk to Venu?		Ðèþ$$Ææÿã : Ðóþ×ý$ MøçÜ… G§æþ$Ææÿ$^èþ*çÜ$¢¯é²¯èþ$. ¯èþ$Ðèþ#Ó Gç³šyðþO¯é Ðóþ×ý$™ø Ðèþ*sêÏyéÐé?	0:541.9;0:557.4;0:573.1	no-rom
38	4	Ððþ*çßý¯Œþ	I never talked to him.		Ððþ*çßý¯Œþ : ¯óþ¯èþ$ A™èþ°™ø Gç³šyæþ* Ðèþ*sêÏyæþÌôý§æþ$.	0:604.5	no-rom
38	5	Ðèþ$$Ææÿã	Will he do any help to us?		Ðèþ$$Ææÿã : A™èþ¯èþ$ Ðèþ$¯èþMæü$ HÐðþ$O¯é çÜàÄæý$… ^óþÝë¢yé?	1:159.9;1:175.6	no-rom
38	6	Ððþ*çßý¯Œþ	He will do if you ask.  You ask anybody.  You will hear only good about him.		Ððþ*çßý¯Œþ : ¯èþ$Ðèþ#Ó AyìþW™óþ ^óþÝë¢yæþ$. ¯èþ$Ðèþ#Ó GÐèþÇ¯ðþO¯é Ayæþ$Væü$; A™èþ° Væü$Ç…_ Ðèþ$…_V>¯óþ ^ðþ´ë¢Ææÿ$.	1:191.3;1:206.9;1:222.6	no-rom
38	7	Ðèþ$$Ææÿã	You are going to the market. Aren't you?  If you happen to see him anywhere ask him to meet me.		Ðèþ$$Ææÿã : ¯èþ$Ðèþ#Ó Cç³šyæþ$ ºgêÆæÿ$Mæü$ Ððþâæý$¢& ¯é²Ðèþ# Mæü§é! ±Mæü$ Ðóþ×ý$ GMæüPyðþO¯é Mæü°í³õÜ¢ ¯èþ¯èþ$² MæüËÐèþÐèþ$¯èþ$.	1:253.8;1:269.5;1:285.2	no-rom
38	8	Ððþ*çßý¯Œþ	Okay!  Talk to him carefully.  He will get angry if anybody talks bad about any of his friends.		Ððþ*çßý¯Œþ : AsêÏVóü! A™èþ°™ø gê{Væü™èþ¢V> Ðèþ*sêÏyæþ$. A™èþ° õÜ²íßý™èþ$ËÌZ GÐèþÇ Væü$Ç…^ðþO¯é ^ðþyæþzV> Ðèþ*sêÏyóþ¢ A™èþ°Mìü Møç³… ÐèþçÜ$¢…¨.	1:316.5;1:332.0;1:347.7;1:363.4	no-rom
38	9	Ðèþ$$Ææÿã	I will not talk bad about anybody.  Will you be at home in the evening?  or will you go anywhere?		Ðèþ$$Ææÿã : ¯óþ¯èþ$ GÐèþÇ Væü$Ç…` ^ðþyæþzV> Ðèþ*sê& yæþ¯èþ$. ¯èþ$Ðèþ#Ó ÝëÄæý$…{™èþ… C…sZÏ E…sêÐé?  GMæüPyìþMðüO¯é Ððþâê¢Ðé?	1:394.7;1:410.4;1:425.9	no-rom
38	10	Ððþ*çßý¯Œþ	I will not go anywhere.  I will be at home.		Ððþ*çßý¯Œþ : GMæüPyìþMîü ÐðþâæýÏ¯èþ$. C…sZÏ¯óþ E…sê¯èþ$.	1:457.3	no-rom
38	11	Ðèþ$$Ææÿã	Don't tell to anybody any thing in this matter.		Ðèþ$$Ææÿã : D ÑçÙÄæý$… GÐèþÇ™ø¯èþ* HÒ$ ^ðþç³µMæü$.	1:488.7;1:504.3	no-rom
38	12	Ððþ*çßý¯Œþ	Why will I tell this to anybody? I know (that I should not tell this to others).  Don't I?		Ððþ*çßý¯Œþ : GÐèþÇ™ø¯ðþO¯é G…§æþ$Mæü$ ^ðþ´ë¢¯èþ$? ¯éMæü$ ™ðþË$çÜ$ Mæü§é!	1:535.5;1:551.2	no-rom
38	13	Ðèþ$$Ææÿã	See there!  Venu is coming.		Ðèþ$$Ææÿã : Ayæþ$Vø Ðóþ×ý$ ÐèþçÜ$¢¯é²yæþ$.	1:582.6	no-rom
38	14	Ðóþ×ý$	What's the matter?  Both of you are here!  Are you looking for somebody?		Ðóþ×ý$ : HÑ$sìý, C§æþªÆæÿ* CMæüPyæþ$¯é²Ææÿ$? GÐèþÇMøçÜÐðþ$O¯é G§æþ$Ææÿ$ ^èþ*çÜ$¢¯é²Æ>?	1:613.7;1:629.4	no-rom
38	15	Ðèþ$$Ææÿã	We are not looking for anybody else.  We are looking for you. By hook or crook, you must do that help to me.		Ðèþ$$Ææÿã : GÐèþÇ MøçÜ… G§æþ$Ææÿ$^èþ*yæþr… Ìôý§æþ$. ±MøçÜÐóþ$ G§æþ$Ææÿ$ ^èþ*çÜ$¢¯é²…. GÌêVðüO¯é ¯èþ$Ðèþ#Ó ¯éM> çÜàÄæý$… ^ðþÄæý*ÅÍ.	2:159.9;2:175.6;2:191.3;2:206.9	no-rom
38	16	Ðóþ×ý$	I wrote a letter to you.  Did you get it?		Ðóþ×ý$ : ±Mæü$ ¯óþ¯èþ$ E™èþ¢Ææÿ… Æ>Ôé¯èþ$; A…¨…§é?	2:238.1;2:253.8	no-rom
38	17	Ðèþ$$Ææÿã	Yes.		Ðèþ$$Ææÿã : B!	2:285.2	no-rom
38	18	Ðóþ×ý$	Give me that letter once.		Ðóþ×ý$ : B E™èþ¢Ææÿ… JMæüÝëÇ CÌê CÐèþ#Ó.	2:316.6	no-rom
38	19	Ðèþ$$Ææÿã	I put it somewhere.  Now it is missing.		Ðèþ$$Ææÿã : A¨ GMæüPyø ò³sêt¯èþ$; Cç³šyæþ$ Mæü°í³…^èþr…Ìôý§æþ$.	2:347.7;2:363.4	no-rom
38	20	Ðóþ×ý$	You might have put it in any of the books.		Ðóþ×ý$ : H ç³#çÜ¢Mæü…ÌZ¯ðþO¯é ò³sêtÐóþÐðþ*!	2:394.8	no-rom
38	21	Ððþ*çßý¯Œþ	He didn't put it in any book. He gave it to me.  Here it is!		Ððþ*çßý¯Œþ : H ç³#çÜ¢Mæü…ÌZ¯èþ* ò³rtÌôý§æþ$. ¯éMìü^éayæþ$. C§æþ$Vø.	2:425.9;2:441.6	no-rom
38	22	Æ>Ðèþ*Æ>Ðèþ#	Sarma!  What is the time now?		Æ>Ðèþ*Æ>Ðèþ#: ÔèýÆ>Ã! Cç³šyæþ$ sñýOÐèþ$$ G…™èþ AÆÿ$$…¨?	2:473.0;2:488.7	no-rom
38	23	ÔèýÆæÿÃ	One o'clock.		ÔèýÆæÿÃ : J…sìýVæü…r.	2:519.9	no-rom
38	24	Æ>Ðèþ*	When will Subbarao come?		Æ>Ðèþ* : çÜ$»ê¾Æ>Ðèþ# G°² Væü…rËMæü$ ÐèþÝë¢yæþ$?	2:551.2	no-rom
38	25	ÔèýÆæÿÃ	Subbarao said that he would come at 12 o'clock.		ÔèýÆæÿÃ : ç³¯ðþ²…yìþ…sìýMìü çÜ$»ê¾Æ>Ðèþ# ÐèþÝë¢& ¯èþ¯é²yæþ$.	2:582.6;2:598.3	no-rom
38	26	Vøí³	He told me that he would come at 1 o'clock.		Vøí³ : ¯é™ø J…sìýVæü…rMæü$ ÐèþÝë¢¯èþ¯é²yæþ$.	2:629.5	no-rom
38	27	Æ>Ðèþ*	Did he come?		Æ>Ðèþ* : Ðèþ^éayé?	3:159.9	no-rom
38	28	ÔèýÆæÿÃ	Subbarao did not come so far. Gopi came.		ÔèýÆæÿÃ : çÜ$»ê¾Æ>Ðèþ# C…M> Æ>Ìôý§æþ$. Vøí³ Ðèþ^éayæþ$.	3:191.3;3:207.0	no-rom
38	29	Æ>Ðèþ*	Why didn't Subbarao come?		Æ>Ðèþ* : çÜ$»ê¾Æ>Ðèþ# G…§æþ$Mæü$ Æ>Ìôý§æþ$?	3:238.1	no-rom
38	30	ÔèýÆæÿÃ	I don't know.  Sir!		ÔèýÆæÿÃ : HÐðþ*¯èþ…yîþ! ¯éMæü$ ™ðþÍÄæý$§æþ$.	3:269.5	no-rom
38	31	Æ>Ðèþ*	Then, did you tell this thing to Gopalarao?		Æ>Ðèþ* : Ðèþ$Ç D çÜ…Væü† Vø´ëËÆ>Ðèþ#™ø ^ðþ´ëµÐé?	3:300.9;3:316.6	no-rom
38	32	ÔèýÆæÿÃ	I didn't tell him.  Gopi told him.		ÔèýÆæÿÃ : ¯óþ¯èþ$ ^ðþç³µÌôý§æþ$. Vøí³ ^ðþ´ëµyæþ$.	3:347.7	no-rom
38	33	Æ>Ðèþ*	Gopi!  Did you find out why Subbarao didn't come?		Æ>Ðèþ* : Vøï³! çÜ$»ê¾Æ>Ðèþ# G…§æþ$Mæü$ Æ>Ìôý§ø Mæü¯èþ$Mæü$P¯é²Ðé?	3:379.1;3:394.8	no-rom
38	34	Vøí³	I didn't find out.		Vøí³ : ¯óþ¯èþ$ Mæü¯èþ$MøPÌôý§æþ$.	3:426.0	no-rom
38	35	Æ>Ðèþ*	How can we manage if you don't find out?  Find out later.		Æ>Ðèþ* : Mæü¯èþ$MøPMæü´ù™óþ HsêÏVæüÄæý*Å? B°MìüP Mæü¯èþ$MøP!	3:457.3;3:473.0	no-rom
38	36	ÔèýÆæÿÃ	See, sir!  Subbarao is coming.		ÔèýÆæÿÃ : Ayæþ$Vø¯èþ…yîþ, çÜ$»ê¾Æ>Ðèþ# ÐèþçÜ$¢¯é²yæþ$.	3:504.4	no-rom
38	37	Æ>Ðèþ*	Subbarao!  Why are you so late?  How do we do if you delay like this?		Æ>Ðèþ* : H… çÜ$»ê¾Æ>Ðèþ#! G…§æþ$Mìü…™èþ BËçÜÅ… AÆÿ$$…¨? CsêÏ BËçÜÅ… ^óþõÜ¢ GsêÏVæüÄæý*Å!	3:535.6;3:551.3;3:566.9	no-rom
38	38	çÜ$»ê¾	My younger brother fell down from the chair and had an injury on the nose.  That's why this delay, sir.		çÜ$»ê¾ : Ðèþ* ™èþÐèþ$$Ãyæþ$ Mæü$ÈaÒ$¨°…_ Mìü…§æþ ç³yézyæþ…yîþ. Ðèþ$$Mæü$PMæü$ §ðþº¾ ™èþWÍ…¨. A…§æþ$Móü BËçÜÅ… AÆÿ$$…¨.	3:598.3;3:613.8;3:629.5	no-rom
38	39	Æ>Ðèþ*	Was he hurt seriously?		Æ>Ðèþ* : ò³§æþª §ðþº¾ ™èþWÍ…§é?	4:159.9	no-rom
38	40	çÜ$»ê¾	Not seriously.  There was a little bleeding.		çÜ$»ê¾ : ò³§æþª §ðþº¾ ™èþVæüËÌôý§æþ$. Mö…^ðþ… ¯ðþ™èþ$¢Ææÿ$ Ðèþ_a…¨.	4:191.3;4:207.0	no-rom
38	41	Æ>Ðèþ*	Why did you bandage your finger?		Æ>Ðèþ* : ± ÐóþÍMìü Mæür$t MæüsêtÐðþ…§æþ$Mæü$?	4:238.1	no-rom
38	42	çÜ$»ê¾	His toy fell on my palm.  My finger is paining a little.		çÜ$»ê¾ : Ðéyìþ »ŸÐèþ$Ã ¯é ^óþ† Ò$§æþ ç³yæþz¨. ÐóþË$ Mö…^ðþ… ¯ðþí³µV> E…¨.	4:269.5;4:285.2	no-rom
38	43	Æ>Ðèþ*	Is it so?  Okay!  Shall we proceed now?		Æ>Ðèþ* : AsêÏV>! çÜÆóÿ, Ðèþ$¯èþ… »ñýOÌôýªÆ>ªÐèþ*?	4:316.6	no-rom
