guid	lesson	seq	speaker	en	rom	legacy	keys	flags
I03425fc38efd	3	1	´ëç³	Jawaharlal Nehru. His father’s name is Motilal. His mother’s name is Swaroopa Rani. Kamala is Jawaharlal Nehru’s wife. Indira is Jawaharlal Nehru’s daughter. She is Motilal’s grand- daughter. Her husband’s name is Feroz Gandhi Rajeev is Indira Gandhi’s son. He is Nehru’s grandson.	pāpa : idi javaharlāl nehrū fōṭō īyana taṁḍri pēru mōtīlāl. talli pēru svarūparāṇī. kamala javaharlāl nehrū bhārya. iṁdira javaharlāl nehrū kūturu. āme mōtilāl manavarālu. āme bharta pēru firōz gāṁdhi. rājīv iṁdirāgāṁdhī koḍuku. āyana nehrū manavaḍu.	´ëç³ : C¨ fÐèþçßýÆŠÿÌêÌŒý ¯ðþ{çßý* ¸ùsZ. DÄæý$¯èþ ™èþ…{yìþ õ³Ææÿ$ Ððþ*¡ÌêÌŒý. ™èþÍÏ õ³Ææÿ$ çÜÓÆæÿ*ç³Æ>×ìý. MæüÐèþ$Ë fÐèþçßýÆŠÿÌêÌŒý ¯ðþ[çßý* ¿êÆæÿÅ. C…¨Ææÿ fÐèþçßýÆŠÿÌêÌŒý¯ðþ{çßý* Mæü*™èþ$Ææÿ$. BÐðþ$ Ððþ*¡ÌêÌŒý Ðèþ$¯èþÐèþÆ>Ë$. BÐðþ$ ¿æýÆæÿ¢ õ³Ææÿ$ íœÆøgŒýV>…«©. Æ>iÐŒþ C…¨Æ>V>…«© Möyæþ$Mæü$. BÄæý$¯èþ ¯ðþ{çßý* Ðèþ$¯èþÐèþyæþ$.	0:441.8;0:493.5;0:545.3;0:595.8;1:180.0;1:232.7;1:285.5;1:338.3;1:391.0	
Ie69cb316736d	3	2	Æ>Ðèþ$Ðèþ$*Ç¢	Come, Vinod! This is my friend’s house.	rāmamūrti : rā vinōd! idē nā snēhituḍi illu.	Æ>Ðèþ$Ðèþ$*Ç¢ : Æ> Ñ¯ø§Šþ! C§óþ ¯é õÜ²íßý™èþ$yìþ CË$Ï.	1:442.6;1:458.2	
I25c45d255945	3	3	Ñ¯ø§Šþ	Who is this girl? Your friend’s daughter?	vinōd : ī pāpa evaru? nī snēhituḍi kūturā?	Ñ¯ø§Šþ : D ´ëç³ GÐèþÆæÿ$? ± õÜ²íßý™èþ$yìþ Mæü*™èþ$Æ>?	1:551.6;1:567.0	
I0b56ae0ba3c1	3	4	Æ>Ðèþ$	Yes. Sit!	rāma : avunu. kūrcō.	Æ>Ðèþ$ : AÐèþ#¯èþ$. Mæü*Æøa!	2:178.7	
Icf51b814610e	3	5	Ñ¯ø§Šþ	What is that book?	Pāpā! vinōd : pāpā! adi ēṁ pustakaṁ?	Ñ¯ø§Šþ : ´ë´ë! A¨ H… ç³#çÜ¢Mæü…?	2:233.5	unmapped-glyph
I22bee5e38cc1	3	6	´ëç³	This is my Telugu book, sir! and that is my English book.	pāpa : idi nā telugu pustakamaṁḍī. adi iṁglīṣu pustakaṁ.	´ëç³ : C¨ ¯é ™ðþË$Væü$ ç³#çÜ¢MæüÐèþ$…yîþ! A¨ C…XÏçÙ$ ç³#çÜ¢Mæü….	2:288.3;2:301.9	
I67b444269340	3	7	Ñ¯ø§Šþ	What is its name?	vinōd : dāni pērēmiṭi?	Ñ¯ø§Šþ : §é° õ³ÆóÿÑ$sìý?	2:384.1	
I0b58458b8023	3	8	´ëç³	Whose name, sir?	pāpa : dēni pēraṁḍī?	´ëç³ : §óþ° õ³Ææÿ…yîþ?	2:438.9	
Ib5b593bff975	3	9	Ñ¯ø§Šþ	This one’s	vinōd : dīni pēru.	Ñ¯ø§Šþ : ©° õ³Ææÿ$.	2:493.7	
I542d847928fb	3	10	´ëç³	The name of the Telugu book: It is ‘Jawahar’ sir!	pāpa : telugu pustakaṁ pērā? dīni pēru  javahar aṁḍī!	´ëç³ : ™ðþË$Væü$ ç³#çÜ¢Mæü… õ³Æ>? ©° õ³Ææÿ$  fÐèþçßýÆŠÿ  A…yîþ!	2:548.5;2:562.3	
