lesson	seq	speaker	en	rom	legacy	keys	flags
36	1	Æ>Ðèþ$Äæý$Å	This is our farm, sir.		Æ>Ðèþ$Äæý$Å : C§óþ¯èþ…yîþ Ðèþ* ´÷Ë….	0:455.5	no-rom
36	2	´ë{™ø	How many acres is it, sir?		´ë{™ø : G°² GMæüÆ>Ë…yîþ?	0:488.7	no-rom
36	3	Æ>Ðèþ$Äæý$Å	Four acres.  Which place do you hail from?		Æ>Ðèþ$Äæý$Å : ¯éË$Væü$ GMæüÆ>Ë$.  Ò$§óþÐèþNÆæÿ$ »êº*?	0:521.8;0:538.4	no-rom
36	4	´ë{™ø	My village is near Puri.  It is in Orissa.		´ë{™ø : Ðèþ* ÐèþNÆæÿ$ ç³NÈ §æþVæüYÆæÿ.  JÇÝëÞÌZ E…¨.	0:571.6;0:588.1	no-rom
36	5	Æ>Ðèþ$Äæý$Å	You came very far?		Æ>Ðèþ$Äæý$Å : C…™èþ §æþ*Ææÿ… Ðèþ^éaÆóÿ…?	0:621.3	no-rom
36	6	´ë{™ø	I came to see your state.		´ë{™ø : Ò$ Æ>çÙ‰… ^èþ*yæþsê°Mìü Ðèþ^éa¯èþ$.	1:160.6	no-rom
36	7	Æ>Ðèþ$Äæý$Å	Which places do you seen?		Æ>Ðèþ$Äæý$Å : HÄôý$ Fâæý$å ^èþ*ÔéÆæÿ$ »êº*?	1:193.7	no-rom
36	8	´ë{™ø	I saw many places.  I saw Visakhapatnam, Vijayawada, Guntur, and Ongole.  But there are many places yet to be seen. Are these oxen yours?		´ë{™ø : ^éÌê Fâæý$å ^èþ*Ôé¯èþ$. ÑÔéQç³r²…, ÑfÄæý$Ðéyæþ, Væü$…r*Ææÿ$, J…VøË$ ^èþ*Ôé¯èþ$. C…M> ^èþ*yéÍÞ¯èþ Fâæý$å ^éÌê E¯é²Æÿ$$.  D G§æþ$ªË$ Ò$Ðóþ¯é?	1:226.9;1:243.4;1:260.0;1:276.6;1:293.2	no-rom
36	9	Æ>Ðèþ$Äæý$Å	Yes sir.		Æ>Ðèþ$Äæý$Å : AÐèþ#¯èþ$ »êº*!	1:326.3	no-rom
36	10	´ë{™ø	Do you have cows also?		´ë{™ø : BÐèþ#Ë$ Væü*yé E¯é²Äæý*?	1:359.5	no-rom
36	11	Æ>Ðèþ$Äæý$Å	I have a cow and a buffalo, sir.		Æ>Ðèþ$Äæý$Å : JMæü BÐèþ#, JMæü Vóü§ðþ E¯é²Æÿ$$ »êº*!	1:392.6	no-rom
36	12	´ë{™ø	What do you grow in your land?		´ë{™ø : Ò$ ´÷Ë…ÌZ HÐóþ$Ñ$ ç³…yæþ$™éÆÿ$$?	1:425.8	no-rom
36	13	Æ>Ðèþ$Äæý$Å	We have all dry crops, sir.  We grow mainly chillies, red-gram and tobacco.		Æ>Ðèþ$Äæý$Å : Ððþ$rtç³…rË±² ç³…yæþ$™éÄæý$…yîþ! Ðèþ$$QÅ…V> Ððþ$Ææÿç³, Mæü…¨, ´÷V>Mæü$ GMæü$PÐèþV> ç³…yìþÝë¢….	1:458.9;1:475.5;1:492.1	no-rom
36	14	´ë{™ø	Does't paddy grow here?		´ë{™ø : ÐèþÇ ç³…yæþ§é?	1:525.2	no-rom
36	15	Æ>Ðèþ$Äæý$Å	This is dry land, you see.  Paddy grows only in wet lands.  We have to depend on rain for our crops.		Æ>Ðèþ$Äæý$Å : C¨ Ððþ$rt ¿æý*Ñ$ Væü§é!  Ðèþ*V>°ÌZ ÐèþÇ ç³…yæþ$™èþ$…¨.  Ðèþ*Mæü$ ç³…rËMæü$ ÐèþÆ>ÛÌôý B«§éÆæÿ….	1:558.4;1:574.9;1:591.5	no-rom
36	16	´ë{™ø	When do you plough the land?		´ë{™ø : ´÷Ë… Gç³šyæþ$ §æþ$¯èþ$²™éÆæÿ…yîþ?	1:624.7	no-rom
