guid	lesson	seq	speaker	en	rom	legacy	keys	flags
I6854b1842139	59	1		TENALI king.		™ðþ¯éÍ Æ>Ðèþ$Mæü–çÙ$~yæþ$	0:379.2	prose no-rom
I65dbd1f554d9	59	2		"Once upon a time a king say yes .  ""Tell another sentence"","		ç³NÆæÿÓ… ÑfÄæý$¯èþVæüÆæÿ Ýë{Ðèþ*gêÅ°²	0:450.0	prose no-rom
I5a212653819e	59	3		"called Krishnadevaraya was rul- said the king.  ""Oh Emperor!"		Mæü–çÙ~§óþÐèþÆ>Äæý$Ë$ A¯óþ Æ>k ç³Ç´ëÍçÜ*¢	0:466.6	prose no-rom
Idf31d8383bf9	59	4		"ing the Vijayanagara kingdom. Your mother is not a barren lady"", said Ramakrishna.  The"		E…yóþÐéyæþ$.  BÄæý$¯èþ BÝë¦¯èþ…ÌZ G°Ñ$¨	0:483.2	prose no-rom
Ib9da87661627	59	5		There were eight poets in his court.  They were called Ashta emperor could not remain with-		Ðèþ$…¨ MæüÐèþ#Ë$ E…yóþÐéâæý$å.  Ðéâæýå¯èþ$	0:499.7	prose no-rom
I59b260388507	59	6		court.  They were called Ashta diggajam s (eight mighty el- out saying yes this time also.		"""AçÙt¨VæüYgêË$' A¯óþÐéâæý$å.  ÐéâæýåÌZÏ ™ðþ¯éÍ"	0:516.3	prose no-rom
I700fa9038a27	59	7		"ephants).  Tenali Ramakrishna ""Tell the third sentence also"", the king said.  ""Oh Emperor!  Your"		Æ>Ðèþ$Mæü–çÙ$~yæþ$ JMæüyæþ$.  A™èþ¯èþ$ ™ðþË$Væü$ÌZ Vöç³µ	0:532.9	prose no-rom
Ibebd130a7bf3	59	8		"was one of them.  He was a great king said.  ""Oh Emperor!  Your wife is loyal to you"" said"		MæüÑ.  Mæü–çÙ~§óþÐèþÆ>Äæý$Ë$ ™èþÆæÿ^èþ$V> MæüÐèþ#Ë¯èþ$	0:549.5	prose no-rom
Id4f7369d4605	59	9		poet in Telugu.  Krishnadevaraya Ramakrishna.  The emperor		_Mæü$P {ç³Ôèý²Ë$ Ayæþ$Væü$™èþ* E…yóþÐéyæþ$.  ÐésìýMìü	0:566.0	prose no-rom
Ib9b31f05dafd	59	10		used to ask the poets some puz- zling questions.  Tenali Rama- could not say no this time also.		™ðþ¯éÍ Æ>Ðèþ$Mæü–çÙ$~yóþ çÜÐèþ*«§é¯éË$ ^ðþç³N¢	0:582.6	prose no-rom
Ifc965738b699	59	11		zling questions.  Tenali Rama- krishna used to answer them. As per his promise, Krishna-		E…yóþÐéyæþ$.	0:599.2	prose no-rom
I29c2726ad985	59	12		One day Krishnadevaraya necklace and presented it to		JMæü Æøk Mæü–çÙ~§óþÐèþÆ>Äæý$Ë$ çÜ¿æýÌZ	0:632.3	prose no-rom
I3ecfde894d9b	59	13		"said, ""Whosoever, on any issue,"		"""""H ÑçÙÄæý*°² Væü$Ç…_ AÆÿ$$¯é ¯é ^óþ™èþ"	1:161.0	prose no-rom
Ifa6ee2f6dee7	59	14		could make me say 'yes' will be		"""AÐèþ#¯èþ$"" A°í³…^èþVæüÍY¯èþÐéÇMìü Ðèþ$…_"	1:177.6	prose no-rom
I1b4263b59bae	59	15		"suitably rewarded."""		ºçßý$Ðèþ*¯èþ… CÐèþÓºyæþ$™èþ$…¨'' A¯é²yæþ$.	1:194.2	prose no-rom
I402424e788f8	59	16		"Then Tenali Ramakrishna rose and said, ""Oh King! I will about your age, you would say 18. Now you"		Aç³šyæþ$ ™ðþ¯éÍ Æ>Ðèþ$Mæü–çÙ$~yæþ$ Ìôý_	1:227.3	prose no-rom
I69da40bf59fe	59	17		be able to make you say yes Once in a magazine they are saying 22? Why? mistakenly printed 81.		"""""Æ>gê!  ¯óþ¯èþ$ Ò$ ^óþ™èþ ""AÐèþ#¯èþ$"" A°í³…^èþ-"	1:243.9	prose no-rom
Ie637d78e9573	59	18		Please permit me.		VæüË$Y™é¯èþ$.  òÜËÐèþ# Cí³µ…^èþ…yìþ.'' A¯é²yæþ$.	1:260.5	prose no-rom
Ief5492f7fd51	59	19		you should.  Otherwise, you will		"""""A°í³…^èþVæüËYr… M>§æþ$.  A°í³…_"	1:293.6	prose no-rom
Ia687b4f9d785	59	20		"be punished.  Be careful."", said"		¡Æ>Í.  ÌôýMæü´ù™óþ Õ„æü Ñ«¨…^èþºyæþ$™èþ$…¨,	1:310.2	prose no-rom
Idd4b81abd84b	59	21		"the king.  Tenali Ramakrishna agreed to it.  ""Well, you say any"		gê{Væü™èþ¢!'' A¯é²yæþ$ Æ>k.  A…§æþ$Mæü$	1:326.8	prose no-rom
I6bc6abfcc122	59	22		"agreed to it.  ""Well, you say any three sentences of your choice"		"Jç³šMæü$¯é²yæþ$ ™ðþ¯éÍ Æ>Ðèþ$Mæü–çÙ$~yæþ$.  """"± Æÿ$$çÙt…"	1:343.3	prose no-rom
I6b9e973af89d	59	23		"and make me say yes "", said the"		"Ðèþ_a¯èþ Ðèþ$*yæþ$ ÐéM>ÅË$ ^ðþí³µ ¯é ^óþ™èþ ""AÐèþ#¯èþ$'"	1:359.9	prose no-rom
I6854b1842139	59	24		TENALI king.		A°í³…^èþ$.'' A¯é²yæþ$ Æ>Äæý$Ë$.	1:376.5	prose no-rom
If24ed47a1924	59	25		RAMAKRISHNUDU Emperor!  You are the lord of		"Aç³šyæþ$ Æ>Ðèþ$Mæü–çÙ$~yæþ$, """"Ðèþ$àÆ>gê!"	1:409.6	prose no-rom
Ieb957795256e	59	26		"(a story) the empire.""  Krishnadevaraya"		™èþÐèþ$Ææÿ$ D Ýë{Ðèþ*gêÅ°Mìü ÝëÆæÿÓ¿oÐèþ$$Ë$.''	1:426.2	prose no-rom
Ic4c0845c0526	59	27		"could not say no .  He had to say yes .  ""Tell another sentence"","		A¯é²yæþ$.  Æ>Äæý$Ë$ M>§æþ$ A¯èþÌôýMæü´ùÄæý*yæþ$.	1:442.8	prose no-rom
I13eba0cc8949	59	28		"Once upon a time a king called Krishnadevaraya was rul- say yes .  ""Tell another sentence"", said the king.  ""Oh Emperor!"		"AÐèþ#¯èþ$ A¯èþÐèþËíÜ Ðèþ_a…¨.  """"C…MöMæü ÐéMæüÅ…"	1:459.4	prose no-rom
I58e58ef1d9c5	59	29		called Krishnadevaraya was rul- ing the Vijayanagara kingdom. Your mother is not a barren		"^ðþç³š!'' A¯é²yæþ$.  """"Æ>gê!  ™èþÐèþ$ ™èþÍÏ Vö{yéË$"	1:475.9	prose no-rom
Id3f4410f991b	59	30		"There were eight poets in his lady"", said Ramakrishna.  The"		M>§æþ$.'' A¯é²yæþ$ Æ>Ðèþ$Mæü–çÙ$~yæþ$.  Æ>k D ÝëÇ	1:492.5	prose no-rom
Ic7f982c02ea6	59	31		court.  They were called Ashta emperor could not remain with- out saying yes this time also.		Mæü*yé AÐèþ#¯èþ$ A¯èþMæü$…yé E…yæþÌôýMæüü-´ùÄæý*yæþ$.	1:509.1	prose no-rom
I5596ce704e56	59	32		"diggajam s (eight mighty el- ""Tell the third sentence also"", the"		"""""Ðèþ$*yø ÐéMæüÅ… Mæü*yé ^ðþç³š!'' A¯é²yæþ$ Mæü–çÙ~&"	1:525.7	prose no-rom
Ife827243ef3e	59	33		"ephants).  Tenali Ramakrishna was one of them.  He was a great king said.  ""Oh Emperor!  Your"		"§óþÐèþÆ>Äæý$Ë$.  """"™èþÐèþ$ ¿êÆæÿÅ ç³†{Ðèþ™èþ.''"	1:542.2	prose no-rom
Ifb317aa3232d	59	34		"poet in Telugu.  Krishnadevaraya wife is loyal to you"" said Ramakrishna.  The emperor"		A¯é²yæþ$ Æ>Ðèþ$Mæü–çÙ$~yæþ$.  D ÝëÇ Mæü*yé Æ>k	1:558.8	prose no-rom
I6e65254f5fbd	59	35		used to ask the poets some puz- Ramakrishna.  The emperor could not say no this time also.		"""M>§æþ$' A¯èþÌôýMæü´ùÄæý*yæþ$."	1:575.4	prose no-rom
I737aa083528e	59	36		krishna used to answer them. As per his promise, Krishna-		™é¯èþ$ A¯èþ²Ðèþ*r {ç³M>Ææÿ… JMæü	1:608.5	prose no-rom
I8a299c9450ab	59	37		devaraya summoned for a costly necklace and presented it to		ÑË$ÐðþO¯èþ àÆæÿ… ™ðþí³µ…_ Æ>Ðèþ$Mæü–çÙ$~yìþMìü	1:625.1	prose no-rom
I5ee49603baeb	59	38		One day Krishnadevaraya Ramakrishna.		ºçßý*MæüÇ…^éyæþ$ Mæü–çÙ~§óþÐèþÆ>Äæý$Ë$.	1:641.7	prose no-rom
