guid	lesson	seq	speaker	en	rom	legacy	keys	flags
I813bbb0411e5	18	1		A temple in our town, A school in our town,		Ðèþ* FâZå JMæü Væü$yìþ E…¨.	0:437.9	prose no-rom
Ic833decb2d7a	18	2		A garden around the temple, Around it a garden,		B Væü$yìþ ^èþ$r*t™ør$…¨	0:453.1	prose no-rom
Iddb18ff9adc2	18	3		An idol in the temple, One is there in the school,		B Væü$âZÏ JMæü »ŸÐèþ$$Ã…¨ & B	0:468.4	prose no-rom
I2c487687b755	18	4		Its life is the people. He, pupils’ teacher in the school.		»ŸÐèþ$ÃMæü$ {´ë×ý… ç³¨Ðèþ$…¨.	0:483.6	prose no-rom
Id8f94828c613	18	5		A school in our town, People spend time in the temple,		Ðèþ* FâZÏ JMæü ºyìþ E…¨	0:514.0	prose no-rom
I20c5e14150fd	18	6		Around it a garden, School to uplift the pupils		B ºyìþ ^èþ$r*t™ør$…¨	0:529.2	prose no-rom
I649e360f4f37	18	7		One is there in the school, Services in the temple,		B ºyìþÌZ JMæüÆæÿ$¯é²Ææÿ$ & B	0:544.5	prose no-rom
I8b83765be428	18	8		He, pupils’ teacher in the school. School providing future to pupils		ºyìþ í³ËÏËMæü$ Ðèþ*ÚëtÆæÿ$.	0:559.7	prose no-rom
Ia18d06105eee	18	9		Offerings in the temple daily, you choose?		Væü$âZÏ Æøl ¯ðþOÐóþ§æþÅ…	0:590.1	prose no-rom
Iac3c3ebbfbea	18	10		But people have no unity, Which one you choose?		FâZÏ Ìôý§æþ$ IMæüÐèþ$™èþÅ…	0:605.4	prose no-rom
Idb4bb32758f1	18	11		Elders every evening,		FâZÏ ò³§æþªË$ {ç³†ÝëÄæý$…{™èþ…	0:620.6	prose no-rom
I7af57f92056c	18	12		In the temple while away We want time not to waste		Væü$âZÏ ¡ÇMæü M>Ë„óüç³…	1:179.8	prose no-rom
I9dee734f9ecb	18	13		As they spend time gay For body and mind work is taste		ÐéâæýÏMæü$ ÌôýÐèþ# ç³¯èþ$Ë$ ´ërË$	1:195.0	prose no-rom
I181110750059	18	14		Into others’ problems interfering. We want time not to waste.		ÐéâæýÏMæü$ M>ÐéÍ A…§æþÇ Ðèþ*rË$	1:210.2	prose no-rom
Ib5901fe33ce2	18	15		As temple in our town, taste.		Ðèþ* FâZÏ JMæü Væü$yìþ E…¨	1:240.7	prose no-rom
I92110cb581ea	18	16		A garden around the temple, A temple in our town,		B Væü$yìþ ^èþ$r*t™ør$…¨	1:255.9	prose no-rom
Ic6195135723e	18	17		REVIEW 3 An idol in the temple, A school in our town,		B Væü$âZÏ JMæü »ŸÐèþ$$Ã…¨ & B	1:271.1	prose no-rom
Ib8b5d8ba23a4	18	18		Its life is the people. A temple in our town,		»ŸÐèþ$ÃMæü$ {´ë×ý… ç³¨Ðèþ$…¨.	1:286.3	prose no-rom
I8016049e06d3	18	19		Colourful blossoms in the garden		B ºyìþ ™ør	1:316.8	prose no-rom
I8d22854e8e6a	18	20		of the school,		Ææÿ…Væü$Ë ç³NË$	1:332.0	prose no-rom
