lesson	seq	speaker	en	rom	legacy	keys	flags
37	1	ÔèýÆæÿÃ	Ravi ! Where are you going?		ÔèýÆæÿÃ : ÆæÿÒ! GMæüPyìþMìü ´ù™èþ$¯é²Ðèþ#?	0:452.7	no-rom
37	2	ÆæÿÑ	I am going to Mr. Mukharjee's house. He is appointed as the principal of that college, you know!		ÆæÿÑ : Ðèþ$$QÈjV>Ç…sìýMìü ´ù™èþ$¯é²¯èþ$. BÄæý$¯èþ ÐéâæýÏ M>ÌôýiMìü {í³°Þ´ëË$ AÄæý*Åyæþ$ Væü§é!	0:484.3;0:500.0;0:515.6	no-rom
37	3	ÔèýÆæÿÃ	Oh!		ÔèýÆæÿÃ : AÌêV>!	0:547.0	no-rom
37	4	ÆæÿÑ	Don't you know this informa- tion?		ÆæÿÑ : ±Mæü$ D ÑçÙÄæý$… ™ðþÍÄæý$§é?	0:578.2	no-rom
37	5	ÔèýÆæÿÃ	I don't know anything. I had been to his house last week too.		ÔèýÆæÿÃ : ¯éMæü$ H ÑçÙÄæý*Ë$ ™ðþÍÄæý$Ðèþ#. ¯óþ¯èþ$ Mìü…§æþsìý ÐéÆæÿ… ÐéâæýÏ C…sìýMìü ´ùÄæý*¯èþ$ Væü*yé!	0:609.6;0:625.3;0:641.4	no-rom
37	6	ÆæÿÑ	Mohan told me yesterday.		ÆæÿÑ : °¯èþ² ¯éMæü$ Ððþ*çßý¯Œþ ^ðþ´ëµyæþ$.	1:159.9	no-rom
37	7	ÔèýÆæÿÃ	Who is Mohan?		ÔèýÆæÿÃ : Ððþ*çßý¯Œþ GÐèþÆæÿ$?	1:191.3	no-rom
37	8	ÆæÿÑ	Don't you know Mohan?		ÆæÿÑ : ±Mæü$ Ððþ*çßý¯Œþ ™ðþÍÄæý$§é?	1:222.7	no-rom
37	9	ÔèýÆæÿÃ	Oh!  I know him. I forgot it. He is Mukharjee's son. Isn't he?		ÔèýÆæÿÃ : K ™ðþË$çÜ$. Ðèþ$Ça´ùÄæý*¯èþ$. Ðèþ$$QÈj V>Ç A»ê¾Æÿ$$ Væü§æþ*!	1:253.8;1:269.5	no-rom
37	10	ÆæÿÑ	Yes. Will you also come?		ÆæÿÑ : AÐèþ#¯èþ$. ¯èþ$Ðèþ#Ó Væü*yé ÐèþÝë¢Ðé?	1:300.9	no-rom
37	11	ÔèýÆæÿÃ	Let us go. Then Gopalarao will become the vice-principal.		ÔèýÆæÿÃ : ç³§æþ ´ù§é…. AÆÿ$$™óþ Vø´ëËÆ>Ðèþ# ÐðþO‹Ü {í³°Þ´ëÌŒý AÐèþ#™éyæþ¯èþ²Ðèþ*r.	1:332.0;1:347.7	no-rom
37	12	ÆæÿÑ	Yes. Gopalarao is egoistic. He thinks that he is a greatman.		ÆæÿÑ : AÐèþ#¯èþ$. Vø´ëËÆ>Ðèþ#Mæü$ VæüÆæÿÓ… GMæü$PÐèþ. ™è¯èþ$ A…§æþÇMæü…sôý Vöç³µÐé×ìý~ A¯èþ$Mæü$…sêyæþ$.	1:379.1;1:394.8;1:410.5	no-rom
37	13	ÔèýÆæÿÃ	Not only that. He thinks that everybody should obey his words.		ÔèýÆæÿÃ : A…™óþM>§æþ$. A…§æþÆæÿ* ™èþ¯èþ Ðèþ*sôý Ñ¯éÍ A¯èþ$Mæü$…sêyæþ$.	1:441.6;1:457.3	no-rom
37	14	ÆæÿÑ	But there is a lot of difference between Mr. Mukharjee and Gopalarao. You see, he be- came Principal now. When his colleagues go to his residence, he does not speak as princi- pal.  He speaks like a friend.		ÆæÿÑ : M>° Ðèþ$$QÈjV>ÇMîü, Vø´ëËÆ>Ðèþ#Mæü* ^éÌê ™óþyé E…¨. BÄæý$¯èþ Cç³šyæþ$ {í³°Þ´ëÌŒý AÄæý*Åyæþ$ Væü§é! ÐéâæýÏ M>Ìôýi Ðéâæý$Ï C…sìýMìü Ððþâôý¢ {í³°Þ´ëÌŒýV> Ðèþ*sêÏyæþyæþ$. JMæü õÜ²íßý™èþ$yìþV> Ðèþ*sêÏyé¢yæþ$.	1:488.7;1:504.4;1:519.9;1:535.5;1:551.2;1:566.9	no-rom
37	15	ÔèýÆæÿÃ	All right. Let's not bother about him. Do we get a bus now? If there is no bus, it would be difficult to go.		ÔèýÆæÿÃ : AÐèþ#¯èþ$. Vø´ëËÆ>Ðèþ# çÜ…Væü† Cç³šyðþ…§æþ$Mæü$? Ðèþ$¯èþMæü$ ºçÜ$Þ ÌôýMæü´ù™óþ ´ùÐèþr… MæüçÙt….	1:598.3;1:613.7;1:630.1	no-rom
37	16	ÆæÿÑ	It is the time for bus.		ÆæÿÑ : ºçÜ$ÞMæü$ sñýOÐèþ$$ AÆÿ$$…¨ Væü*yé!	2:160.3	no-rom
37	17	ÔèýÆæÿÃ	One bus left ten minutes ago.		ÔèýÆæÿÃ : ç³¨ °Ñ$ÚëË {Mìü™èþ… JMæü ºçÜ$Þ ´ùÆÿ$$…¨.	2:192.4;2:208.5	no-rom
37	18	ÆæÿÑ	Now another bus will come		ÆæÿÑ : Ðèþ$äÏ Cç³šyæþ$ Æÿ$$…MöMæüsìý ÐèþçÜ$¢…¨.	2:240.8	no-rom
37	19	ÔèýÆæÿÃ	Mukharjee's children know Telugu very well. But he does not know it (Telugu).		ÔèýÆæÿÃ : Ðèþ$$QÈjV>Ç í³ËÏËMæü$ ™ðþË$Væü$ »êV> Ðèþ^èþ$a. BÄæý$¯èþMóüÆ>§æþ$.	2:273.0;2:289.2	no-rom
37	20	ÆæÿÑ	Yes. Mohan knows very good Telugu songs too. But he doesn't know Bengali ones.		ÆæÿÑ : AÐèþ#¯èþ$. Ððþ*çßý¯ŒþMæü$ Ðèþ$…_ Ðèþ$…_ ™ðþË$Væü$ ´ërË$ Væü*yé Ðèþ^èþ$a. M>° »ñý…V>Î ´ërË$Æ>Ðèþ#.	2:321.4;2:337.6;2:353.7	no-rom
