lesson	seq	speaker	en	rom	legacy	keys	flags
26	1	ÆæÿÑ	Venkateswarlu! Subbarao! Krishnamurti says that he has (wants) to see us.		ÆæÿÑ : Ððþ…MæüsôýÔèýÓÆæÿ*Ï! çÜ$»ê¾Æ>Ðèþ#! Mæü–çÙ~Ðèþ$*Ç¢ Ðèþ$¯èþÍ² ^èþ*yéÍ A…r$¯é²yæþ$.	0:446.6;0:461.9	no-rom
26	2	çÜ$»ê¾	Is he saying that he has to see us also.		çÜ$»ê¾ : Ðèþ$Ðèþ$ÃÍ² Mæü*yé ^èþ*yéÍ A…r$¯é²yé?	0:492.3;0:507.5	no-rom
26	3	ÆæÿÑ	Yeah!  He says he has to see you and him both.  You go now.  I will go in the evening.		ÆæÿÑ : B!  °¯èþ$², Ðé×ìý~ & C§æþªÈ² ^èþ*yéÍ A…r$¯é²yæþ$.  Ò$Ææÿ$ Cç³šyæþ$ Ððþâæýå…yìþ.  ¯óþ¯èþ$ ÝëÄæý$…{™èþ… ÐèþÝë¢¯èþ$.	0:538.0;0:553.2;0:568.4	no-rom
26	4	çÜ$»ê¾	We also come in the evening.		çÜ$»ê¾ : Ðóþ$… Mæü*yé ÝëÄæý$…{™èþÐóþ$ ÐèþÝë¢….	0:598.9	no-rom
26	5	ÆæÿÑ	You have to talk to his father. Don’t you?		ÆæÿÑ : Ò$Ææÿ$ Ðéâæýå ¯é¯èþ²V>Ç™ø Ðèþ*sêÏyéÍ Væü§é!	1:179.8;1:195.0	no-rom
26	6	çÜ$»ê¾	Yes.		çÜ$»ê¾ : AÐèþ#¯èþ$.	1:225.4	no-rom
26	7	ÆæÿÑ	He will be at home at this time daily.  You go right now.		ÆæÿÑ : BÄæý$¯èþ D sñýOÐèþ$$ÌZ Æøl C…sìý §æþVæüYÆóÿ E…sêÆæÿ$. Cç³šyóþ Ððþâæýå…yìþ.	1:255.9;1:271.1	no-rom
26	8	çÜ$»ê¾	Okay.  Will you come in the evening?		çÜ$»ê¾ : çÜÆóÿ!  ¯èþ$Ðèþ#Ó ÝëÄæý$…{™èþ… ÐèþÝë¢Ðé?	1:301.5	no-rom
26	9	ÆæÿÑ	Yes.  Sarada will also come with me in the evening.		ÆæÿÑ : B!  ÝëÄæý$…{™èþ… ¯é™ø ÔéÆæÿ§æþ Mæü*yé ÐèþçÜ$¢…¨.	1:332.0;1:347.2	no-rom
26	10	çÜ$»ê¾	Do we get bus to go now?		çÜ$»ê¾ : Cç³šyæþ$ Ððþâæýåsê°Mìü Ðèþ*Mæü$ ºçÜ$Þ §öÆæÿ$Mæü$™èþ$…§é?	1:377.7;1:392.9	no-rom
