guid	lesson	seq	speaker	en	rom	legacy	keys	flags
Id76fb2528b1b	34	1	MæüÐèþ$Ë	Gita!  call your mother.		MæüÐèþ$Ë : X™é!  Ò$ AÐèþ$Ã¯èþ$ í³Ë$.	0:438.3	no-rom
I16ca0a03bd03	34	2	X™èþ	She is busy with her work, auntie! She will not answer if I call.		X™èþ : BÐðþ$ ç³°ÌZ E¯èþ²¨ A™èþ¢Äæý$Å V>Ææÿ*!  í³ÍõÜ¢ ç³ËMæü§æþ$.	0:469.7;0:485.4	no-rom
I58b9dce615a7	34	3	MæüÐèþ$Ë	Call loudly.  She will answer.		MæüÐèþ$Ë : ò³§æþªV> í³Ë$.  ç³Ë$Mæü$™èþ$…¨.	0:516.5	no-rom
I79c81202d644	34	4	X™èþ	You please call her.  See there. My mother has come.		X™èþ : Ò$Æóÿ í³ËÐèþ…yìþ.  A§æþ$Vø Ðèþ* AÐóþ$Ã Ðèþ_a…¨.	0:547.9;0:563.6	no-rom
Ia9ae1c52b293	34	5	çÜÆøf	Come in Kamala.		çÜÆøf : ÌZç³ÍMìü Æ> MæüÐèþ$Ìê!	0:595.0	no-rom
I28f5fe9912de	34	6	X™èþ	Mummy!  Sarala called me. I am going.		X™èþ : AÐèþ*Ã!  ¯èþ¯èþ$² çÜÆæÿâæý í³Ë_…¨. Ððþâæý$¢¯é²¯èþ$.	0:626.1;0:641.8	no-rom
If3174f27eda4	34	7	MæüÐèþ$Ë	Why does your son look like that?		MæüÐèþ$Ë : G…§æþ$Mæü$ Ò$ »êº$ Ððþ$$çßý… AsêÏ E¯èþ²¨?	1:160.6;1:177.1	no-rom
I10958f728384	34	8	çÜÆøf	He was weeping till now.  He has been weeping since yes- terday. (without any cause).		çÜÆøf : Cç³µsìý §éM> Hyéayæþ$.  G…§æþ$Mø °¯èþ²sìý²…_ FÇMìü¯óþ Hyæþ$çÜ$¢¯é²yæþ$.	1:210.3;1:226.9	no-rom
I2c0eb47353d9	34	9	MæüÐèþ$Ë	Is he walking?		MæüÐèþ$Ë : ¯èþyæþ$çÜ$¢¯é²yé?	1:260.0	no-rom
I428682dd6059	34	10	çÜÆøf	He has not started walking yet. Our Gita started walking in her eighth month itself. Lakshmi!  The dust is falling on us.  Sweep slowly.		çÜÆøf : C…M> ¯èþyæþÐèþr… Ìôý§æþ$.  Ðèþ* X™èþ G°Ñ$§ø ¯ðþËÌZ¯óþ ¯èþyìþ_…¨.  ËMîü‡! Ðèþ$¯èþ$çÙ$Ë Ò$§æþ §æþ$Ðèþ$$Ã ç³yæþ$™èþ$¯èþ²¨. ¯ðþÐèþ$Ã¨V> Fyæþ$.	1:293.2;1:309.7;1:326.3;1:342.9	no-rom
I1535d20bfb02	34	11	ËMìü‡	I am sweeping only slowly, madam!  The wind is blowing heavily.		ËMìü‡ : ¯ðþÐèþ$Ã¨V>¯óþ Fyæþ$çÜ$¢¯é²¯èþ…yîþ!  V>Í GMæü$PÐèþV> E¯èþ²¨.	1:376.0;1:392.6	no-rom
I1fef97c0988a	34	12	çÜÆøf	Then, don't sweep here.  Sweep the		çÜÆøf : AÆÿ$$™óþ CMæüPyæþ FyæþÐèþMæü$.  ÐèþÆæÿ…yé Fyæþ$.	1:425.8;1:442.3	no-rom
I7ac3e7cd08c1	34	13	ËMìü‡	I swept it already, madam.  I have to sweep the kitchen.		ËMìü‡ : Fyéa¯èþÐèþ$ÃV>Ææÿ*!  Ðèþ…r CË$Ï FyæþÐéÍ.	1:475.5;1:492.1	no-rom
Ifbdbf12c86cc	34	14	çÜÆøf	All right.  Get up Kamala!  We will sit in the other room.		çÜÆøf : çÜÆóÿ! MæüÐèþ$Ìê!  Ìôý!  Ðèþ$¯èþ… B Væü¨ÌZ Mæü*Ææÿ$a…§é….	1:525.2;1:541.8	no-rom
I7a71495ada29	34	15	MæüÐèþ$Ë	Shall we open the windows?  We don't get the breeze inside.		MæüÐèþ$Ë : MìüsìýMîüË$ ™ðþÆæÿ$§éªÐèþ*?  V>Í Æ>Ðèþr… Ìôý§æþ$.	1:574.9;1:591.5	no-rom
I09dfd816e829	34	16	çÜÆøf	Okay!  Lakshmi!  Open those windows.		çÜÆøf : AÌêVóü.  ËMîü‡! B MìüsìýMîüË$ ™ðþÆæÿ$!	1:624.7	no-rom
