guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
I7da6a6d06c8e	48	1	Æ>Ðèþ$$	Mohan!  Come quickly.  Don't delay today as you did yesterday.  I will not get the buses if it is delayed further.	రాము. : మోహన్‌! తొందరగా ర! నిన్న చేసినట్లు ఇవ్వాళ గూడా ఆలస్యం చెయ్యకు. ఆలస్యం అయినకొద్దీ నాకు బస్సులు దొరకవు.	ocr		Æ>Ðèþ$$ : Ððþ*çßý¯Œþ!  ™ö…§æþÆæÿV> Æ>!  °¯èþ² ^óþíÜ¯èþr$Ï CÐéÓâæý Væü*yé BËçÜÅ… ^ðþÄæý$ÅMæü$.  BËçÜÅ… AÆÿ$$¯èþMö©ª ¯éMæü$ ºçÜ$ÞË$ §öÆæÿMæüÐèþ#.	0:447.4;0:463.1;0:478.7;0:494.4	no-rom
I6930c1f02bc1	48	2	Ððþ*çßý¯Œþ	How can I come without finishing my work?  It may be eight o'clock by the time I return.	మోహన్‌ : వెళ్ళిన పని పూర్తి కాకుండా ఎలా వస్తాను? నేను వచ్చేసరికి ఎనిమిది గంటలు కావచ్చు.	ocr		Ððþ*çßý¯Œþ : Ððþãå¯èþ ç³° ç³NÇ¢ M>Mæü$…yé GÌê ÐèþÝë¢¯èþ$?  ¯óþ¯èþ$ Ðèþ^óþaçÜÇMìü G°Ñ$¨ Væü…rË$ M>Ðèþ^èþ$a.	0:525.6;0:541.3;0:556.9	no-rom
Ie34151c60b33	48	3	Æ>Ðèþ$$	My father will scold me if I go late. He did the same yesterday too.	–	rom	–	Æ>Ðèþ$$ : BËçÜÅ… AÆÿ$$™óþ Ðèþ* ¯é¯èþ²V>Ææÿ$ AÆæÿ$Ýë¢Ææÿ$.  °¯èþ² Væü*yé AÇ^éyæþ$.	0:588.3;0:604.0	ocr-differs
Ifa1217445813	48	4	Ððþ*çßý¯Œþ	You can say in this town.  But if you use it in Visa- khapatnam, they will beat you.	అరిఛ్æ రు	rom	arichæ ru	Ððþ*çßý¯Œþ : AÇ^éÆæÿ$ A° D FâZÏ A…sôý ç³ÆæÿÐéÌôý§æþ$.  ÑÔéQç³r²…ÌZ A…sôý Möyé¢Ææÿ$.	1:159.9;1:175.4;1:190.8	unmapped-glyph ocr-differs
I9621c9375583	48	5	Æ>Ðèþ$$	Why?	రాము. : ఎందుకు?	ocr		Æ>Ðèþ$$ : G…§æþ$Mæü$?	1:221.8	no-rom
I2896fb7d49e3	48	6	Ððþ*çßý¯Œþ	There means barking like a dog.	అరుస్తున్నాడు	rom	arustunnāḍu	Ððþ*çßý¯Œþ : AMæüPyæþ AÆæÿ$çÜ$¢¯é²yæþ$ A…sôý Mæü$MæüPÌêV> Ððþ$$Ææÿ$Væü$™èþ$¯é²yæþ° AÆæÿ¦….	1:252.7;1:268.1	ocr-differs
Iefbd0db940fe	48	7	Æ>Ðèþ$$	Everybody uses the word here.  I heard when your friend, who came yester- day, was saying it.  He said	అరవటమ్ – 'సుబ్బరఒ అరిఛ్æ డు.'	rom	aravaṭam – 'subbarao arichæ ḍu.'	"Æ>Ðèþ$$ : ""AÆæÿÐèþr…' A° CMæüPyæþ A…§æþÆæÿ* A…sêÆæÿ$ Væü§é!  °¯èþ² Ðèþ_a¯èþ Ò$ õÜ²íßý™èþ$yæþ$ ±™ø Ðèþ*sêÏyæþ*¢ E…yæþ& V> Ñ¯é²¯èþ$.  A™èþ¯èþ$ ""çÜ$»ê¾Æ>Ðèþ# AÇ^éyæþ$' A¯é²yæþ$."	1:299.1;1:314.5;1:330.0;1:345.5;1:360.9	unmapped-glyph ocr-differs
I993f133f86bb	48	8	Ððþ*çßý¯Œþ	Yes, this word, in Godavari and Vishakhapatnam districts, means barking.  In the other districts it means 'scolding' or 'talking loudly' or 'shouting.'	మోహన్‌. : అవ్రను._ గోదావరి, మొాఖపట్నం జిల్లాలలో ఈ మాటలకు మొరగటం అని అరు. తక్షిన జిల్లాలలో తిట్టటం అని పెద్దగా మాట్లాడటం అని అర్థ.	ocr		Ððþ*çßý¯Œþ : AÐèþ#¯èþ$.  Vø§éÐèþÇ, ÑÔéQç³r²… hÌêÏËÌZ D Ðèþ*rËMæü$ Ððþ$$ÆæÿVæür… A° AÆæÿ¦….  ™èþMìüP¯èþ hÌêÏËÌZ †rtr… A° ò³§æþªV> Ðèþ*sêÏyæþr… A° AÆæÿ¦….	1:391.9;1:407.3;1:422.8;1:438.2	no-rom
I9c5043c04bb6	48	9	Æ>Ðèþ$$	It looks funny!	రాము. : గమ్మత్తుగా ఉందే!	ocr		Æ>Ðèþ$$ : VæüÐèþ$Ã™èþ$¢V> E…§óþ!	1:469.2	no-rom
I7b16ad8a071a	48	10	Ððþ*çßý¯Œþ	Yes.  Similarly the word	కన్గారు.	rom	kangāru.	"Ððþ*çßý¯Œþ : AÐèþ#¯èþ$.  AÌêVóü ""Mæü…V>Ææÿ$' A¯óþ Ðèþ*r E…¨."	1:500.1;1:515.6	ocr-differs
I1d61e0d9bb46	48	11	Æ>Ðèþ$$	Does it also have two meanings?	రాము... : దానికి గూడా రెండర్జాలున్నాయా?	ocr		Æ>Ðèþ$$ : §é°Mìü Væü*yé Æðÿ…yæþÆ>¦Ë$¯é²Äæý*?	1:546.5	no-rom
I33ca0d4e1c4f	48	12	Ððþ*çßý¯Œþ	That's what I am going to tell you. in Godavari and Vishakhapatnam districts means 'haste' It means 'confusion' in Krishna and confusion Guntur districts.	కన్గారు (తొందర).	rom	kangāru (toṁdara).	Ððþ*çßý¯Œþ : A§óþ ^ðþç³µ»Z™èþ$¯é²¯èþ$.  Vø§éÐèþÇ, ÑÔéQç³r²… hÌêÏËÌZ Mæü…V>Ææÿ$ A…sôý ™ö…§æþÆæÿ A° AÆæÿ¦…. Væü$…r*Ææÿ$, Mæü–Úë~ hÌêÏËÌZ D Ðèþ*rMæü$ A° AÆæÿ¦….	1:577.4;1:592.9;1:608.3;1:623.8;1:639.3;1:639.4	ocr-differs
I73748bbdbeca	48	13	Æ>Ðèþ$$	Are there any more such words?	రాము. : ఇటువంటి వూటలు ఇంకా ఉన్నాయా?	ocr		Æ>Ðèþ$$ : Cr$Ðèþ…sìý Ðèþ*rË$ C…M> E¯é²Äæý*?	2:159.9;2:175.6	no-rom
Ife34e5d8520e	48	14	Ððþ*çßý¯Œþ	There are many.	మోహన్‌ :. చాలా వున్నాయి.	ocr		Ððþ*çßý¯Œþ : ^éÌê Ðèþ#¯é²Æÿ$$.	2:207.0	no-rom
