lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
56	1	´ëç³	Father!  This swing is not com- ing to a stop.  Please stop it.	పాప: నాన్నగారూ! ఉయ్యాల ఆగటం- లేదు; ఆపండి.	ocr		´ëç³ : ¯é¯èþ²V>Ææÿ*!  EÄæý*ÅË BVæür…& Ìôý§æþ$; Bç³…yìþ.	0:432.8;0:449.4	no-rom
56	2	ÑÔèýÓ¯é£æþ…	Papa! Are you swinging now? Did you complete doing the sums?	విశ్వనాథం : పాపా! ఉయ్యాల ఊగుతున్నావా? లెక్కలు చేశావా?	ocr		ÑÔèýÓ¯é£æþ… :  ´ë´ë!  EÄæý*ÅË FVæü$™èþ$¯é²Ðé? ÌñýMæüPË$ ^óþÔéÐé?	0:482.5;0:499.1	no-rom
56	3	´ëç³	I have completed it, father!  I have completed studying the lesson too.  Look how I am swinging.	పాప :. చేసేను నాన్నగారూ! పాఠం కూడా 'చదివేశాను. చూడండి: నేను ఎలా ఊగుతున్నానో!	ocr		´ëç³ : ^óþõÜÔé¯èþ$ ¯é¯èþ²V>Ææÿ*!  ´ëuæÿ… Mæü*yé ^èþ¨ÐóþÔé¯èþ$.  ^èþ*yæþ…yìþ: ¯óþ¯èþ$ GÌê FVæü$™èþ$¯é²¯ø!	0:532.2;0:548.8;0:565.4	no-rom
56	4	ÑÔèýÓ.	Swing slowly.	విశ్వ. మెల్లగా ఊగు.	ocr		ÑÔèýÓ. : Ððþ$ËÏV> FVæü$.	0:598.5	no-rom
56	5	´ëç³	Please help me swing. This is enough, my dear!  Get	పాప: మీరు కూడా కొంచెం ఊపండి.	ocr		´ëç³ : Ò$Ææÿ$ Mæü*yé Mö…^ðþ… Fç³…yìþ.	0:631.7	no-rom
56	6	ÑÔèýÓ.	down.  Yor younger sister will also swing. (Let her also swing.)	విశ్వ. : ఇంక చాలమ్మా! దిగు. చెల్లెలు కూడా ఉగుతుంది.	ocr		ÑÔèýÓ. : C…Mæü ^éËÐèþ*Ã!  ¨Væü$.  ^ðþÌñýÏË$ Mæü*yé EVæü$™èþ$…¨.	1:160.6;1:176.0	no-rom
56	7	´ëç³	I am not able to get down. Please help me get down. Younger sister is not a good girl.  Don’t make her swing. She tears all my books away. Look, how they are all torn. She wouldn’t listen to when told that they will be torn.  She needs only my books.	పాప : నాకు దిగటం చేతకావటంలేదు. 'మీరు దింపండి. చెల్లెలు మంచిది. కాదండీ! దాన్ని ఊపవద్దు. అది. నా పుస్తకాలు చించుతుంది. చూడండి. ఎలా చినిగాయో! 'చినుగుతాయి వద్దు అంటే వినదు. నా పుస్తాలే కావాలి దానికి.	ocr		´ëç³ : ¯éMæü$ ¨Væür… ^óþ™èþM>Ðèþr…Ìôý§æþ$. Ò$Ææÿ$ ¨…ç³…yìþ.  ^ðþÌñýÏË$ Ðèþ$…_¨ M>§æþ…yîþ!  §é°² Fç³Ðèþ§æþ$ª.  A¨ ¯é ç³#çÜ¢M>Ë$ _…^èþ$™èþ$…¨. ^èþ*yæþ…yìþ GÌê _°V>Äñý*! _¯èþ$Væü$™éÆÿ$$ Ðèþ§æþ$ª A…sôý Ñ¯èþ§æþ$. ¯é ç³#çÜ¢M>Ìôý M>ÐéÍ §é°Mìü.	1:207.0;1:222.4;1:237.9;1:253.3;1:268.8;1:284.3;1:299.7	no-rom
56	8	ÑÔèýÓ.	She doesn’t know that, does she?  Don’t show your books to her. Let her also swing.	విశ్వ. : దానికి తెలియదుగా! నువ్వునీ పుస్తకాలు దానికి చూపించకు. 'దాన్ని కూడా ఊగనివ్వు.	ocr		ÑÔèýÓ. : §é°Mìü ™ðþÍÄæý$§æþ$V>!  ¯èþ$Ðèþ#Ó ± ç³#çÜ¢M>Ë$ §é°Mìü ^èþ*í³…^èþMæü$. §é°² Mæü*yé FVæü°Ðèþ#Ó.	1:330.7;1:346.1;1:361.6	no-rom
56	9	´ëç³	Look, she broke the thread of my kite.  She pulled it without listening to me that it would break.	పాప. : చూడండి. నా గాలిపటం దారం గూడా తెంపింది. తెగుతుంది అంటే వినకుండా లాగేసింది.	ocr		´ëç³ : ^èþ*yæþ…yìþ.  ¯é V>Íç³r… §éÆæÿ… Væü*yé ™ðþ…í³…¨.  ™ðþVæü$™èþ$…¨ A…sôý Ñ¯èþMæü$…yé ÌêVóüíÜ…¨.	1:392.5;1:408.0;1:423.4	no-rom
56	10	ÑÔèýÓ.	Have another thread.  Ravi!  It is already dark.  Put that light on.	విశ్వ... ఇంకో దారం తీసుకో! రవీ! చీకటి పడ్డది. ఆ లైటు వెయ్యి.	ocr		ÑÔèýÓ. : C…Mø §éÆæÿ… ¡çÜ$Mø!  ÆæÿÒ!  `Mæüsìý ç³yæþz¨.  B ÌñýOr$ ÐðþÆÿ$$Å.	1:454.4;1:469.8	no-rom
56	11	ÆæÿÑ	This is not lighting up even after putting the switch on.  Father, please put it on.	రవి. : స్విచ్చి వేసినా లైటు వెలగటంలేదు నాన్నగారూ! మీరు వెలిగించండి.	ocr		ÆæÿÑ : íÜÓ_a ÐóþíÜ¯é ÌñýOr$ ÐðþËVæür…Ìôý§æþ$ ¯é¯èþ²V>Ææÿ*!  Ò$Ææÿ$ ÐðþÍW…^èþ…yìþ.	1:500.8;1:516.2	no-rom
56	12	ÑÔèýÓ.	Move that switch a little bit. It is not moving.  Look father,	విశ్వ. ఆ స్విచ్చిని కొంచెం కదిలించు.	ocr		ÑÔèýÓ. : B íÜÓ_a° Mö…^ðþ… Mæü¨Í…^èþ$.	1:547.2	no-rom
56	13	ÆæÿÑ	how my book got wet!	రవి. : అది కదలటంలేదు. చూడండి నాన్నగారూ నా పుస్తకం ఎలా తడిసిందో!	ocr		ÆæÿÑ : A¨ Mæü§æþËr…Ìôý§æþ$.  ^èþ*yæþ…yìþ ¯é¯èþ²V>Ææÿ*, ¯é ç³#çÜ¢Mæü… GÌê ™èþyìþíÜ…§ø!	1:578.1;1:593.5;1:609.0	no-rom
56	14	ÑÔèýÓ.	Why did it get wet?	విశ్వ. : ఎందుకు తడిసింది?	ocr		ÑÔèýÓ. : G…§æþ$Mæü$ ™èþyìþíÜ…¨?	1:639.9	no-rom
56	15	ÆæÿÑ	She made it wet.  She dipped it into the water and made it wet.	రవి. : అదే తడిపింది; నీళ్ళల్లో ముంచి తడిపింది.	ocr		ÆæÿÑ : A§óþ ™èþyìþí³…¨; ±âæýåÌZÏ Ðèþ$$…_ ™èþyìþí³…¨.	2:160.1;2:176.3	no-rom
56	16	´ëç³	Father, I didn’t dip it (in the water).  It fell into the water by itself and got wet.	పాప : నేను ముంచలేదు నాన్నగారూ! నీళ్ళల్లో పడి అదే మునిగింది.	ocr		´ëç³ : ¯óþ¯èþ$ Ðèþ$$…^èþÌôý§æþ$ ¯é¯èþ²V>Ææÿ*! ±âæýåÌZÏ ç³yìþ A§óþ Ðèþ$$°W…¨.	2:208.3;2:224.2	no-rom
56	17	ÆæÿÑ	Take her away from the swing, father!  She broke my slate- pencil and pencil too.	రవి. : దాన్ని ఉయ్యాల మీదినించి లేపండి, నాన్నగారూ! అదినా బలపం తుంచింది; పెన్సిలు కూడా విరిచింది.	ocr		ÆæÿÑ : §é°² EÄæý*ÅË Ò$¨°…_ Ìôýç³…yìþ, ¯é¯èþ²V>Ææÿ*!  A¨ ¯é ºËç³… ™èþ$…_…¨; ò³°ÞË$ Mæü*yé ÑÇ_…¨.	2:256.2;2:272.4;2:288.3;2:304.4	no-rom
56	18	´ëç³	The slate-pencil fell on the ground and broke.  Pencil broke just while holding it.  I did not break it.  He quarrels with me without any reason, father!	పాప. : బలపం కింద పడి తునిగింది నాన్న గారూ! పెన్సిలు పట్టుకుంటేనే విరిగింది; నేను విరవలేదు. వాడు ఊరికినే నాతో పోట్లాడ్తాడు నాన్నగారూ!	ocr		´ëç³ : ºËç³… Mìü…§æþ ç³yìþ ™èþ$°W…¨ ¯é¯èþ² V>Ææÿ*!  ò³°ÞË$ ç³r$tMæü$…sôý¯óþ ÑÇW…¨; ¯óþ¯èþ$ ÑÆæÿÐèþÌôý§æþ$.  Ðéyæþ$ FÇMðü¯óþ ¯é™ø ´ùsêÏyé¢yæþ$ ¯é¯èþ²V>Ææÿ*!	2:336.4;2:352.4;2:368.5;2:384.4	no-rom
56	19	WÇf	Papa! Drink the milk.	గిరిజ : పాపా! పాలు తాగు.	ocr		WÇf : ´ë´ë!  ´ëË$ ™éVæü$.	2:416.4	no-rom
56	20	´ëç³	This milk is not thick.  You mixed more water in it.  I don’t want it.	పాప : ఈ పాలు చిక్కగా లేవు. వీటిలో నీళ్ళు ఎక్కువ కలిపావు; నాకు ఒద్దు.	ocr		´ëç³ : D ´ëË$ _MæüPV> ÌôýÐèþ#.  ÒsìýÌZ ±âæý$å GMæü$PÐèþ MæüÍ´ëÐèþ#; ¯éMæü$ J§æþ$ª.	2:448.5;2:464.6	no-rom
56	21	ÑÔèýÓ.	Oh!  The milkman came already?	విశ్వ... :. పాలవాడు అప్పుడే వచ్చేశాడా?	ocr		ÑÔèýÓ. : ´ëËÐéyæþ$ Aç³šyóþ Ðèþ^óþaÔéyé?	2:496.6	no-rom
56	22	WÇf	Yes.  Today it seems he could not get thick milk.  He gave (poured) watery (diluted) milk	గిరిజ : ఆ|| ఇవ్వేళ చిక్కటి పాలు దొరక లేదట. నీళ్ళపాలు పోశాడు.	ocr		WÇf : B!  CÐóþÓâæý _MæüPsìý ´ëË$ §öÆæÿMæü Ìôý§æþr.  ±âæýå´ëË$ ´ùÔéyæþ$.	2:528.7;2:544.6	no-rom ocr-suspect
56	23	ÑÔèýÓ.	Papa! Get down from the swing.  Your younger sister is crying. Oh, no!  If I just get on to the	విశ్వ. : పాపా నువ్వు ఉయ్యాల మీదినించి 'దిగెయ్యమ్మా! చెల్లెలు ఏడుస్తున్నది.	ocr		ÑÔèýÓ. : ´ë´ë!  ¯èþ$Ðèþ#Ó EÄæý*ÅË Ò$¨°…_ ¨VðüÄæý$ÅÐèþ*Ã!  ^ðþÌñýÏË$ Hyæþ$çÜ$¢¯èþ²¨.	2:576.6;2:592.8	no-rom
56	24	´ëç³	swing, she nags me to get down.	పాప. : అబ్బ! ఉయ్యాల ఎక్కితే చాలు దిగమని చంపుతుంది.	ocr		´ëç³ : Aº¾!  EÄæý*ÅË GMìüP™óþ ^éË$ ¨VæüÐèþ$° ^èþ…ç³#™èþ$…¨.	2:624.8;2:640.7	no-rom
