lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
40	1	MæüÐèþ$Ë	Brother!  The alarm is ringing. Don't you hear it?  You didn't get up yet!  get up early.  It is getting time for the train.	కమల : అన్నయ్యా! అలారం మోగుతు- న్నది. వినిపించటం లేదా, యింకా లేవలేదు? తొందరగా లే! రైలుకు టైము అవుతున్నది.	ocr		MæüÐèþ$Ë : A¯èþ²Äæý*Å!  AÌêÆæÿ… Ððþ*Væü$™èþ$& ¯èþ²¨.  Ñ°í³…^èþr… Ìôý§é, Æÿ$$…M> ÌôýÐèþÌôý§æþ$?  ™ö…§æþÆæÿV> Ìôý!  ÆðÿOË$Mæü$ sñýOÐèþ$$ AÐèþ#™èþ$¯èþ²¨.	0:455.5;0:472.1;0:488.7;0:505.3	no-rom
40	2	ÆæÿÑ	If time is up, Sarma told me that he would call me up.  He didn't call me up so far.	రవి. : టైము అయితే శర్మ పిలుస్తానన్నాడు. ఇంకా పిలవలేదు.	ocr		ÆæÿÑ : sñýOÐèþ$$ AÆÿ$$™óþ ÔèýÆæÿÃ í³Ë$Ýë¢¯èþ¯é²yæþ$. C…M> í³ËÐèþÌôý§æþ$.	0:538.4;0:555.0	no-rom
40	3	MæüÐèþ$Ë	He might have forgotten.  You get up.  Brush your teeth. Take this brush and the tounge cleaner.	కమల :_ అతను మర్చిపోయాడేమో! నువ్వు లే! పళ్ళుతోముకో! ఇదుగో బ్రష్హు నాలికబద్ద!	ocr		MæüÐèþ$Ë : A™èþ¯èþ$ Ðèþ$Ça´ùÄæý*yóþÐðþ*! ¯èþ$Ðèþ#Ó Ìôý!  ç³âæý$å™øÐèþ$$Mø! C§æþ$Vø {ºçÙ$Û ¯éÍMæüº§æþª!	0:588.1;0:604.7;0:621.3	no-rom
40	4	ÆæÿÑ	One of my teeth is aching.  So no brush.  Give me tooth-powder.	రవి. : ఒకపన్ను నెప్పిగా ఉంది. బ్ర వద్దు. పళ్ళపాడి ఇవ్వు.	ocr		ÆæÿÑ : JMæü ç³¯èþ$²  ¯ðþí³µV> E…¨.  {ºçÙ$Û Ðèþ§æþ$ª.  ç³âæýå´÷yìþ CÐèþ#Ó.	1:160.6;1:177.1	no-rom
40	5	MæüÐèþ$Ë	Take it.  The towel is there on that stand.  Pick it up.	కమల : ఇదుగో! టవలు ఆ దండెం మీద ఉంది... తీసుకో.	ocr		MæüÐèþ$Ë : C§æþ$Vø!  rÐèþË$ B §æþ…yðþ… Ò$§æþ E…¨.  ¡çÜ$Mø.	1:210.3;1:226.9	no-rom
40	6	ÆæÿÑ	This towel is wet.  Get me a dry towel.	రవి : ఈ టవలు తడిగా ఉంది. పొడి టవలు తీసుకురా!	ocr		ÆæÿÑ : D rÐèþË$ ™èþyìþV> E…¨.  ´÷yìþ rÐèþË$ ¡çÜ$Mæü$Æ>!	1:260.0;1:276.6	no-rom
40	7	MæüÐèþ$Ë	Is it wet?  No.  It is not wet much.  You take it.	కమల : తడిసిందా? లేదు. ఎక్కువ తడవలేదు. తీసుకో!	ocr		MæüÐèþ$Ë : ™èþyìþíÜ…§é?  Ìôý§æþ$.  GMæü$PÐèþ ™èþyæþÐèþÌôý§æþ$.  ¡çÜ$Mø!	1:309.7;1:326.3	no-rom
40	8	ÆæÿÑ	Where is this tooth-powder from? Mother bought it yesterday when	రవి: ఈ పళ్ళపాొడి ఎక్కడిది?	ocr		ÆæÿÑ : D ç³âæýå´÷yìþ GMæüPyìþ¨?	1:359.5	no-rom
40	9	MæüÐèþ$Ë	it was sold in front of our house (by the street vendor). He said that it is a good one for tooth-ache.	కమల : నిన్న ఇంటి ముందుకు వస్తే అమ్మ కొన్నది. పంటి నెప్పికి మంచిది అన్నాడు.	ocr		MæüÐèþ$Ë : °¯èþ² C…sìý Ðèþ$$…§æþ$Mæü$ ÐèþõÜ¢ AÐèþ$Ã Mö¯èþ²¨.  ç³…sìý ¯ðþí³µMìü Ðèþ$…_¨ A¯é²yæþ$.	1:392.6;1:409.2;1:425.8	no-rom
40	10	ÆæÿÑ	Sarma did not come yet.  How can I go now?	రవి: శర్మయింకా రాలేదు. నేను ఇప్పుడు వెళ్ళటం ఎట్లా?	ocr		ÆæÿÑ : ÔèýÆæÿÃ Æÿ$$…M> Æ>Ìôý§æþ$.  ¯óþ¯èþ$ Cç³šyæþ$ Ððþâæýår… GsêÏ?	1:458.9;1:475.5	no-rom
40	11	MæüÐèþ$Ë	Won't you go if he doesn't come?	కమల : అతను వస్తేగాని నువ్వు వెళ్ళవా?	ocr		MæüÐèþ$Ë : A™èþ¯èþ$ ÐèþõÜ¢V>° ¯èþ$Ðèþ#Ó ÐðþâæýåÐé?	1:508.6	no-rom
40	12	ÆæÿÑ	If he comes only, I will go.  If he doesn't come, my going is a waste.  Unless he comes, my work can not be done.	రవి: వాడు వస్తేనే వెళ్తాను. రాకపోతే వెళ్ళటం అనవసరం. వాడు వస్తేగాని నా పని జరగదు.	ocr		ÆæÿÑ : Ðéyæþ$ ÐèþõÜ¢¯óþ Ððþâê¢¯èþ$.  Æ>Mæü´ù™óþ Ððþâæýår… A¯èþÐèþçÜÆæÿ….  Ðéyæþ$ ÐèþõÜ¢V>° ¯é ç³° fÆæÿVæü§æþ$.	1:541.8;1:558.4;1:574.9	no-rom
40	13	MæüÐèþ$Ë	Hey, there!  Sarma has come. Sarma!  you will live a long time (for thousand years).	కమల : అడుగో శర్మ వచ్చాడు. శర్మా నీకు వెయ్యేళ్ళ ఆయుష్షు.	ocr		MæüÐèþ$Ë : Ayæþ$Vø ÔèýÆæÿÃ Ðèþ^éayæþ$.  ÔèýÆ>Ã ±Mæü$ ÐðþÄôý$Åâæýå BÄæý$$çÙ$Û.	1:608.1;1:624.7	no-rom
