guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
I64130be60e0d	41	1	ÔèýÆæÿÃ	Someone!  He came for Subbarao.  He doesn't look like the man known to us at all. He looks very old.  He is also very stout.  Who is that by his side?  Is he subbarao?	శర్మ. 2 ఎవరో! సుబ్బారావు కోసం వచ్చాడు. మనం ఎప్పుడూ చూసినవాడి, లాగా లేడు. : చాలా ముసలివాడి లాగా ఉన్నాడు. బాగా లావుగా గూడా ఉన్నాడు. ఆయన పక్కన ఎవరు? మన 'సుబ్బారావేనా?	ocr		ÔèýÆæÿÃ : GÐèþÆø! çÜ$»ê¾Æ>Ðèþ# MøçÜ… Ðèþ^éayæþ$. Ðèþ$¯èþ… Gç³šyæþ* ^èþ*íÜ¯èþÐéyìþ ÌêV> Ìôýyæþ$. ÆæÿÑ : ^éÌê Ðèþ$$çÜÍÐéyìþ ÌêV> E¯é²yæþ$. »êV> ÌêÐèþ#V> Væü*yé E¯é²yæþ$. BÄæý$¯èþ ç³MæüP¯èþ GÐèþÆæÿ$?  Ðèþ$¯èþ çÜ$»ê¾Æ>Ðóþ¯é?	0:503.9;0:520.5;0:537.1;0:570.2;0:586.8;0:603.4;0:620.0	no-rom
Ia77e46947796	41	2	ÔèýÆæÿÃ	Yes.  What is that?  He is going away already!  Our Subbarao is as thin as the other fellow is stout.  His age must be around sixty or seventy. All India Radio.  You are listening to the news ... Subbarao!  Everybody has seen the radio you have.  So put it off first.  Who came for you?	శర్మ. : అవును. ఏమిటీ అప్పుడే వెళ్తు- న్నాడాయన? మన సుబ్బారావు ఎంత సన్నంగా ఉన్నాడో ఆయన అంత లావగా ఉన్నాడు. వయస్సు సుమారు అరవయ్యో డెబ్బయ్యో ఉంటుంది. ఆకాహూణి. వార్తలు వింటున్నారు... : సుబ్బారావు! నీ దగ్గర ఉన్న _ట్రాన్సిష్టరు అందరూ చూళారుగాని, దాన్ని ముందు కట్టెయ్యి! నీ కోసం వచ్చినవారు ఎవరు?	ocr		ÔèýÆæÿÃ : AÐèþ#¯èþ$.  HÑ$sîý Aç³šyóþ Ððþâæý$¢& ¯é²yé-Äæý$¯èþ?  Ðèþ$¯èþ çÜ$»ê¾Æ>Ðèþ# G…™èþ çÜ¯èþ²…V> E¯é²yø BÄæý$¯èþ A…™èþ ÌêÐèþ#V> E¯é²yæþ$.  ÐèþÄæý$çÜ$Þ çÜ$Ðèþ*Ææÿ$ AÆæÿÐèþÄñý*Å yðþºÂÄñý*Å E…r$…¨. BM>ÔèýÐé×ìý.  ÐéÆæÿ¢Ë$ Ñ…r$¯é²Ææÿ$... ÆæÿÑ : çÜ$»ê¾Æ>Ðèþ#!  ± §æþVæüYÆæÿ E¯èþ² {sê°ÞçÙtÆæÿ$ A…§æþÆæÿ* ^èþ*ÔéÆæÿ$V>°, §é°² Ðèþ$$…§æþ$ MæüsñýtÆÿ$$Å!  ± MøçÜ… Ðèþ_a¯èþÐéÆæÿ$ GÐèþÆæÿ$?	1:160.1;1:176.0;1:191.9;1:207.8;1:223.7;1:239.9;1:271.7;1:303.5;1:319.4;1:335.3;1:351.2	no-rom
I87f85f67656f	41	3	çÜ$»ê¾	My Father-in-law.  The letter you brought yesterday was from him only.	సుబ్బా : మా మామగారు. నిన్న నువ్వు తెచ్చిన ఉత్తరం ఆయన దగ్గర్నించే వచ్చింది.	ocr		çÜ$»ê¾ : Ðèþ* Ðèþ*Ðèþ$V>Ææÿ$.  °¯èþ² ¯èþ$Ðèþ#Ó ™ðþ_a¯èþ E™èþ¢Ææÿ… BÄæý$¯èþ §æþVæüYÇ²…^óþ Ðèþ_a…¨.	1:383.0;1:398.9;1:414.8	no-rom
I5162e3fc28c2	41	4	ÔèýÆæÿÃ	Oh!  You did not even ask him to sit down.	శర్మ. : అలాగా! కనీసం కూర్చో మనలేదేం?	ocr		ÔèýÆæÿÃ : AÌêV>!  Mæü±çÜ… Mæü*Æøa Ðèþ$¯èþÌôý§óþ…?	1:446.9	no-rom
Id102ccab6819	41	5	çÜ$»ê¾	He is not the type of man to sit. He is always busy.  That's why he came straight to the club. What's the matter?  He was showing you something?	సుబ్బా. : ఆయన కూర్చునే మనిషి కాడు. ఎప్పుడూ హడావుడిగా ఉంటాడు. అందుకే ఇప్పుడు సరాసరి క్షబ్బుకు వచ్చాడు. వ ఏమిటి పోషం? ఏదో నీకు చూపి- స్తున్నాడే?	ocr		çÜ$»ê¾ : BÄæý$¯èþ Mæü*Ææÿ$a¯óþ Ðèþ$°íÙ M>yæþ$. Gç³šyæþ* çßýyéÐèþ#yìþV> E…sêyæþ$. A…§æþ$Móü Cç³šyæþ$ çÜÆ>çÜÇ MæüÏº$¾Mæü$ Ðèþ^éayæþ$. ÆæÿÑ : HÑ$sìý ÑÔóýçÙ…?  H§ø ±Mæü$ ^èþ*í³& çÜ$¢¯é²yóþ?	1:478.7;1:494.6;1:510.5;1:526.4;1:558.2;1:574.1	no-rom
If78da0e9c630	41	6	çÜ$»ê¾	My Sister-in-law's marriage is fixed for next week.  He came to invite us.  He showed the ring purchased for the marriage.	సుబ్బా. : వచ్చే వారం మా మరదలు పెళ్లి. మమ్మల్ని పిలవటానికి వచ్చాడు. పెళ్లికి కొన్న ఉంగరం చూపించాడు.	ocr		çÜ$»ê¾ : Ðèþ^óþa ÐéÆæÿ… Ðèþ* Ðèþ$Ææÿ§æþË$ ò³ãÏ. Ðèþ$Ðèþ$ÃÍ² í³ËÐèþsê°Mìü Ðèþ^éayæþ$. ò³ãÏMìü Mö¯èþ² E…VæüÆæÿ… ^èþ*í³…^éyæþ$.	1:605.9;1:621.8;1:638.2	no-rom
I004dfbda510b	41	7	ÆæÿÑ	So, he came to invite his son-in-law.  When are you going?	: అయితే పెళ్ళికి అల్లుడుగార్ని ఆహ్వానించటానికి వచ్చాడన్నమాట. ఎప్పుడు బయలు దేరుతున్నావు?	ocr		ÆæÿÑ : AÆÿ$$™óþ ò³ãåMìü AË$Ïyæþ$V>Ç² BàÓ°…^èþsê°Mìü Ðèþ^éayæþ¯èþ²Ðèþ*r. Gç³šyæþ$ ºÄæý$Ë$ §óþÆæÿ$™èþ$¯é²Ðèþ#?	2:160.6;2:177.1;2:193.7	no-rom
I35798275acb6	41	8	çÜ$»ê¾	I think of going day after tomorrow evening at 8 o'clock.	సుబ్బా. : ఎల్లుండి సాయంత్రం ఎనిమిదిం- టికి పోదాం అనుకుంటున్నాను.	ocr		çÜ$»ê¾ : GË$Ï…yìþ ÝëÄæý$…{™èþ… G°Ñ$¨…& sìýMìü ´ù§é… A¯èþ$Mæü$…r$¯é²¯èþ$.	2:226.9;2:243.4	no-rom
Ic41ae0a9c9c5	41	9	ÔèýÆæÿÃ	There are no buses to go to Hyderabad in the evenings!	శర్మ. : సాయంత్రం హైదరాబాదు పోయే బస్సులు లేవుగదా!	ocr		ÔèýÆæÿÃ : ÝëÄæý$…{™èþ… òßýO§æþÆ>»ê§æþ$ ´ùÄôý$ ºçÜ$ÞË$ ÌôýÐèþ#Væü§é!	2:276.6;2:293.2	no-rom
I2dc8e3042d24	41	10	çÜ$»ê¾	There are no buses from our town. One bus arriving from Vijaya- wada goes to Hyderabad.	సుబ్బా : మన ఊరినించి బయల్టేరేవి లేవు. విజయవాడనించి వచ్చే బస్సు ఒకటి హైదరాబాదు పోతుంది.	ocr		çÜ$»ê¾ : Ðèþ$¯èþ FÇ°…_ ºÄæý$ÌôýªÆóÿÑ ÌôýÐèþ#. ÑfÄæý$Ðéyæþ°…_ Ðèþ^óþa ºçÜ$Þ JMæüsìý òßýO§æþÆ>»ê§æþ$ ´ù™èþ$…¨.	2:326.3;2:342.9;2:359.5	no-rom
Idf07df758a14	41	11	ÔèýÆæÿÃ	So, you are going shortly to your mother-in-law's house.  There- fore, there is no chance of completing the work we thought that you could do (for us).	శర్మ. : అయితే త్వరలో అత్తగారింటికి వెళ్ళబోతున్నావన్నమాట! మరి నువ్వు చేస్తావు అనుకున్న పని అయ్యే అవకాశం లేదు.	ocr		ÔèýÆæÿÃ : AÆÿ$$™óþ ™èþÓÆæÿÌZ A™èþ¢V>Ç…sìýMìü Ððþâæýå»Z™èþ$¯é²Ðèþ¯èþ²Ðèþ*r! Ðèþ$Ç ¯èþ$Ðèþ#Ó ^óþÝë¢Ðèþ# A¯èþ$Mæü$¯èþ² ç³° AÄôý$Å AÐèþM>Ôèý… Ìôý§æþ$.	2:392.6;2:409.2;2:425.8;2:442.3	no-rom
I962da7c71d1d	41	12	çÜ$»ê¾	I will be back in four days.  You see.  Don't worry.  In the meantime you speak to all those people whom you referred to. Write letters to the addresses given by Gopi. Okay!  You are going only to Hyderabad.  Aren't you? I think it is better if you meet that officer there only.  If the decision he takes is favourable to us, our task will be accomplished. He was not there in Hyderabad last year.	సుబ్బా. : నాలుగు రోజుల్లో వస్తాను గదా! దిగులు పడకండి. ఇంతలో మీరు చెప్పిన వాళ్లందరితో మాట్లాడండి. గోపి యిచ్చిన అడ్రసులకు ఉత్తరాలు రాయండి. : అలాగే! నువ్వు వెళ్లేది హైదరాబాదు. గదా! ఆ ఆఫీసర్ని అక్కడే కలిస్తే బాగుంటుంది అనుకుంటాను. అతను తీసుకునే నిర్భయం మనకు, అనుకూలంగా ఉంటే మన పని జరుగుతుంది. పోయిన సంవత్సరం అతను హైదరాబాదులో లేడు.	ocr		çÜ$»ê¾ : ¯éË$Væü$ ÆøkÌZÏ ÐèþÝë¢¯èþ$ Væü§é! ¨Væü$Ë$ ç³yæþMæü…yìþ.  C…™èþÌZ Ò$Ææÿ$ ^ðþí³µ¯èþ ÐéâæýÏ…§æþÇ™ø Ðèþ*sêÏyæþ…yìþ. Vøí³ Æÿ$$_a¯èþ A{yæþçÜ$ËMæü$ E™èþ¢Æ>Ë$ Æ>Äæý$…yìþ. ÆæÿÑ : AÌêVóü!  ¯èþ$Ðèþ#Ó ÐðþâôýÏ¨ òßýO§æþÆ>»ê§æþ$ Væü§é!  B BïœçÜÇ² AMæüPyóþ MæüÍõÜ¢ »êVæü$…r$…¨ A¯èþ$Mæü$…sê¯èþ$. A™èþ¯èþ$ ¡çÜ$Mæü$¯óþ °Ææÿ~Äæý$… Ðèþ$¯èþMæü$ A¯èþ$Mæü*Ë…V> E…sôý Ðèþ$¯èþ ç³° fÆæÿ$Væü$™èþ$…¨.  ´ùÆÿ$$¯èþ çÜ…Ðèþ™èþÞÆæÿ… A™èþ¯èþ$ òßýO§æþÆ>»ê§æþ$ÌZ Ìôýyæþ$.	2:475.5;2:492.1;2:508.6;2:525.2;2:541.8;2:574.9;2:591.5;2:608.1;2:624.7;2:641.2;3:160.6;3:177.1	no-rom
I66e28b99e0f5	41	13	çÜ$»ê¾	Okay!  I will meet him.  The office he is working in is the one in which my brother-in- law is also employed.  The house he lives in is across the street from my father-in-law's.	సుబ్బా. : అలాగే కలుస్తాను. అతను పని చేసే ఆఫీసులోనే మా బావమరిది కూడా పని చేస్తాడు. అతను ఉండే యిల్లు గూడా మా మామగారింటికి ఎదురుగానే!	ocr		çÜ$»ê¾ : AÌêVóü MæüË$Ýë¢¯èþ$.  A™èþ¯èþ$ ç³° ^óþõÜ BïœçÜ$ÌZ¯óþ Ðèþ* »êÐèþÐèþ$Ç¨ Mæü*yé ç³° ^óþÝë¢yæþ$.  A™èþ¯èþ$ E…yóþ Æÿ$$Ë$Ï Væü*yé Ðèþ* Ðèþ*Ðèþ$V>Ç…sìýMìü G§æþ$Ææÿ$V>¯óþ!	3:210.3;3:226.9;3:243.4;3:260.0;3:276.6	no-rom
I078fe66494bf	41	14	ÔèýÆæÿÃ	If so, we need not get distressed at all.  We have chances of getting our work done this year. If this work is done, we will be out of troubles.  (Our troubles will be solved.)  Do you say that the officer will oblige for our request?	శర్మ. : అలా అయితే మనకు దిగులు లేదు. ఈ సంవత్సరం మన పని జరిగే అవకాశం ఉందన్నమాట! ఈ పని అయితే మనం పడ్డ కష్టాలన్నీ తీర్తాయి. ఆ ఆఫీసరు మన మాట వింటాడంటావా?	ocr		ÔèýÆæÿÃ : AÌê AÆÿ$$™óþ Ðèþ$¯èþMæü$ ¨Væü$Ë$ Ìôý§æþ$.  D çÜ…Ðèþ™èþÞÆæÿ… Ðèþ$¯èþ ç³° fÇVóü AÐèþM>Ôèý… E…§æþ¯èþ²Ðèþ*r! ÆæÿÑ : D ç³° AÆÿ$$™óþ Ðèþ$¯èþ… ç³yæþz MæüÚëtË±² ¡Æ>¢Æÿ$$.  B BïœçÜÆæÿ$ Ðèþ$¯èþ Ðèþ*r Ñ…sêyæþ…sêÐé?	3:309.7;3:326.3;3:342.9;3:376.0;3:392.6;3:409.2	no-rom
I73442d958902	41	15	çÜ$»ê¾	Why to ask about the taste be- fore eating?  Let us make our efforts.  First, you complete the one which I said.	సుబ్బా. : తినబోతూ రుచి అడగటం ఎందు- కు? మన ప్రయత్నం మనం చేద్దాం. ముందు మీరు నేను చెప్పింది చెయ్యండి.	ocr		çÜ$»ê¾ : †¯èþ»Z™èþ* Ææÿ$_ AyæþVæür… G…§æþ$& Mæü$? Ðèþ$¯èþ {ç³Äæý$™èþ²… Ðèþ$¯èþ… ^óþ§éª…. Ðèþ$$…§æþ$ Ò$Ææÿ$ ¯óþ¯èþ$ ^ðþí³µ…¨ ^ðþÄæý$Å…yìþ.	3:458.9;3:475.5;3:492.1;3:508.6	no-rom
