lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
60	1		WHAT IS THE	మీరు వివాహం	ocr		Ò$Ææÿ$ ÑÐéçßý…	0:374.5	prose no-rom
60	2		REASON FOR YOU	చేసుకోకపోవటానికి కారణం?	ocr		^óþçÜ$MøMæü´ùÐèþsê°Mìü M>Ææÿ×ý…?	0:401.0	prose no-rom
60	3		clock on Sunday and the wrist watch each night.  Understand! You better cook your lunch. The doctor won't speak for two more days. He just got the medicine applied to his tongue yesterday. novels could be dedicated to me after all, isn't it? year plan we can check	నేను రాపైన కథ దేనికీ అనువాదమూ అనుకరణా కాదని హామీ పత్రం రాప్రిచ్చినా	ocr		¯óþ¯èþ$ Æ>íÜ¯èþ Mæü£æþ §óþ°Mîü A¯èþ$Ðé§æþÐèþ$* A¯èþ$MæüÆæÿ×ê M>§æþ° àÒ$ ç³{™èþ… Æ>íÜ_a¯é	0:465.4	prose no-rom
60	4		watch each night.  Understand! applied to his tongue yesterday. me after all, isn't it? population growth.	మీరు నమ్మకపోతే ఎలాగండీ !	ocr		Ò$Ææÿ$ ¯èþÐèþ$ÃMæü´ù™óþ GÌêVæü…yîþÿ!	0:477.3	prose no-rom
60	5			జేబులో ఐదు వందల రూపాయల నోటు.	ocr		gôýº$ÌZ I§æþ$ Ðèþ…§æþË Ææÿ*´ëÄæý$Ë ¯ør$	1:165.3	prose no-en no-rom
60	6						CÐéÓâæýVæü*yé K Äæý*¿ñýO QÆæÿ$a ò³rt°ÐèþÓ…yìþ. Ðèþ*ÆæÿaMæü$…yé Ðèþ$*yæþ$ ÆøkË¯èþ$…` ± ^óþ™èþ	1:176.8	prose no-en no-rom no-te
60	7		Jyothi is proud that no one I have a good Idea.  We will Did you find a strange thing my dear? I have a suspecion that day by day our We got his hair cut when he was given anesthesia for his leg operation. Oh, you got selected for Govt. post.				B ¯ør$ AÌêVóü C§æþ$ªÆæÿ$V>°! QÆæÿ$a ò³sìýtçÜ$¢¯é²¯èþ$ ´ëç³…! G…™èþ AÆÿ$$…¨?	1:188.7	prose no-rom no-te
60	8		REASON FOR YOU	ఇదుగో! ఆ గడెయారానికి	ocr		C§æþ$Vø! B VæüyìþÄæý*Æ>°Mìü	1:397.8	prose no-rom
60	9		Hey! What is the use of writing all the	ఆదివారం క్షీ ఇవ్వాలి. వాచికి	ocr		B¨ÐéÆæÿ… Mîü CÐéÓÍ. Ðé_Mìü	1:409.9	prose no-rom
60	10		NOT MARRYING? Then, Jyothi's age is twenty novels in your wife's name? Chitragupta!  It seems that he is	రాత్రిపూట కీ ఇవ్వాలి.	ocr		Æ>{†ç³Nr Mîü CÐéÓÍ.	1:421.9	prose no-rom
