lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
5	1	Æ>k	Leela! How many are they?	రాజు : లీలా! వాళ్లు ఎంతమంది?	rom	rāju : līlā! vāḷlu eṁtamaṁdi?	Æ>k : ÎÌê! Ðéâæý$Ï G…™èþÐèþ$…¨?	0:478.1	
5	2	ÎË	They are six.	లీల : వాళ్లు ఆరుగురు.	rom	līla : vāḷlu āruguru.	ÎË : Ðéâæý$Ï BÆæÿ$Væü$Ææÿ$.	0:539.0	
5	3	Æ>k	I am one. He is one. How many are we?	రాజు : నేను ఒకణ్ణి.  ఈయన ఒకరు. మేం ఎంతమందిమి?	rom	rāju : nēnu okaṇṇi.  īyana okaru. mēṁ eṁtamaṁdimi?	Æ>k : ¯óþ¯èþ$ JMæü×ìý~. DÄæý$¯èþ JMæüÆæÿ$ Ðóþ$… G…™èþÐèþ$…¨Ñ$?	0:599.9;0:615.1	
5	4	ÎË	You are two.	లీల : మీరు ఇద్దరు.	rom	līla : mīru iddaru.	ÎË : Ò$Ææÿ$ C§æþªÆæÿ$.	1:253.4	
5	5	Æ>k	We are two. You are one. How many are we?	రాజు : మేం ఇద్దరం. నువ్వు ఒకతెవి. మనం ఎంత మందిమి?	rom	rāju : mēṁ iddaraṁ. nuvvu okatevi. manaṁ eṁta maṁdimi?	Æ>k : Ðóþ$… C§æþªÆæÿ…. ¯èþ$Ðèþ#Ó JMæü™ðþÑ. Ðèþ$¯èþ… G…™èþ Ðèþ$…¨Ñ$?	1:312.7;1:327.5	
5	6	ÎË	We are three.	లీల : మనం ముగ్గురం	rom	līla : manaṁ mugguraṁ	ÎË : Ðèþ$¯èþ… Ðèþ$$Væü$YÆæÿ….	1:418.6	
5	7	Æ>k	He is one, she is one. How many are they?	రాజు : ఇతను ఒకడు. ఈమె ఒకతె. వీళ్లు ఎంతమంది?	rom	rāju : itanu okaḍu. īme okate. vīḷlu eṁtamaṁdi?	Æ>k : C™èþ¯èþ$ JMæüyæþ$. DÐðþ$ JMæü™ðþ. Òâæý$Ï G…™èþ Ðèþ$…¨?	1:480.3;1:494.9	
5	8	ÎË	They are two.	లీల : వాళ్లు ఇద్దరు.	rom	līla : vāḷlu iddaru.	ÎË : Ðéâæý$Ï C§æþªÆæÿ$	1:586.3	ocr-differs
5	9	Æ>k	They are two. He is one. She is one. How many are they in total?	రాజు : వాళ్లు ఇద్దరు; ఆయన ఒకరు; ఆమె ఒకరు; వాళ్లు మొత్తం ఎంతమంది?	rom	rāju : vāḷlu iddaru; āyana okaru; āme okaru; vāḷlu mottaṁ eṁtamaṁdi?	Æ>k : Ðéâæý$Ï C§æþªÆæÿ$; BÄæý$¯èþ JMæüÆæÿ$. BÐðþ$ JMæüÆæÿ$. Ðéâæý$Ï Ððþ$$™èþ¢… G…™èþÐèþ$…¨?	2:179.8;2:195.0;2:210.2	
5	10	ÎË	They are four. You are one How many are you?	లీల : వాళ్లు నలుగురు. నువ్వు ఒకడివి. మీరు ఎంతమంది?	rom	līla : vāḷlu naluguru. nuvvu okaḍivi. mīru eṁtamaṁdi?	ÎË : Ðéâæý$Ï ¯èþË$Væü$Ææÿ$. ¯èþ$Ðèþ#Ó JMæüyìþÑ Ò$Ææÿ$ G…™èþÐèþ$…¨?	2:334.4;2:349.6	
5	11	Æ>k	We are five.	రాజు : మేం ఐదుగురం.	rom	rāju : mēṁ aiduguraṁ.	Æ>k : Ðóþ$… I§æþ$Væü$Ææÿ….	2:440.9	
5	12	ÎË	You are five. These are two. How many are you in total?	లీల : మీరు ఐదుగురు. వీళ్లు ఇద్దరు. మీరు మొత్తం ఎంతమంది?	rom	līla : mīru aiduguru. vīḷlu iddaru. mīru mottaṁ eṁtamaṁdi?	ÎË : Ò$Ææÿ$ I§æþ$Væü$Ææÿ$. Òâæý$Ï C§æþªÆæÿ$. Ò$Ææÿ$ Ððþ$$™èþ¢… G…™èþÐèþ$…¨?	2:501.8;2:517.1	
5	13	Æ>k	we are seven.	రాజు : మేం ఏడుగురం.	rom	rāju : mēṁ ēḍuguraṁ.	Æ>k : Ðóþ$… Hyæþ$Væü$Ææÿ….	3:179.8	
5	14	ÎË	You are seven. I am one. We are eight in total.	లీల : మీరు ఏడుగురు. నేను ఒకతెని. మనం మొత్తం ఎనిమిదిమందిమి.	rom	līla : mīru ēḍuguru. nēnu okateni. manaṁ mottaṁ enimidimaṁdimi.	ÎË : Ò$Ææÿ$ Hyæþ$Væü$Ææÿ$. ¯óþ¯èþ$ JMæü™ðþ°. Ðèþ$¯èþ… Ððþ$$™èþ¢… G°Ñ$¨Ðèþ$…¨Ñ$.	3:240.6;3:255.9	
5	15	Æ>k	We are eight. She is one. We are nine in total.	రాజు : మనం ఎనిమిదిమందిమి. ఈమె ఒకరు. మనం మొత్తం తొమ్మిదిమందిమి.	rom	rāju : manaṁ enimidimaṁdimi. īme okaru. manaṁ mottaṁ tommidimaṁdimi.	Æ>k : Ðèþ$¯èþ… G°Ñ$¨Ðèþ$…¨Ñ$. DÐðþ$ JMæüÆæÿ$. Ðèþ$¯èþ… Ððþ$$™èþ¢… ™öÑ$Ã¨Ðèþ$…¨Ñ$.	3:362.4;3:377.6;3:392.9	
5	16	VøÑ…§æþ$	You are nine. I am one. We are ten.	గోవిందు: మీరు తొమ్మిదిమంది. నేను ఒకణ్ణి. మనం పదిమందిమి.	rom	gōviṁdu: mīru tommidimaṁdi. nēnu okaṇṇi. manaṁ padimaṁdimi.	VøÑ…§æþ$ : Ò$Ææÿ$ ™öÑ$Ã¨Ðèþ$…¨. ¯óþ¯èþ$ JMæü×ìý~. Ðèþ$¯èþ… ç³¨Ðèþ$…¨Ñ$.	3:499.4;3:514.6	
5	17	´ëÆæÿÓ†	You are ten. Those are eleven These are twelve. We are fifteen.	పార్వథి : మీరు పదిమంది. వాళ్లు పదకొండుమంది. వీళ్లు పన్నెండుమంది. మేం పదిహేనుమందిమి.	rom	pārvathi : mīru padimaṁdi. vāḷlu padakoṁḍumaṁdi. vīḷlu panneṁḍumaṁdi. mēṁ padihēnumaṁdimi.	´ëÆæÿÓ† : Ò$Ææÿ$ ç³¨Ðèþ$…¨. Ðéâæý$Ï ç³§æþMö…yæþ$Ðèþ$…¨. Òâæý$Ï ç³¯ðþ²…yæþ$Ðèþ$…¨. Ðóþ$… ç³¨õßý¯èþ$Ðèþ$…¨Ñ$.	4:179.6;4:194.4;4:209.4;4:224.2	ocr-differs
5	18	Ðèþ*çÙtÆæÿ$	Geetha! Who are you?	మాష్టరు : గీతా! నువ్వు ఎవరివి?	rom	māṣṭaru : gītā! nuvvu evarivi?	Ðèþ*çÙtÆæÿ$ : X™é! ¯èþ$Ðèþ#Ó GÐèþÇÑ?	4:355.5	
5	19	X™èþ	I am a student (female).	గీత : నేను విద్యార్థినిని.	rom	gīta : nēnu vidyārthinini.	X™èþ : ¯óþ¯èþ$ Ñ§éÅÇ¦°°.	4:415.0	ocr-differs
5	20	Ðèþ*çÙtÆæÿ$	Ramu! Who are you?	మాష్టరు : రామూ! నువ్వు ఎవరివి?	rom	māṣṭaru : rāmū! nuvvu evarivi?	Ðèþ*çÙtÆæÿ$ : Æ>Ðèþ$*! ¯èþ$Ðèþ#Ó GÐèþÇÑ?	4:474.4	ocr-differs
5	21	Æ>Ðèþ$$	I am a student (male).	రాము : నేను విద్యార్థిని.	rom	rāmu : nēnu vidyārthini.	Æ>Ðèþ$$ : ¯óþ¯èþ$ Ñ§éÅÇ¦°.	4:534.1	
5	22	Ðèþ*çÙtÆæÿ$	He is a student. She is a student How many students are they?	మాష్టరు : అతనూ ఒక విద్యార్థి. ఆమె ఒక విద్యార్థిని. వాళ్ళు ఎంతమంది విద్యార్థులు?	rom	māṣṭaru : atanū oka vidyārthi. āme oka vidyārthini. vāḷḷu eṁtamaṁdi vidyārthulu?	Ðèþ*çÙtÆæÿ$ : A™èþ¯èþ$ JMæü Ñ§éÅÇ¦. BÐðþ$ JMæü Ñ§éÅÇ¦°. Ðéâæý$Ï G…™èþÐèþ$…¨ Ñ§éÅÆæÿ$¦Ë$?	4:593.6;4:608.4;4:623.6	ocr-differs
5	23	ïÜ™èþ	They are two students.	సీత : వాళ్లు ఇద్దరు విద్యార్థులు.	rom	sīta : vāḷlu iddaru vidyārthulu.	ïÜ™èþ : Ðéâæý$å C§æþªÆæÿ$ Ñ§éÅÆæÿ$¦Ë$.	5:271.1	ocr-differs
5	24	Ðèþ*çÙtÆæÿ$	Ramu! You are a student (male). Geetha! you are a student (female). Who are you (pl.)? We are students.	మాష్టరు : రామూ! నువ్వు విద్యార్థివి. గీతా! నువ్వు విద్యార్థినివి. మీరు ఎవరు? గీత, రాము : మేం విద్యార్థులం.	rom	māṣṭaru : rāmū! nuvvu vidyārthivi. gītā! nuvvu vidyārthinivi. mīru evaru? gīta, rāmu : mēṁ vidyārthulaṁ.	Ðèþ*çÙtÆæÿ$ : Æ>Ðèþ$*! ¯èþ$Ðèþ#Ó Ñ§éÅÇ¦Ñ. X™é! ¯èþ$Ðèþ#Ó Ñ§éÅÇ¦°Ñ. Ò$Ææÿ$ GÐèþÆæÿ$? X™èþ, Æ>Ðèþ$$: Ðóþ$… Ñ§éÅÆæÿ$¦Ë….	5:332.0;5:347.2;5:453.7	ocr-differs
5	25	Ðèþ*çÙtÆæÿ$	Seetha! Geetha! Who are you? We are students (female)	మాష్టరు : సీతా! గీతా! మీరు ఎవరు? సీత, గీత: మేం విద్యార్థినులం.	rom	māṣṭaru : sītā! gītā! mīru evaru? sīta, gīta: mēṁ vidyārthinulaṁ.	Ðèþ*çÙtÆæÿ$ : ïÜ™é! X™é! Ò$Ææÿ$ GÐèþÆæÿ$? ïÜ™èþ, X™èþ: Ðóþ$… Ñ§éÅÇ¦¯èþ$Ë….	5:514.6;5:575.5	ocr-differs
5	26	Ðèþ*çÙtÆæÿ$	Ravi! Ramu! Who are you? We are students (male).	మాష్టరు : రవీ! Rఆమూ! మీరు ఎవరు? రవి, రాము: మేం విద్యార్థులం	rom	māṣṭaru : ravī! Rāmū! mīru evaru? ravi, rāmu: mēṁ vidyārthulaṁ	Ðèþ*çÙtÆæÿ$ : ÆæÿÒ! Æ>Ðèþ$*! Ò$Ææÿ$ GÐèþÆæÿ$? ÆæÿÑ, Æ>Ðèþ$$: Ðóþ$… Ñ§éÅÆæÿ$¦Ë…	6:180.6;6:241.5	unmapped-glyph ocr-differs
5	27	Ðèþ*çÙtÆæÿ$	Ravi! Who are Seetha and Geetha? They are students (female)	మాష్టరు : రవీ! సీతా గీతా ఎవరు? రవి : వాళ్లు విద్యార్థినులు	rom	māṣṭaru : ravī! sītā gītā evaru? ravi : vāḷlu vidyārthinulu	Ðèþ*çÙtÆæÿ$ : ÆæÿÒ! ïÜ™é X™é GÐèþÆæÿ$? ÆæÿÑ : Ðéâæý$å Ñ§éÅÇ¦¯èþ$Ë$.	6:302.3;6:363.2	ocr-differs
5	28	Ðèþ*çÙtÆæÿ$	Seetha! Who are Ravi and Ramu?	మాష్టరు : సీతా! రవీ రామూ ఎవరు?	rom	māṣṭaru : sītā! ravī rāmū evaru?	Ðèþ*çÙtÆæÿ$ : ïÜ™é! ÆæÿÒ Æ>Ðèþ$* GÐèþÆæÿ$?	6:424.1	ocr-differs
5	29	ïÜ™èþ	They are students (male).	సీత : వాళ్లు విద్యార్థులు.	rom	sīta : vāḷlu vidyārthulu.	ïÜ™èþ : Ðéâæý$å Ñ§éÅÆæÿ$¦Ë$.	6:485.0	ocr-differs
