guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
I0aeaf2eda0e2	17	1	çÜÆæÿÓÆŠÿ	What do you want, sir?	సర్వర్‌: ఏం కావాలండీ?	ocr		çÜÆæÿÓÆŠÿ : H… M>ÐéË…yîþ?	0:436.7	no-rom
Ic6a1a6023a06	17	2	Ðèþ$à´ë{™èþ	I want three minapattus.	మహాపాత్ర : నాకు మూడు మినపట్లు కావాలి.	ocr		Ðèþ$à´ë{™èþ :  ¯éMæü$ Ðèþ$*yæþ$ Ñ$¯èþç³r$Ï M>ÐéÍ.	0:467.1	no-rom
Ida3fb328a52d	17	3	Ææÿ†Æ>ÐŒþ$	Three minapattus!	రతిరామ్‌.. : మూడు మినపట్లా?	ocr		Ææÿ†Æ>ÐŒþ$ : Ðèþ$*yæþ$ Ñ$¯èþç³sêÏ?	0:497.6	no-rom
Ibf85209fa314	17	4	Ðèþ$à.	Yes.  The minapattu in this hotel is very small.  One or two are not sufficient for me.	మహా. : అవును. ఈ హోటల్లో మినపట్టు చాలా చిన్నది. నాకు ఒకటీ రెండూ చాలవు.	ocr		Ðèþ$à. : AÐèþ#¯èþ$.  D çßZrÌZÏ Ñ$¯èþç³r$t ^éÌê _¯èþ²¨.  ¯éMæü$ JMæüsîý Æðÿ…yæþ* ^éËÐèþ#.	0:528.0;0:543.3;0:558.5	no-rom
Ifedf29b30cbf	17	5	A…fÄæý$Å	Alright.  Bring three minapattus for him; coffee for us, and milk for the child.	అంజయ్య : సరే] ఆయనకు మూడు మినపట్లు తీసుకురా! మాకు కాఫీ; పాపకు పాలు.	ocr		A…fÄæý$Å : çÜÆóÿ!  BÄæý$¯èþMæü$ Ðèþ$*yæþ$ Ñ$¯èþç³r$Ï ¡çÜ$Mæü$Æ>!  Ðèþ*Mæü$ M>ïœ; ´ëç³Mæü$ ´ëË$.	0:588.9;0:604.1;0:619.4	no-rom ocr-suspect
Ia0b485ee8bef	17	6	Ææÿ†Æ>ÐŒþ$	Is this child your daughter?	రతిరామ్‌. : ఈ పాప మీ అమ్మాయా?	ocr		Ææÿ†Æ>ÐŒþ$ : D ´ëç³ Ò$ AÐèþ*ÃÄæý*?	1:179.8	no-rom
I36a8b09f1b1e	17	7	A…fÄæý$Å	Yes.	అంజయ్య : అవును.	ocr		A…fÄæý$Å :  AÐèþ#¯èþ$.	1:209.4	no-rom
Ic53d430e3499	17	8	Ææÿ†Æ>ÐŒþ$	What is your name, dear?	రతిరామ్‌. : పాపా నీ పేరేమిటమ్మా?	ocr		Ææÿ†Æ>ÐŒþ$ :  ´ë´ë!  ± õ³ÆóÿÑ$rÐèþ*Ã?	1:239.0	no-rom
I4560e16cc932	17	9	´ëç³	Jyothi.	పాప: జ్యోతి.	ocr		´ëç³ : gZÅ†.	1:268.6	no-rom
I6a3c50cd1ea7	17	10	Ææÿ†Æ>ÐŒþ$	A nice name.	రతిరామ్‌ : మంచి పేరు.	ocr		Ææÿ†Æ>ÐŒþ$ :  Ðèþ$…_ õ³Ææÿ$.	1:298.3	no-rom
I1ef201952cec	17	11	A…fÄæý$Å	Mr. Ratiram!  You are from Haryana.  Aren't you?  How many days' journey is it from your place to this place?	అంజయ్య : రతిరామ్‌గారూ! మీది హర్యానా కదూ! మీ ఊరినించి ఇక్కడికి ఎన్ని రోజుల ప్రయాణం?	ocr		A…fÄæý$Å : Ææÿ†Æ>ÐŒþ$V>Ææÿ*!  Ò$¨ çßýÆ>Å¯é Mæü§æþ*!  Ò$ FÇ°…_ CMæüPyìþMìü G°² ÆøkË {ç³Äæý*×ý…?	1:327.9;1:342.7;1:357.5	no-rom
I4252f62fbb52	17	12	Ææÿ†Æ>ÐŒþ$	It is two nights and three days' journey, sir!	రతిరామ్‌ : రెండు రాత్రిళ్ళు మూడు పగళ్ళ 'ప్రయాణమండీ!	ocr		Ææÿ†Æ>ÐŒþ$ :  Æðÿ…yæþ$ Æ>{†âæý$å Ðèþ$*yæþ$ ç³Væüâæýå {ç³Äæý*×ýÐèþ$…yîþ!	1:387.0;1:401.8	no-rom
Idc031509cb3e	17	13	A…fÄæý$Å	So, your place is far from here!	అంజయ్య : అయితే మీ ఊరు ఇకృజ్ణించి చాలా దూరమన్నమాట!	ocr		A…fÄæý$Å : AÆÿ$$™óþ Ò$ FÆæÿ$ CMæüP×ìý~…_ ^éÌê §æþ*ÆæÿÐèþ$¯èþ²Ðèþ*r!	1:431.4;1:446.2	no-rom
I0556f5f49fe6	17	14	Ææÿ†Æ>ÐŒþ$	Yes, sir!  It's about thousand miles.  The train journey is about eight hundred and eighty miles.  After that, it is one hundred and twenty miles by bus.	'రతిరామ్‌ : అవునండీ! దాదాపు వెయ్యి మైళ్ళు. సుమారు ఎనిమిది వందల ఎనభై వెళ్ళు ర్షెలు ప్రయాణం. అక్కణ్ణించి నూట ఇరవై మైళ్ళు బస్సు ప్రయాణం.	ocr		Ææÿ†Æ>ÐŒþ$ :  AÐèþ#¯èþ…yîþ!  §é§éç³# ÐðþÆÿ$$Å Ððþ$Oâæý$å. çÜ$Ðèþ*Ææÿ$ G°Ñ$¨ Ðèþ…§æþË G¯èþ¿ñýO Ððþ$Oâæý$å ÆðÿOË$ {ç³Äæý*×ý…. AMæüP×ìý~…_ ¯èþ*r CÆæÿÐðþO Ððþ$Oâæý$å ºçÜ$Þ {ç³Äæý*×ý….	1:475.9;1:490.7;1:505.5;1:520.3;1:535.1	no-rom
I5f64017f157c	17	15	A…fÄæý$Å	Mr. Mahapatra!  Your native place is in Orissa.  Isn't it?	అంజయ్య : మహాపాత్ర గారూ! మీ ఊరు ఒరిస్సాలో ఉంది కదూ!	ocr		A…fÄæý$Å : Ðèþ$à´ë{™èþ V>Ææÿ*!  Ò$ FÆæÿ$ JÇÝëÞÌZ E…¨ Mæü§æþ*!	1:564.6;1:579.4	no-rom
Id8715be559f4	17	16	Ðèþ$à´ë{™èþ	Yes, sir!	మహాపాత్ర : అవునండీ.	ocr		Ðèþ$à´ë{™èþ : AÐèþ#¯èþ…yîþ.	1:609.4	no-rom
