guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
I55a0cc85cf8d	38	1	Ðèþ$$Ææÿã	Mohan! Did anybody come for me?	మురళి : మోహన్‌! నా కోసం ఎవరైనా వచ్చారా?	ocr		Ðèþ$$Ææÿã : Ððþ*çßý¯Œþ! ¯é MøçÜ… GÐèþÆðÿO¯é Ðèþ^éaÆ>?	0:448.0;0:463.5	no-rom
Iea7c429c7ea7	38	2	Ððþ*çßý¯Œþ	Nobody came.  Are you expecting anybody?	మోహన్‌ : ఎవరూ రాలేదు. నువ్వు ఎవరికోసమైనా ఎదురు చూస్తున్నావా?	ocr		Ððþ*çßý¯Œþ : GÐèþÆæÿ* Æ>Ìôý§æþ$. ¯èþ$Ðèþ#Ó GÐèþÇMøçÜÐðþ$O¯é G§æþ$Ææÿ$ ^èþ*çÜ$¢¯é²Ðé?	0:494.9;0:510.6	no-rom
Icb587119810e	38	3	Ðèþ$$Ææÿã	I am expecting Venu.  Did you ever talk to Venu?	మురళి : వేణు కోసం ఎదురుచూస్తున్నాను. నువ్వు ఎప్పుడ్డెనా వేణుతో మాట్లాడావా?	ocr		Ðèþ$$Ææÿã : Ðóþ×ý$ MøçÜ… G§æþ$Ææÿ$^èþ*çÜ$¢¯é²¯èþ$. ¯èþ$Ðèþ#Ó Gç³šyðþO¯é Ðóþ×ý$™ø Ðèþ*sêÏyéÐé?	0:541.9;0:557.4;0:573.1	no-rom
If7d46077f9d9	38	4	Ððþ*çßý¯Œþ	I never talked to him.	మోహన్‌ : నేను అతనితో ఎప్పుడూ మాట్లాడలేదు.	ocr		Ððþ*çßý¯Œþ : ¯óþ¯èþ$ A™èþ°™ø Gç³šyæþ* Ðèþ*sêÏyæþÌôý§æþ$.	0:604.5	no-rom
I2dfe3f11a31e	38	5	Ðèþ$$Ææÿã	Will he do any help to us?	మురళి : అతను మనకు ఏమైనా సహాయం చేస్తాడా?	ocr		Ðèþ$$Ææÿã : A™èþ¯èþ$ Ðèþ$¯èþMæü$ HÐðþ$O¯é çÜàÄæý$… ^óþÝë¢yé?	1:159.9;1:175.6	no-rom
I7162aa02a9e8	38	6	Ððþ*çßý¯Œþ	He will do if you ask.  You ask anybody.  You will hear only good about him.	మోహన్‌ : నువ్వు అడిగితే చేస్తాడు. నువ్వు ఎవరినైనా అడుగు; అతని గురించి మంచిగానే చెప్తారు.	ocr		Ððþ*çßý¯Œþ : ¯èþ$Ðèþ#Ó AyìþW™óþ ^óþÝë¢yæþ$. ¯èþ$Ðèþ#Ó GÐèþÇ¯ðþO¯é Ayæþ$Væü$; A™èþ° Væü$Ç…_ Ðèþ$…_V>¯óþ ^ðþ´ë¢Ææÿ$.	1:191.3;1:206.9;1:222.6	no-rom
Ica6f1d75d831	38	7	Ðèþ$$Ææÿã	You are going to the market. Aren't you?  If you happen to see him anywhere ask him to meet me.	మురళి : నువ్వు ఇప్పుడు బజారుకు వెళ్తు- న్నావ్రు కదా! నీకు వేణు ఎక్కడైనా కనిపిస్తే నన్ను కలవమను.	ocr		Ðèþ$$Ææÿã : ¯èþ$Ðèþ#Ó Cç³šyæþ$ ºgêÆæÿ$Mæü$ Ððþâæý$¢& ¯é²Ðèþ# Mæü§é! ±Mæü$ Ðóþ×ý$ GMæüPyðþO¯é Mæü°í³õÜ¢ ¯èþ¯èþ$² MæüËÐèþÐèþ$¯èþ$.	1:253.8;1:269.5;1:285.2	no-rom
I436efab0336e	38	8	Ððþ*çßý¯Œþ	Okay!  Talk to him carefully.  He will get angry if anybody talks bad about any of his friends.	మోహన్‌ : అట్లాగే! అతనితో జాగ్రత్తగా మాట్లాడు. అతని స్నేహితులలో ఎవరి గురించైనా చెడ్డగా మాట్లాడ్తే అతనికి కోపం వస్తుంది.	ocr		Ððþ*çßý¯Œþ : AsêÏVóü! A™èþ°™ø gê{Væü™èþ¢V> Ðèþ*sêÏyæþ$. A™èþ° õÜ²íßý™èþ$ËÌZ GÐèþÇ Væü$Ç…^ðþO¯é ^ðþyæþzV> Ðèþ*sêÏyóþ¢ A™èþ°Mìü Møç³… ÐèþçÜ$¢…¨.	1:316.5;1:332.0;1:347.7;1:363.4	no-rom
I353687556cba	38	9	Ðèþ$$Ææÿã	I will not talk bad about anybody.  Will you be at home in the evening?  or will you go anywhere?	మురళి : నేను ఎవరి గురించీ చెడ్డగా మాటా- డను. నువ్వు సాయంత్రం ఇంట్లో ఉంటావా? _ ఎక్కడికైనా వెళ్తావా?	ocr		Ðèþ$$Ææÿã : ¯óþ¯èþ$ GÐèþÇ Væü$Ç…` ^ðþyæþzV> Ðèþ*sê& yæþ¯èþ$. ¯èþ$Ðèþ#Ó ÝëÄæý$…{™èþ… C…sZÏ E…sêÐé?  GMæüPyìþMðüO¯é Ððþâê¢Ðé?	1:394.7;1:410.4;1:425.9	no-rom
I5ec72ef7b0ae	38	10	Ððþ*çßý¯Œþ	I will not go anywhere.  I will be at home.	మోహన్‌ : ఎక్కడికీ వెళ్లను. ఇంట్లోనే ఉంటాను.	ocr		Ððþ*çßý¯Œþ : GMæüPyìþMîü ÐðþâæýÏ¯èþ$. C…sZÏ¯óþ E…sê¯èþ$.	1:457.3	no-rom
