lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
26	1	ÆæÿÑ	Venkateswarlu! Subbarao! Krishnamurti says that he has (wants) to see us.	రవి. : వెంకటేశ్వర్లు! సుబ్బారావు! కృష్ణమూర్తి మనల్ని చూడాలి అంటున్నాడు.	ocr		ÆæÿÑ : Ððþ…MæüsôýÔèýÓÆæÿ*Ï! çÜ$»ê¾Æ>Ðèþ#! Mæü–çÙ~Ðèþ$*Ç¢ Ðèþ$¯èþÍ² ^èþ*yéÍ A…r$¯é²yæþ$.	0:446.6;0:461.9	no-rom
26	2	çÜ$»ê¾	Is he saying that he has to see us also.	సుబ్బా : మమ్మల్ని కూడా చూడాలి, అంటున్నాడా?	ocr		çÜ$»ê¾ : Ðèþ$Ðèþ$ÃÍ² Mæü*yé ^èþ*yéÍ A…r$¯é²yé?	0:492.3;0:507.5	no-rom
26	3	ÆæÿÑ	Yeah!  He says he has to see you and him both.  You go now.  I will go in the evening.	రవి. : ఆ నిన్ను వాణ్ణి - ఇద్దర్నీ చూడాలి అంటున్నాడు... మీరు ఇప్పుడు వెళ్ళండి. నేను సాయంత్రం వస్తాను.	ocr		ÆæÿÑ : B!  °¯èþ$², Ðé×ìý~ & C§æþªÈ² ^èþ*yéÍ A…r$¯é²yæþ$.  Ò$Ææÿ$ Cç³šyæþ$ Ððþâæýå…yìþ.  ¯óþ¯èþ$ ÝëÄæý$…{™èþ… ÐèþÝë¢¯èþ$.	0:538.0;0:553.2;0:568.4	no-rom
26	4	çÜ$»ê¾	We also come in the evening.	సుబ్బా : మేం కూడా సాయంత్రమే వస్తాం.	ocr		çÜ$»ê¾ : Ðóþ$… Mæü*yé ÝëÄæý$…{™èþÐóþ$ ÐèþÝë¢….	0:598.9	no-rom
26	5	ÆæÿÑ	You have to talk to his father. Don’t you?	రవి. : మీరు వాళ్ళ నాన్నగారితో మాట్లాడాలి. గదా!	ocr		ÆæÿÑ : Ò$Ææÿ$ Ðéâæýå ¯é¯èþ²V>Ç™ø Ðèþ*sêÏyéÍ Væü§é!	1:179.8;1:195.0	no-rom
26	6	çÜ$»ê¾	Yes.	సుబ్బా: అవును.	ocr		çÜ$»ê¾ : AÐèþ#¯èþ$.	1:225.4	no-rom
26	7	ÆæÿÑ	He will be at home at this time daily.  You go right now.	రవి. ఆయన ఈ టైములో రోజూ ఇంటి దగ్గరే ఉంటారు. ఇప్పుడే వెళ్ళండి.	ocr		ÆæÿÑ : BÄæý$¯èþ D sñýOÐèþ$$ÌZ Æøl C…sìý §æþVæüYÆóÿ E…sêÆæÿ$. Cç³šyóþ Ððþâæýå…yìþ.	1:255.9;1:271.1	no-rom
26	8	çÜ$»ê¾	Okay.  Will you come in the evening?	సుబ్బా : సరే! నువ్వు సాయంత్రం వస్తావా?	ocr		çÜ$»ê¾ : çÜÆóÿ!  ¯èþ$Ðèþ#Ó ÝëÄæý$…{™èþ… ÐèþÝë¢Ðé?	1:301.5	no-rom
26	9	ÆæÿÑ	Yes.  Sarada will also come with me in the evening.	రవి. : అ! సాయంత్రం నాతో శారద కూడా వస్తుంది.	ocr		ÆæÿÑ : B!  ÝëÄæý$…{™èþ… ¯é™ø ÔéÆæÿ§æþ Mæü*yé ÐèþçÜ$¢…¨.	1:332.0;1:347.2	no-rom
26	10	çÜ$»ê¾	Do we get bus to go now?	సుబ్బా : ఇప్పుడు వెళ్ళటానికి మాకు బస్సు దొరుకుతుందా?	ocr		çÜ$»ê¾ : Cç³šyæþ$ Ððþâæýåsê°Mìü Ðèþ*Mæü$ ºçÜ$Þ §öÆæÿ$Mæü$™èþ$…§é?	1:377.7;1:392.9	no-rom
26	11	ÆæÿÑ	Yes.  You get many.  You stand (wait) there.  Bus number thirteen will come.	రవి. : ఆ|| చాలా దొరుకుతాయి. అక్కడ నిల్పోండి. పదమూడో నెంబరు బస్సు వస్తుంది.	ocr		ÆæÿÑ : B!  ^éÌê §öÆæÿ$Mæü$™éÆÿ$$.  AMæüPyæþ °ÌZa…yìþ. ç³§æþÐèþ$*yø ¯ðþ…ºÆæÿ$ ºçÜ$Þ ÐèþçÜ$¢…¨.	1:423.3;1:438.6;1:453.8	no-rom ocr-suspect
26	12	çÜ$»ê¾	What is the fare?	సుబ్బా: ట్కొట్టు ఎంత?	ocr		çÜ$»ê¾ : sìýMðüPr$t G…™èþ?	1:484.2	no-rom
26	13	ÆæÿÑ	He will take (collect) four ru- pees and fifty paise	రవి... 2 నాలుగు రూపాయల యాభై పైసలు తీసుకుంటాడు.	ocr		ÆæÿÑ : ¯éË$Væü$ Ææÿ*´ëÄæý$Ë Äæý*¿ñýO ò³OçÜË$ ¡çÜ$Mæü$…sêyæþ$.	1:514.7;1:529.9	no-rom
26	14	çÜ$»ê¾	Okay!  We are going.	సుబ్బా: సరే! మేం వెళ్తున్నాం.	ocr		çÜ$»ê¾ : çÜÆóÿ!  Ðóþ$… Ððþâæý$¢¯é²….	1:560.3	no-rom
26	15	ÆæÿÑ	Sit for a while.  There is time for the bus.	రవి. : కొంచెంసేపు కూర్చో... బస్సుకు టైము ఉంది.	ocr		ÆæÿÑ : Mö…^ðþ…õÜç³# Mæü*Æøa.  ºçÜ$ÞMæü$ sñýOÐèþ$$ E…¨.	1:590.8;1:606.0	no-rom
26	16	çÜ$»ê¾	You are playing carroms.  Aren’t you?  We will wait at the busstop itslef.  See there! Gopi is coming.  He will waste time with gossip.	సుబ్బా : నువ్వు కేరంబోర్డు ఆడుతున్నావ్ర కదా! వేం. వెళ్తాం. బస్‌స్ట్రాపులోనే నిల్చుంటాం. అడుగో, నీ కోసం 'గోపి వస్తున్నాడు. మేం వెళ్తాం. వాడు, మాటలతో టైము వేస్ట్‌ చేస్తాడు.	ocr		çÜ$»ê¾ : ¯èþ$Ðèþ#Ó MóüÆæÿ…»ZÆæÿ$z Byæþ$™èþ$¯é²Ðèþ# Mæü§é! Ðóþ$… Ððþâê¢…. º‹ÜÝëtç³#ÌZ¯óþ °Ë$a…sê….  Ayæþ$Vø, ± MøçÜ… Vøí³ ÐèþçÜ$¢¯é²yæþ$.  Ðóþ$… Ððþâê¢…. Ðéyæþ$ Ðèþ*rË™ø sñýOÐèþ$$ Ðóþ‹Üt ^óþÝë¢yæþ$.	2:179.6;2:194.6;2:209.6;2:224.4;2:239.4	no-rom
26	17	Vøí³	Ravi!  What are you doing till now?	గోపి. : రవీ! ఇప్పటి దాకా ఏం చేస్తున్నావు?	ocr		Vøí³ : ÆæÿÒ!  Cç³µsìý §éM> H… ^óþçÜ$¢¯é²Ðèþ#?	2:281.4	no-rom
26	18	ÆæÿÑ	I am playing carroms.	రవి... : కేరంబోర్డు ఆడుకున్నాను.	ocr		ÆæÿÑ : MóüÆæÿ…»ZÆæÿ$z Byæþ$™èþ$¯é²¯èþ$.	2:311.1	no-rom
26	19	Vøí³	Let’s go to a movie.  Will you come?	గోపి. : సినిమాకు పోదాం వస్తావా?	ocr		Vøí³ : íÜ°Ðèþ*Mæü$ ´ù§é… ÐèþÝë¢Ðé?	2:340.7	no-rom
26	20	ÆæÿÑ	We will go tomorrow.  Let’s see a play today.	రవి. 2 రేపు పోదాం. ఇవ్వేళ నాటకం చూద్దాం.	ocr		ÆæÿÑ : Æóÿç³# ´ù§é….  CÐóþÓâæý ¯érMæü… ^èþ*§éª….	2:370.3;2:384.9	no-rom
26	21	Vøí³	Sarma says that we will go to movie	గోపి. : శర్మ సినిమాకే వెళ్ళాం అంటున్నాడు.	ocr		Vøí³ : ÔèýÆæÿÃ íÜ°Ðèþ*Móü Ððþâêª… A…r$¯é²yæþ$.	2:414.6	no-rom
26	22	ÆæÿÑ	I have to see Krishnamurti this evening.  You too come; let’s go to his house.  From there let’s go to the play.  Sarada will also come with us.  We will go to the movie tomor- row.  How long will this movie be screened?	రవి. : ఇవ్వేళ సాయంత్రం కృష్ణమూర్తిని చూడాలి. నువ్వు కూడా రా; కృష్ణమూర్తి ఇంటికి వెళ్ళాం. అక్కడి నించి నాటకానికి వెళ్దాం. మనతో శారద కూడా వస్తుంది. సినిమాకు, రేపు పోదాం. ఈ సినిమా ఎప్పటి దాకా ఉంటుంది?	ocr		ÆæÿÑ : CÐóþÓâæý ÝëÄæý$…{™èþ… Mæü–çÙ~Ðèþ$*Ç¢° ^èþ*yéÍ.  ¯èþ$Ðèþ#Ó Mæü*yé Æ>; Mæü–çÙ~Ðèþ$*Ç¢ C…sìýMìü Ððþâêª….  AMæüPyìþ °…_ ¯érM>°Mìü Ððþâêª….  Ðèþ$¯èþ™ø ÔéÆæÿ§æþ Mæü*yé ÐèþçÜ$¢…¨.  íÜ°Ðèþ*Mæü$ Æóÿç³# ´ù§é….  D íÜ°Ðèþ* Gç³µsìý §éM> E…r$…¨?	2:444.2;2:459.0;2:473.8;2:488.6;2:503.5;2:518.3;2:533.1	no-rom
26	23	Vøí³	It will be for four days.	గోపి. ఇంకా నాలుగు రోజుల దాకా ఉంటుంది.	ocr		Vøí³ : C…M> ¯éË$Væü$ ÆøkË §éM> E…r$…¨.	2:562.5;2:577.4	no-rom
26	24	ÆæÿÑ	Then no problem.  We will go to the movie tomorrow.	రవి. : అయితే పరవాలేదు; సినిమా రేపు చూద్దాం.	ocr		ÆæÿÑ : AÆÿ$$™óþ ç³ÆæÿÐéÌôý§æþ$; íÜ°Ðèþ* Æóÿç³# ^èþ*§éª….	2:607.0;2:621.8	no-rom
26	25	Vøí³	The play is at 8 o’clock.  Shall we stay here till then?	గోపి. : నాటకం ఎనిమిది గంటలకు. అప్పటి దాకా ఇక్కడే ఉందామా?	ocr		Vøí³ : ¯érMæü… G°Ñ$¨ Væü…rËMæü$. Aç³µsìý §éM> CMæüPyóþ E…§éÐèþ*?	3:179.8;3:195.0	no-rom
