lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
27	1	ÔèýÆæÿÃ	Subbarao!  Gopi and I are go- ing to a movie.  Will you come with us?  Ravi!  You also come with us.	శర్మ: సుబ్బారావు! గోపీ నేనూ సినిమాకు వెళ్తున్నాం; వస్తావా? రవీ! నువ్వు గూడా రా!	ocr		ÔèýÆæÿÃ : çÜ$»ê¾Æ>Ðèþ#!  Vøï³ ¯óþ¯èþ* íÜ°Ðèþ*Mæü$ Ððþâæý$¢¯é²…; ÐèþÝë¢Ðé? ÆæÿÒ!  ¯èþ$Ðèþ#Ó Væü*yé Æ>!	0:447.2;0:461.6;0:476.0	no-rom
27	2	çÜ$»ê¾	I will not come today.  Ravi also will not come.  We have to go to market.  You also come with us.  We will go to the movie tomorrow.	సుబ్బా: ఇవ్వాళ నేను రాను. రవి కూడా రాడు. మేం మార్కెట్టుకు వెళ్ళాలి. మీరు గూడా రాండి. సినిమాకు రేపు పోదాం.	ocr		çÜ$»ê¾ : CÐéÓâæý ¯óþ¯èþ$ Æ>¯èþ$.  ÆæÿÑ Mæü*yé Æ>yæþ$.  Ðóþ$… Ðèþ*ÆðÿPr$tMæü$ ÐðþâêåÍ.  Ò$Ææÿ$ Væü*yé Æ>…yìþ. íÜ°Ðèþ*Mæü$ Æóÿç³# ´ù§é….	0:504.7;0:519.1;0:533.5;0:547.9	no-rom
27	3	Vøí³	We will not go.  Today is Sun- day.   Shops will not be open. Come, We will go o the movie.	గోపి: మేం రాము. ఇవ్వాళ ఆదివారం. కొట్లు ఉండవు. ఇప్పుడు సినిమాకు పోదాం. రాండి.	ocr		Vøí³ : Ðóþ$… Æ>Ðèþ$$.  CÐéÓâæý B¨ÐéÆæÿ…. Mör$Ï E…yæþÐèþ#.  Cç³šyæþ$ íÜ°Ðèþ*Mæü$ ´ù§é….  Æ>…yìþ.	0:576.7;0:590.9;0:605.3	no-rom
27	4	çÜ$»ê¾	It's now 6.15.  Tickets will not be available.	సుబ్బా : ఇప్పుడు టైము ఆరుంబావు. 'ట్కొట్లు దొరకవు.	ocr		çÜ$»ê¾ : Cç³šyæþ$ sñýOÐèþ$$ BÆæÿ$…»êÐèþ#. sìýMðüPr$Ï §öÆæÿMæüÐèþ#.	1:179.2;1:193.6	no-rom
27	5	ÔèýÆæÿÃ	Don't worry.  They will be avail- able.  Start, both of you.	శర్మ: పరవాలేదు... దొరుకుతాయి. మీరిద్దరూ బయల్లేరండి..	ocr		ÔèýÆæÿÃ : ç³ÆæÿÐéÌôý§æþ$.  §öÆæÿ$Mæü$™éÆÿ$$. Ò$Ç§æþªÆæÿ* ºÄæý$ÌôýªÆæÿ…yìþ.	1:222.4;1:236.8	no-rom
27	6	çÜ$»ê¾	Okay. Please sit down for some- time.  We will go.  (Let's go.)	సుబ్బా : సరే కొంచెం సేపు కూర్చోండి. వెళాం..	ocr		çÜ$»ê¾ : çÜÆóÿ Mö…^ðþ… õÜç³# Mæü*Æøa…yìþ. Ððþâêª….	1:265.4	no-rom
27	7	ÔèýÆæÿÃ	I will not sit.  Will you start or not?	శర్మ: నేను కూర్చోను. నువ్వు బయల్దేర్తావా 'బయల్టేరవా?	ocr		ÔèýÆæÿÃ : ¯óþ¯èþ$ Mæü*Æøa¯èþ$.  ¯èþ$Ðèþ#Ó ºÄæý$ÌôýªÆ>¢Ðé ºÄæý$ÌôýªÆæÿÐé?	1:294.2;1:308.6	no-rom
27	8	çÜ$»ê¾	Can we get the bus?	సుబ్బా: బస్సు అందుతుందా?	ocr		çÜ$»ê¾ : ºçÜ$Þ A…§æþ$™èþ$…§é?	1:337.2	no-rom
27	9	ÔèýÆæÿÃ	We can't get the bus.  There is no time.  We will go by auto. (Let's go by auto.)	శర్మ: బస్సు అందదు. టైం చాలదు. ఆటోలో వెళాం.	ocr		ÔèýÆæÿÃ : ºçÜ$Þ A…§æþ§æþ$.  sñýO… ^éË§æþ$. BsZÌZ Ððþâêª….	1:366.1;1:380.5	no-rom
27	10	çÜ$»ê¾	See there!  Prasad and Mohan are coming.  we will ask them if they will also come.	సుబ్బా: అరుగో ప్రసాద్‌, మోహన్‌ వస్తున్నారు. వాళ్ళు గూడా వస్తోమో అడుగుదాం.	ocr		çÜ$»ê¾ : AÆæÿ$Vø {ç³Ýë§Šþ, Ððþ*çßý¯Œþ ÐèþçÜ$¢¯é²Ææÿ$. Ðéâæý$å Væü*yé ÐèþÝë¢ÆóÿÐðþ* Ayæþ$Væü$§é….	1:409.3;1:423.5	no-rom
27	11	ÔèýÆæÿÃ	They won't come.  They are returning from the movie only.	శర్మ 2 వాళ్ళు రారు... వాళ్ళు ఇప్పుడు సినిమానించే వస్తున్నారు.	ocr		ÔèýÆæÿÃ : Ðéâæý$å Æ>Ææÿ$.  Ðéâæý$å Cç³šyæþ$ íÜ°Ðèþ*°…^óþ ÐèþçÜ$¢¯é²Ææÿ$.	1:452.3;1:466.7	no-rom
27	12	ÆæÿÑ	I will not come to the movie.  I have to go home.  My father will scold me.	రవి 2 నేను సినిమాకు రాను. ఇంటికి వెళ్ళాలి. మా నాన్నగారు తిడ్డారు.	ocr		ÆæÿÑ : ¯óþ¯èþ$ íÜ°Ðèþ*Mæü$ Æ>¯èþ$.  C…sìýMìü ÐðþâêåÍ.  Ðèþ* ¯é¯èþ²V>Ææÿ$ †yé¢Ææÿ$.	1:495.6;1:509.8	no-rom
27	13	ÔèýÆæÿÃ	Why should he scold you?  I will speak to your father.  You come here once tomorrow in the morning.	శర్మ. : తిట్టటం ఎందుకు! మీ నాన్నగారితో నేను చెప్తాను. నువ్వు రేపు ఉదయం ఒకసారి ఇక్కడికి రా.	ocr		ÔèýÆæÿÃ : †rtr… G…§æþ$Mæü$!  Ò$ ¯é¯èþ²V>Ç™ø ¯óþ¯èþ$ ^ðþ´ë¢¯èþ$.  ¯èþ$Ðèþ#Ó Æóÿç³# E§æþÄæý$… JMæüÝëÇ CMæüPyìþMìü Æ>.	1:538.6;1:553.0;1:567.4	no-rom
27	14	ÔèýÆæÿÃ	Ravi!  Come on!  I am going to perform magic this evening. We need to make some ar- rangements for it.  Will you help me a little?	శర్మ: ర్మా రవీ! సాయంత్రం నేను ఒక మ్యాజిక్‌ చేస్తున్నాను. దానికి కొన్ని ఏర్పాట్లు చెయ్యాలి. నువ్వు కొంచెం సహాయం చేస్తావా?	ocr		ÔèýÆæÿÃ : Æ>, ÆæÿÒ!  ÝëÄæý$…{™èþ… ¯óþ¯èþ$ JMæü Ðèþ*ÅhMŠü ^óþçÜ$¢¯é²¯èþ$.  §é°Mìü Mö°² HÆ>µr$Ï ^ðþÄæý*ÅÍ.  ¯èþ$Ðèþ#Ó Mö…^ðþ… çÜàÄæý$… ^óþÝë¢Ðé?	2:179.2;2:193.4;2:207.8;2:222.0	no-rom
27	15	ÆæÿÑ	Yes.  What should I do?	రవి: ఆ| ఏం చెయ్యాలి?	ocr		ÆæÿÑ : B!  H… ^ðþÄæý*ÅÍ?	2:250.6	no-rom ocr-suspect
27	16	ÔèýÆæÿÃ	I will push this table.  You hold it.  That's enough.	శర్మ: నేను ఈ బల్లను అవతలికి నెడ్డాను. నువ్వు పట్టుకో! చాలు!	ocr		ÔèýÆæÿÃ : ¯óþ¯èþ$ D ºËÏ¯èþ$ AÐèþ™èþÍMìü ¯ðþyé¢¯èþ$. ¯èþ$Ðèþ#Ó ç³r$tMø! ^éË$!	2:279.2;2:293.4	no-rom
27	17	ÆæÿÑ	What am I to do further?	రవి. : ఇంకా ఏం చెయ్యాలి?	ocr		ÆæÿÑ : C…M> H… ^ðþÄæý*ÅÍ?	2:322.0	no-rom
27	18	ÔèýÆæÿÃ	Keep that tumbler this side.  Push this chair this side.  Put this pot between those two tables. Cover this cloth over that pot. Turn that chair this side.	శర్మ: ఆ గ్లాసు ఇవతల పెట్టు. ఈ కుర్చీ ఇవతలికి జరుపు. ఈ కుండ ఆ రెండు బల్లల మధ్య పెట్టు. ఈ గుడ్డ ఆ కుండ మీద కప్పు. ఆ కుర్చీ ఇటు పక్కకు తిప్పు.	ocr		ÔèýÆæÿÃ : B V>ÏçÜ$ CÐèþ™èþË ò³r$t.  D Mæü$Èa CÐèþ™èþÍMìü fÆæÿ$ç³#.  D Mæü$…yæþ B Æðÿ…yæþ$ ºËÏË Ðèþ$«§æþÅ ò³r$t.  D Væü$yæþz B Mæü$…yæþ Ò$§æþ Mæüç³š.  B Mæü$Èa Cr$ ç³MæüPMæü$ †ç³š.	2:350.6;2:364.9;2:379.3;2:393.5;2:407.7	no-rom
27	19	ÆæÿÑ	I am turning it.	రవి. : తిప్పుకున్నాను.	ocr		ÆæÿÑ : †ç³š™èþ$¯é²¯èþ$.	2:436.3	no-rom
