guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
I9cd2f8d497d3	53	1	çÜ$Væü$×ý	Sarala!  Keep this book with you.  I will take it later.  You had fever (I learn).  Hadn't you?	సుగుణ: సరళా! ఈ పుస్తకం నీ దగ్గర దాచు. తర్వాత తీసుకుంటాను. నీకు జ్వరం వచ్చిందటగా!	ocr		çÜ$Væü$×ý: çÜÆæÿâê!  D ç³#çÜ¢Mæü… ± §æþVæüYÆæÿ §é^èþ$. ™èþÆ>Ó™èþ ¡çÜ$Mæü$…sê¯èþ$.  ±Mæü$ fÓÆæÿ… Ðèþ_a…§æþrV>!	0:438.8;0:454.0;0:469.2	no-rom
Iff8f81b2cb33	53	2	çÜÆæÿâæý	Yes.  How did you come to know?  Take this coffee!	సరళ: అవును నీకు ఎలా తెలిసింది? ఇదుగో కాఫీ తీసుకో!	ocr		çÜÆæÿâæý : AÐèþ#¯èþ$ ±Mæü$ GÌê ™ðþÍíÜ…¨? C§æþ$Vø M>ïœ ¡çÜ$Mø!	0:500.0;0:515.2	no-rom
I4d5aeb6cf938	53	3	çÜ$Væü$×ý	Your brother told me.  Oh!  The coffee is very hot.  My tongue got burnt.  Why did you come to the class with fever? Time won't pass at home for me.	సుగుణ: మీ తమ్ముడు చెప్పాడు. అబ్బ! ఇంత వేడిగా ఉందేం కాఫీ! నోరు కాలింది. మరి జ్వరం వచ్చినా క్లాసుకు వచ్చావేం?	ocr		çÜ$Væü$×ý: Ò$ ™èþÐèþ$$Ãyæþ$ ^ðþ´ëµyæþ$.  Aº¾! C…™èþ ÐóþyìþV> E…§óþ… M>ïœ!  ¯øÆæÿ$ M>Í…¨.  Ðèþ$Ç fÓÆæÿ… Ðèþ_a¯é M>ÏçÜ$Mæü$ Ðèþ^éaÐóþ…?	0:545.7;0:560.9;0:576.2;0:591.6	no-rom
I79ba1653851a	53	4	çÜÆæÿâæý	Is the result of your brother's examinations known?	సరళ : నాకు ఇంటి దగ్గర తోచదు. మీ తమ్ముడి పరీక్ష రిజల్టు తెలిసిందా?	ocr		çÜÆæÿâæý : ¯éMæü$ C…sìý §æþVæüYÆæÿ ™ø^èþ§æþ$.  Ò$ ™èþÐèþ$$Ãyìþ ç³È„æü ÇfË$t ™ðþÍíÜ…§é?	0:622.1;0:638.3	no-rom
I21fd83226d57	53	5	çÜ$Væü$×ý	It is not yet known.  It will be known tomorrow.	సుగుణ: ఇంకాతెలియలేదు.రేపు తెలుస్తుంది.	ocr		çÜ$Væü$×ý: C…M> ™ðþÍÄæý$Ìôý§æþ$. Æóÿç³# ™ðþË$çÜ$¢…¨.	1:160.8	no-rom
I51670073cfc4	53	6	çÜÆæÿâæý	Inform me after it is known.  Did he write the examinations well?	సరళ: తెలిసిన తర్వాత నాకు చెప్పు. బాగా రాశాడా?	ocr		çÜÆæÿâæý : ™ðþÍíÜ¯èþ ™èþÆ>Ó™èþ ¯éMæü$ ^ðþç³š.  »êV> Æ>Ôéyé?	1:192.4;1:208.3	no-rom
I997a43ffff60	53	7	çÜ$Væü$×ý	Who knows?  I am not certain that he would pass his exami- nation even this year also.  He did not have enough time to prepare for the examination. Why?	సుగుణ: ఏం రాడో! ఈ సంవత్సరం అయినా 'పాసవుతాడని నమ్మకం లేదు. వాడికి పరీక్షలలో చదవటానికి టైం చాల- లేదు.	ocr		çÜ$Væü$×ý: H… Æ>Ôéyø!  D çÜ…Ðèþ™èþÞÆæÿ… AÆÿ$$¯é ´ëçÜÐèþ#™éyæþ° ¯èþÐèþ$ÃMæü… Ìôý§æþ$.  ÐéyìþMìü ç³È„æüËÌZ ^èþ§æþÐèþsê°Mìü sñýO… ^éË& Ìôý§æþ$.	1:239.9;1:255.8;1:271.7;1:287.4	no-rom
I7148b174b9be	53	8	çÜÆæÿâæý	He has many avocations.  The	సరళ: ఎందుకు?	ocr		çÜÆæÿâæý : G…§æþ$Mæü$?	1:319.2	no-rom
I8c9b71fbf762	53	9	çÜ$Væü$×ý	time is not sufficient even for wandering around.  How can he find time for reading (his books)?  Now my father is not allowing him to go out. He gets bored at home.  He doesn't let me also study.  He took out some of my books and hid them somewhere.  I ask him for those books.  But he doesn't give.	సుగుణ: వాడికెన్నో పనులు. వాడికి తిరగ- 'టానికే టైము చాలటం లేదు. ఇక చదవటానికి ఎట్లా చాలుతుంది? ఇప్పుడు మా నాన్నగారు. వాణ్ణి బయటికి కదల నివ్వటంలేదు. వాడికి ఇంట్లో తోచటంలేదు. నన్ను గూడా చదవనివ్వడు. నా పుస్తకాలు కొన్ని తీసుకుని ఎక్కడో దాచాడు. ఇవ్వరా అంటే ఇవ్వడు.	ocr		çÜ$Væü$×ý: ÐéyìþMðü¯ø² ç³¯èþ$Ë$.  ÐéyìþMìü †ÆæÿVæü& sê°Móü sñýOÐèþ$$ ^éËr… Ìôý§æþ$.  CMæü ^èþ§æþÐèþsê°Mìü GsêÏ ^éË$™èþ$…¨? Cç³šyæþ$ Ðèþ* ¯é¯èþ²V>Ææÿ$ Ðé×ìý~ ºÄæý$sìýMìü Mæü§æþË °ÐèþÓr…Ìôý§æþ$. ÐéyìþMìü C…sZÏ ™ø^èþr…Ìôý§æþ$.  ¯èþ¯èþ$² Væü*yé ^èþ§æþÐèþ°ÐèþÓyæþ$.  ¯é ç³#çÜ¢M>Ë$ Mö°² ¡çÜ$Mæü$° GMæüPyø §é^éyæþ$. CÐèþÓÆ> A…sôý CÐèþÓyæþ$.	1:350.8;1:366.7;1:382.4;1:398.3;1:414.2;1:429.9;1:445.8;1:461.7;1:477.4	no-rom
If6d5990beaf1	53	10	çÜÆæÿâæý	Why have you bandaged your finger?	సరళ. : ఏమిటి వేలికి కట్టు కట్టావు?	ocr		çÜÆæÿâæý : HÑ$sìý ÐóþÍMìü Mæür$t MæüsêtÐèþ#?	1:509.2	no-rom
