lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
34	1	MæüÐèþ$Ë	Gita!  call your mother.	కమల : గీతా మీ అమ్మను పిలు.	ocr		MæüÐèþ$Ë : X™é!  Ò$ AÐèþ$Ã¯èþ$ í³Ë$.	0:438.3	no-rom
34	2	X™èþ	She is busy with her work, auntie! She will not answer if I call.	గీత: ఆమె పనిలో ఉన్నది అత్తయ్య గారూ! పిలిస్తే పలకదు.	ocr		X™èþ : BÐðþ$ ç³°ÌZ E¯èþ²¨ A™èþ¢Äæý$Å V>Ææÿ*!  í³ÍõÜ¢ ç³ËMæü§æþ$.	0:469.7;0:485.4	no-rom
34	3	MæüÐèþ$Ë	Call loudly.  She will answer.	కమల : పెద్దగా పిలు. పలుకుతుంది.	ocr		MæüÐèþ$Ë : ò³§æþªV> í³Ë$.  ç³Ë$Mæü$™èþ$…¨.	0:516.5	no-rom
34	4	X™èþ	You please call her.  See there. My mother has come.	గీత. : మీరే పిలవండి. అదుగో మా అమ్మే వచ్చింది.	ocr		X™èþ : Ò$Æóÿ í³ËÐèþ…yìþ.  A§æþ$Vø Ðèþ* AÐóþ$Ã Ðèþ_a…¨.	0:547.9;0:563.6	no-rom
34	5	çÜÆøf	Come in Kamala.	సరోజ : లోపలికి రా కమలా!	ocr		çÜÆøf : ÌZç³ÍMìü Æ> MæüÐèþ$Ìê!	0:595.0	no-rom
34	6	X™èþ	Mummy!  Sarala called me. I am going.	గీత. : అమ్మా నన్ను సరళ పిలచింది. వెళ్తున్నాను.	ocr		X™èþ : AÐèþ*Ã!  ¯èþ¯èþ$² çÜÆæÿâæý í³Ë_…¨. Ððþâæý$¢¯é²¯èþ$.	0:626.1;0:641.8	no-rom
34	7	MæüÐèþ$Ë	Why does your son look like that?	కమల : ఎందుకు మీ బాబు మొహం అట్లా ఉన్నది?	ocr		MæüÐèþ$Ë : G…§æþ$Mæü$ Ò$ »êº$ Ððþ$$çßý… AsêÏ E¯èþ²¨?	1:160.6;1:177.1	no-rom
34	8	çÜÆøf	He was weeping till now.  He has been weeping since yes- terday. (without any cause).	సరోజ : ఇప్పటి దాకా ఏడ్చాడు. ఎందుకో నిన్నబ్నించి ఊరికినే ఏడుస్తున్నాడు.	ocr		çÜÆøf : Cç³µsìý §éM> Hyéayæþ$.  G…§æþ$Mø °¯èþ²sìý²…_ FÇMìü¯óþ Hyæþ$çÜ$¢¯é²yæþ$.	1:210.3;1:226.9	no-rom
34	9	MæüÐèþ$Ë	Is he walking?	కమల :. నడుస్తున్నాడా?	ocr		MæüÐèþ$Ë : ¯èþyæþ$çÜ$¢¯é²yé?	1:260.0	no-rom
34	10	çÜÆøf	He has not started walking yet. Our Gita started walking in her eighth month itself. Lakshmi!  The dust is falling on us.  Sweep slowly.	సరోజ : ఇంకా నడవటం లేదు. మా గీత ఎనిమిదో నెలలోనే నడిచింది. లక్ష్మీ మనుషుల మీద దుమ్ము పడుతున్నది. నెమ్మదిగా ఊడు.	ocr		çÜÆøf : C…M> ¯èþyæþÐèþr… Ìôý§æþ$.  Ðèþ* X™èþ G°Ñ$§ø ¯ðþËÌZ¯óþ ¯èþyìþ_…¨.  ËMîü‡! Ðèþ$¯èþ$çÙ$Ë Ò$§æþ §æþ$Ðèþ$$Ã ç³yæþ$™èþ$¯èþ²¨. ¯ðþÐèþ$Ã¨V> Fyæþ$.	1:293.2;1:309.7;1:326.3;1:342.9	no-rom
