guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
I36db9e93097f	31	1	ÆæÿÑ	Gopi!  What is the book you are reading?	రవి: గోపీ! నువ్వు చదువుతున్న పుస్తకం ఏమిటి?	ocr		ÆæÿÑ : Vøï³! ¯èþ$Ðèþ#Ó ^èþ§æþ$Ðèþ#™èþ$¯èþ² ç³#çÜ¢Mæü… HÑ$sìý?	0:436.8;0:452.4	no-rom
Iebc86392e24f	31	2	Vøí³		.	ocr		Vøí³ : .......................................	0:484.0	no-en no-rom
Icc1891f03323	31	3	ÆæÿÑ	Are you not able to listen?  What are you reading while eating?	రవి: వినిపెంచటంలేదా? అన్నం తింటూ ఏమిటి చదువుతున్నావు?	ocr		ÆæÿÑ : Ñ°í³…^èþr…Ìôý§é?  A¯èþ²… †…r* HÑ$sìý ^èþ§æþ$Ðèþ#™èþ$¯é²Ðèþ#?	0:515.4;0:531.1	no-rom
I335ed2e786d1	31	4	Vøí³	I am not reading while eating.  I am eating my food as I am reading.	గోపి. : అన్నం తింటూ చదవటంలేదు; చదువుతూ అన్నం తింటున్నాను.	ocr		Vøí³ : A¯èþ²… †…r* ^èþ§æþÐèþr…Ìôý§æþ$; ^èþ§æþ$Ðèþ#™èþ* A¯èþ²… †…r$¯é²¯èþ$.	0:562.7;0:578.4	no-rom
I430c841b2f51	31	5	ÆæÿÑ	Both are the same.  Don’t read the novel while you are eating.	రవి: రెండూ ఒకటే! అట్లా అన్నం తింటూ నవల చదవకు.	ocr		ÆæÿÑ : Æðÿ…yæþ* JMæüsôý!  AsêÏ A¯èþ²… †…r* ¯èþÐèþË ^èþ§æþÐèþMæü$.	0:610.0;0:625.7	no-rom
I9621c9375583	31	6	Vøí³	Why?	గోపి : ఏం?	ocr		Vøí³ : H…?	1:160.8	no-rom
I17f8faac9a68	31	7	ÆæÿÑ	Reading the novel while eating is not good.	రవి: అన్నం తింటూ నవల చదవటం మంచిది కాదు.	ocr		ÆæÿÑ : A¯èþ²… †…r* ¯èþÐèþË ^èþ§æþÐèþr… Ðèþ$…_¨ M>§æþ$.	1:193.5;1:210.1	no-rom
I43683da385e3	31	8	Vøí³	This is not a novel.  Are you not able to see properly?	గోపి : ఇది నవల కాదు. నీకు సరిగ్గా	ocr		Vøí³ : C¨ ¯èþÐèþË M>§æþ$.  ±Mæü$ çÜÇV>Y Mæü°í³…^èþr…Ìôý ?	1:243.2;1:260.7	no-rom
If472aee29a79	31	9	ÆæÿÑ	I see it properly.  That is a novel. You are lying.	రవి: కనిపిస్తున్నది. అది నవలే! అబద్ధమాడుతున్నావు.	ocr		ÆæÿÑ : Mæü°í³çÜ$¢¯èþ²¨.  A¨ ¯èþÐèþÌôý! Aº§æþ®Ðèþ*yæþ$™èþ$¯é²Ðèþ#.	1:294.0;1:310.6	no-rom
I965f5606210e	31	10	Vøí³	What?  Say it aloud.  It is not audible what you are saying.	గోపి: ఏమిటి? గట్టిగా చెప్పు. నువ్వు అంటున్న మాటలు నాకు వినిపిం- చటం లేదు.	ocr		Vøí³ : HÑ$sìý?  VæüsìýtV> ^ðþç³š.  ¯èþ$Ðèþ#Ó A…r$¯èþ² Ðèþ*rË$ ¯éMæü$ Ñ°í³…&- -^èþr… Ìôý§æþ$.	1:343.8;1:360.3;1:376.9	no-rom
I08e941014cbf	31	11	ÆæÿÑ	I am talking aloud only.  My words are audible to every- body.  All are listening to them also.  You are reading a novel. That is why you are not able to hear.  First you stop read- ing  the novel.  Eat your food. Later read the novel.  Are you stopping or not?  What are you thinking?	రవి: నేను గట్టిగానే మాట్లాడుతున్నాను. నా మాటలు అందరికీ వినిపిస్తు- న్నాయి. అందరూ వింటున్నారు కూడా! నువ్వు నవల చదువ్రతున్నావ్ర. అందుకే నీకు వినిపించటంలేదు. నవల చదవటం ఆపు. ముందు అన్నం తిను. తర్వాత నవల చదువు. ఆపుతున్నావా లేదా? _ ఏమిటి ఆలోచిస్తున్నావు?	ocr		ÆæÿÑ : ¯óþ¯èþ$ VæüsìýtV>¯óþ Ðèþ*sêÏyæþ$™èþ$¯é²¯èþ$. ¯é Ðèþ*rË$ A…§æþÇMîü Ñ°í³çÜ$¢& ¯é²Æÿ$$.  A…§æþÆæÿ* Ñ…r$¯é²Ææÿ$ Mæü*yé!  ¯èþ$Ðèþ#Ó ¯èþÐèþË ^èþ§æþ$Ðèþ#™èþ$¯é²Ðèþ#. A…§æþ$Móü ±Mæü$ Ñ°í³…^èþr…Ìôý§æþ$. ¯èþÐèþË ^èþ§æþÐèþr… Bç³#.  Ðèþ$$…§æþ$ A¯èþ²… †¯èþ$.  ™èþÆ>Ó™èþ ¯èþÐèþË ^èþ§æþ$Ðèþ#. Bç³#™èþ$¯é²Ðé Ìôý§é?  HÑ$sìý BÌZ_çÜ$¢¯é²Ðèþ#?	1:410.1;1:426.6;1:443.2;1:459.8;1:476.4;1:492.9;1:509.5;1:526.1;1:542.7	no-rom
I005dab0498a4	31	12	Vøí³	I am not thinking anything.	గోపి. : నేను ఏమీ ఆలోచించటంలేదు.	ocr		Vøí³ : ¯óþ¯èþ$ HÒ$ BÌZ_…^èþr…Ìôý§æþ$.	1:575.8	no-rom
Ib0c5a65b017f	31	13	ÆæÿÑ	All right!  First tell me this. Where are you going this evening?	రవి: సరే! ముందు నాకీ విషయం చెప్పు. నువ్వు సాయంత్రం ఎక్కడికి వెళ్తున్నావు?	ocr		ÆæÿÑ : çÜÆóÿ!  Ðèþ$$…§æþ$ ¯éMîü ÑçÙÄæý$… ^ðþç³š. ¯èþ$Ðèþ#Ó ÝëÄæý$…{™èþ… GMæüPyìþMìü Ððþâæý$¢¯é²Ðèþ#?	1:609.0;1:625.5;1:642.1	no-rom
Iee8eb609ac43	31	14	Vøí³	I am not going anywhere.	గోపి: ఎక్కడికీ వెళ్ళటంలేదు.	ocr		Vøí³ : GMæüPyìþMîü Ððþâæýår…Ìôý§æþ$.	2:160.6	no-rom
I75825d719a71	31	15	ÆæÿÑ	Then, ask Giri to come here before 6 o’clock in the evening.	రవి: అయితే గిరిని సాయంత్రం ఆరు గంటల లోగా ఇక్కడికి రమ్మను.	ocr		ÆæÿÑ : AÆÿ$$™óþ WÇ° ÝëÄæý$…{™èþ… BÆæÿ$ Væü…rË ÌZV> CMæüPyìþMìü ÆæÿÐèþ$Ã¯èþ$.	2:193.5;2:209.8	no-rom
I6a2b489ef7f3	31	16	Vøí³	He is not free today.  It is not only this day.  He is not free even tomorrow.	గోపి. : ఇవ్వేళ వాడికి అసలు తీరిక లేదు. ఇవ్వేళే కాదు; రేపు కూడా వాడికి తీరిక లేదు.	ocr		Vøí³ : CÐóþÓâæý ÐéyìþMìü AçÜË$ ¡ÇMæü Ìôý§æþ$. CÐóþÓâôý M>§æþ$; Æóÿç³# Mæü*yé ÐéyìþMìü ¡ÇMæü Ìôý§æþ$.	2:242.5;2:258.9;2:275.3	no-rom
I9621c9375583	31	17	ÆæÿÑ	Why?	రవి: ఎందుకు?	ocr		ÆæÿÑ : G…§æþ$Mæü$?	2:308.2	no-rom
I98126463dd45	31	18	Vøí³	He have many things to do.	గోపి: వాడికి ఏవో పనులు ఉన్నాయి.	ocr		Vøí³ : ÐéyìþMìü HÐø ç³¯èþ$Ë$ E¯é²Æÿ$$.	2:340.9	no-rom
I167b84611cdc	31	19	ÆæÿÑ	All right.  My book is with him. Ask him to send it to me tomorrow morning.  I am going.	రవి: సరే! నా పుస్తకం వాడి దగ్గర ఉంది. అది రేపు పొద్దున పంపించమను. నేను వెళ్తున్నాను.	ocr		ÆæÿÑ : çÜÆóÿ!  ¯é ç³#çÜ¢Mæü… Ðéyìþ §æþVæüYÆæÿ E…¨. A¨ Æóÿç³# ´÷§æþ$ª¯èþ ç³…í³…^èþÐèþ$¯èþ$. ¯óþ¯èþ$ Ððþâæý$¢¯é²¯èþ$.	2:373.6;2:389.9;2:406.5	no-rom
I64878e5f15f9	31	20	Ðèþ$$Ææÿã	Brother!  Ask Ravi to wait for a while.	మురళి: అన్నయ్యా! రవిని కొంచెం సేపు ఉండమను.	ocr		Ðèþ$$Ææÿã: A¯èþ²Äæý*Å!  ÆæÿÑ° Mö…^ðþ… õÜç³# E…yæþÐèþ$¯èþ$.	2:439.2;2:455.6	no-rom
