lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
57	1	çÜÆæÿâæý	Radha!  I want jasmines.  Can you pluck and give?	సరళ: రాధా! నాకు మల్లెపూలు కావాలి. కోసిస్తావా?	ocr		çÜÆæÿâæý : Æ>«§é!  ¯éMæü$ Ðèþ$ÌñýÏç³NË$ M>ÐéÍ. MøíÜÝë¢Ðé?	0:439.6;0:456.2	no-rom
57	2	Æ>«§æþ	Now I don't have time.  After Sita comes I will get them plucked by her and give you. When did you buy this ring?	రాధ. : ఇప్పుడు నాకు టైము లేదు. సీత వచ్చిన తర్వాత దాని చేత కోయించి ఇస్తాను. ఈ ఉంగరం ఎప్పుడు కొన్నావు?	ocr		Æ>«§æþ : Cç³šyæþ$ ¯éMæü$ sñýOÐèþ$$ Ìôý§æþ$.  ïÜ™èþ Ðèþ_a¯èþ ™èþÆ>Ó™èþ §é° ^óþ™èþ MøÆÿ$$…_ CÝë¢¯èþ$. D E…VæüÆæÿ… Gç³šyæþ$ Mö¯é²Ðèþ#?	0:489.4;0:505.9;0:522.5;0:539.1	no-rom
57	3	çÜÆæÿâæý	I forced my mother and got it bought yesterday.  My brother has a quarrel with me for this from the moment it was bought.	సరళ :_ నిన్నమా అమ్మను బలవంతం చేసి కొనిపించాను. ఇది కొన్నప్పటినించీ మా తమ్ముడు దీని కోసం నాతో పోట్లాట.	ocr		çÜÆæÿâæý : °¯èþ² Ðèþ* AÐèþ$Ã¯èþ$ ºËÐèþ…™èþ… ^óþíÜ Mö°í³…^é¯èþ$. C¨ Mö¯èþ²ç³µsìý°…` Ðèþ* ™èþÐèþ$$Ãyæþ$ ©° MøçÜ… ¯é™ø ´ùsêÏr.	0:572.2;0:588.8;0:605.4;0:622.0	no-rom
57	4	Æ>«§æþ	I see!  I get the flowers plucked and give you.  Can you get a garland made by your mother and send it (to me)?	రాధ. : అలాగా! పూలు కోయించి ఇస్తాను; నువ్వు మీ అమ్మ చేత మాల కట్టించి పంపిస్తావా?	ocr		Æ>«§æþ : AÌêV>!  ç³NË$ MøÆÿ$$…_ CÝë¢¯èþ$; ¯èþ$Ðèþ#Ó Ò$ AÐèþ$Ã ^óþ™èþ Ðèþ*Ë Mæüsìýt…_ ç³…í³Ýë¢Ðé?	1:160.6;1:176.2;1:191.9	no-rom
57	5	çÜÆæÿâæý	My Sister can make garland well.  I will get it made by her.  I will pluck the flowers; don't worry.	సరళ :. మా అక్కయ్య మాల బాగా కడ్డుంది. దాని చేత కట్టిస్తాను. నేను కోస్తానులే పూలు.	ocr		çÜÆæÿâæý : Ðèþ* AMæüPÄæý$Å Ðèþ*Ë »êV> Mæüyæþ$¢…¨. §é° ^óþ™èþ MæüsìýtÝë¢¯èþ$.  ¯óþ¯èþ$ MøÝë¢¯èþ$Ìôý ç³NË$.	1:223.3;1:239.0;1:254.5	no-rom
57	6	Æ>«§æþ	There is a stone on the way.  It is difficult to pluck the flow- ers standing there.	రాధ : అక్కడ ఒక రాయి అడ్డంగా ఉంది. అక్కడ నిల్పొని పూలు కొయ్యటం కష్టం.	ocr		Æ>«§æþ : AMæüPyæþ JMæü Æ>Æÿ$$ Ayæþz…V> E…¨.  AMæüPyæþ °ÌŸa° ç³NË$ MöÄæý$År… MæüçÙt….	1:285.8;1:301.5	no-rom
57	7	çÜÆæÿâæý	Yes, this stone is not moving.	సరళ: అవును ఈ రాయి జరగటంలేదు.	ocr		çÜÆæÿâæý : AÐèþ#¯èþ$ D Æ>Æÿ$$ fÆæÿVæür…Ìôý§æþ$.	1:332.9	no-rom
57	8	Æ>«§æþ	That is why, after my brother comes I will get the stone shifted, get the flowers plucked and send them.	రాధ. : అందుకే మా అన్నయ్య వచ్చిన తర్వాత ఆ రాయిని జరిపించి సీత చేత పూలు కోయించి పంపిస్తాను.	ocr		Æ>«§æþ : A…§æþ$Móü Ðèþ* A¯èþ²Äæý$Å Ðèþ_a¯èþ ™èþÆ>Ó™èþ B Æ>Æÿ$$° fÇí³…_ ïÜ™èþ ^óþ™èþ ç³NË$ MøÆÿ$$…_ ç³…í³Ýë¢¯èþ$.	1:364.1;1:379.7;1:395.4	no-rom
57	9	çÜÆæÿâæý	Where did he go?	సరళ :. మీ అన్నయ్య ఎక్కడికి వెళ్ళాడు?	ocr		çÜÆæÿâæý : Ò$ A¯èþ²Äæý$Å GMæüPyìþMìü Ððþâêåyæþ$?	1:426.8	no-rom
57	10	Æ>«§æþ	He went to the neighbour's house.  He will come (soon).	రాధ. : పక్కింటికి వెళ్ళాడు. వస్తాడు.	ocr		Æ>«§æþ : ç³MìüP…sìýMìü Ððþâêåyæþ$.  ÐèþÝë¢yæþ$.	1:458.0	no-rom
57	11	çÜÆæÿâæý	Then, send your younger brother and call him.	సరళ :. అయితే మీ తమ్ముణ్ణి పంపించి పిలిపించు.	ocr		çÜÆæÿâæý : AÆÿ$$™óþ Ò$ ™èþÐèþ$$Ã×ìý~ ç³…í³…_ í³Íí³…^èþ$.	1:489.4;1:505.0	no-rom
57	12	Æ>«§æþ	I myself will call him; wait.	రాధ. : నేనే పిలుస్తాను, ఉండు.	ocr		Æ>«§æþ : ¯óþ¯óþ í³Ë$Ýë¢¯èþ$, E…yæþ$.	1:536.2	no-rom
57	13	çÜÆæÿâæý	Susila told us that she would not go to the movie with us to- morrow.  Didn't she?  I forced (persuaded) her to come with us and made her to accept (made her say 'yes).	సరళ: సుశీల రేపు మనతో సినిమాకు రాను అన్నది గదా! _ ఇందాక దాన్ని బలవంతం చేసి దాని చేత “వస్తాను అనిపించాను.	ocr		"çÜÆæÿâæý : çÜ$ÖË Æóÿç³# Ðèþ$¯èþ™ø íÜ°Ðèþ*Mæü$ Æ>¯èþ$ A¯èþ²¨ Væü§é!  C…§éMæü §é°² ºËÐèþ…™èþ… ^óþíÜ §é° ^óþ™èþ ""ÐèþÝë¢¯èþ$' A°í³…^é¯èþ$."	1:567.6;1:583.3;1:598.9;1:615.1	no-rom
57	14	Æ>«§æþ	But I am not sure if she would come.	రాధ. : కాని అది వస్తుంది అని నాకు నమ్మకం లేదు.	ocr		Æ>«§æþ : M>° A¨ ÐèþçÜ$¢…¨ A° ¯éMæü$ ¯èþÐèþ$ÃMæü… Ìôý§æþ$.	2:160.6;2:177.1	no-rom
57	15	çÜÆæÿâæý	No.  She would come.  I told her father also that we would take her and bring her back safely.	సరళ :. లేదు; వస్తుంది... నేను వాళ్ళ నాన్నగారితో కూడా చెప్పాను: మేం జాగ్రత్తగా తీసుకుపోయి తీసుకొస్తాం లేండి అని.	ocr		çÜÆæÿâæý : Ìôý§æþ$; ÐèþçÜ$¢…¨.  ¯óþ¯èþ$ Ðéâæýå ¯é¯èþ²V>Ç™ø Mæü*yé ^ðþ´ëµ¯èþ$: Ðóþ$… gê{Væü™èþ¢V> ¡çÜ$Mæü$´ùÆÿ$$ ¡çÜ$MöÝë¢… Ìôý…yìþ A°.	2:210.3;2:226.9;2:243.4;2:260.0	no-rom
