guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
Ibfaee19c2e60	6	1	çÜ$»ê¾Æ>Ðèþ#	Do you have kanyasulkam with you? Yes I have. It is there on the table, Look.	సుబ్బారావు: నీ దగ్గర కన్యాశుల్కం ఉందా? గోపి : ఉంది. ఆ బల్ల మీద ఉంది, చూడు.	rom	subbārāvu: nī daggara kanyāśulkaṁ uṁdā? gōpi : uṁdi. ā balla mīda uṁdi, cūḍu.	çÜ$»ê¾Æ>Ðèþ# : ± §æþVæüYÆæÿ Mæü¯éÅÔèý$ËP… E…§é? Vøí³ : E…¨. B ºËÏÒ$§æþ E…¨, ^èþ*yæþ$.	0:532.3;1:180.2	ocr-differs
I43a26506575c	6	2	çÜ$»ê¾	This is not Kanyasulkam, Gopi! See in that cup-board. Next to the time-piece.	సుబ్బా : ఇది కన్యాశుల్కం కాదు, గోపీ! గోపి : ఆ అలమరలో చూడూ; గడియారం పక్కన	rom	subbā : idi kanyāśulkaṁ kādu, gōpī! gōpi : ā alamaralō cūḍū; gaḍiyāraṁ pakkana	çÜ$»ê¾ : C¨ Mæü¯éÅÔèý$ËP… M>§æþ$, Vøï³! Vøí³ : B AËÐèþ$ÆæÿÌZ ^èþ*yæþ$; VæüyìþÄæý*Ææÿ… ç³MæüP¯èþ.	1:241.0;1:301.9;1:317.2	ocr-differs
I047b1b3ed06e	6	3	çÜ$»ê¾	This is Kanyasulkam Take it.	సుబ్బా : ఇది కన్యాశుల్కమే. గోపి : తీసుకొ.	rom	subbā : idi kanyāśulkamē. gōpi : tīsuko.	çÜ$»ê¾ : C¨ Mæü¯éÅÔèý$ËPÐóþ$. Vøçí³ : ¡çÜ$Mø.	1:393.3;1:454.1	ocr-differs
I940579421346	6	4	çÜ$»ê¾	Whose book is this? My friend's book.	సుబ్బా : ఇది ఎవరి పుస్తకం? గోపి : నా స్నేహితుడి పుస్తకం.	rom	subbā : idi evari pustakaṁ? gōpi : nā snēhituḍi pustakaṁ.	çÜ$»ê¾ : C¨ GÐèþÇ ç³#çÜ¢Mæü…? Vøí³ : ¯é õÜ²íßý™èþ$yìþ ç³#çÜ¢Mæü….	1:515.0;1:575.9	ocr-differs
Ic93dcd12de8a	6	5	çÜ$»ê¾	Whose book? Is it Prasad's book? Not Prasad's book. It is Ravi's book.	సుబ్బా : ఎవరి పుస్తకం? ప్రసాద్ పుస్తకమా? గోపి : ప్రసాద్ పుస్తకం కాదు. రవి పుస్తకం.	rom	subbā : evari pustakaṁ? prasād pustakamā? gōpi : prasād pustakaṁ kādu. ravi pustakaṁ.	çÜ$»ê¾ : GÐèþÇ ç³#çÜ¢Mæü…? {ç³Ýë§Šþ ç³#çÜ¢MæüÐèþ*? Vøí³ : {ç³Ýë§Šþ ç³#çÜ¢Mæü… M>§æþ$. ÆæÿÑ ç³#çÜ¢Mæü….	2:179.2;2:250.2	ocr-differs
Ic386744b030a	6	6	çÜ$»ê¾	I see! who is this gentleman? My father.	సుబ్బా : అలాగా! వీరు ఎవరు? గోపి : మా నాన్నగారు.	rom	subbā : alāgā! vīru evaru? gōpi : mā nānnagāru.	çÜ$»ê¾ : AÌêV>! ÒÆæÿ$ GÐèþÆæÿ$? Vøí³ : Ðèþ* ¯é¯èþ²V>Ææÿ$.	2:321.2;2:378.0	ocr-differs
I7c86d50a0374	6	7	çÜ$»ê¾	Namaskaram, sir!	సుబ్బా : నమస్కారమండీ!	rom	subbā : namaskāramaṁḍī!	çÜ$»ê¾ : ¯èþÐèþ$ÝëPÆæÿÐèþ$…yîþ!	2:434.9	
Ic53d430e3499	6	8	Æ>Ðèþ$Äæý$Å	What is your name, dear!	రామయ్య : నీ పేరేమిటి బాబూ!	rom	rāmayya : nī pērēmiṭi bābū!	Æ>Ðèþ$Äæý$Å : ± õ³ÆóÿÑ$sìý »êº*!	2:491.7	ocr-differs
I8fc38af2255d	6	9	çÜ$»ê¾	My name is Subbarao, Sir! My father's name is Mr. Viswanatham	సుబ్బా : నా పేరు సుబ్బారావండీ! మా నాన్నగారి పేరు విశ్వనాథంగారు.	rom	subbā : nā pēru subbārāvaṁḍī! mā nānnagāri pēru viśvanāthaṁgāru.	çÜ$»ê¾ : ¯éõ³Ææÿ$ çÜ$»ê¾Æ>Ðèþ…yîþ! Ðèþ* ¯é¯èþ²V>Ç õ³Ææÿ$ ÑÔèýÓ¯é£æþ…V>Ææÿ$.	2:548.5;2:562.7	
I609e7857adaa	6	10	Æ>Ðèþ$Äæý$Å	I see! How many brothers are you?	రామయ్య : అలాగా! మీరు ఎంతమంది అన్నదమ్ములు?	rom	rāmayya : alāgā! mīru eṁtamaṁdi annadammulu?	Æ>Ðèþ$Äæý$Å : AÌêV>! Ò$Ææÿ$ G…™èþÐèþ$…¨ A¯èþ²§æþÐèþ$$ÃË$?	3:179.2;3:193.4	
I6eedc5bcac96	6	11	çÜ$»ê¾	We are three, sir! My elder brother, myself and my younger brother.	సుబ్బా : మేం ముగ్గురమండీ! మా అన్నయ్యా, నేనూ, మా తమ్ముడూ.	rom	subbā : mēṁ mugguramaṁḍī! mā annayyā, nēnū, mā tammuḍū.	çÜ$»ê¾ : Ðóþ$… Ðèþ$$Væü$YÆæÿÐèþ$…yîþ! Ðèþ* A¯èþ²Äæý*Å, ¯óþ¯èþ*, Ðèþ* ™èþÐèþ$$Ãyæþ*.	3:264.4;3:278.6	
I3d4aea660dfd	6	12	Æ>Ðèþ$Äæý$Å	What is your elder brother's name?	రామయ్య : మీ అన్నయ్య పేరేమిటి?	rom	rāmayya : mī annayya pērēmiṭi?	Æ>Ðèþ$Äæý$Å : Ò$ A¯èþ²Äæý$Å õ³ÆóÿÑ$sìý?	3:363.8	
I35103606fbe7	6	13	çÜ$»ê¾	Venkateswarlu.	సుబ్బా : వెన్కటేశ్వర్లు.	rom	subbā : venkaṭēśvarlu.	çÜ$»ê¾ : Ððþ…MæüsôýÔèýÓÆæÿ$Ï.	3:420.7	ocr-differs
I42f96ce8dde1	6	14	Æ>Ðèþ$Äæý$Å	And your younger brother's name?	రామయ్య : మీ తమ్ముడి పేరు?	rom	rāmayya : mī tammuḍi pēru?	Æ>Ðèþ$Äæý$Å : Ò$ ™èþÐèþ$$Ãyìþ õ³Ææÿ$?	3:477.5	
Ib0c7012ab7c1	6	15	çÜ$»ê¾	Govind.	సుబ్బా : గోవిందు.	rom	subbā : gōviṁdu.	çÜ$»ê¾ : VøÑ…§æþ$.	3:534.3	ocr-differs
I9b9b2aa9cedc	6	16	Æ>Ðèþ$Äæý$Å	Gopi! Where is the post-office? It is near Bus-stand father!	రామయ్య : గోపీ! పోష్టాfఈసు ఎక్కడుంది? గోపి : బస్టాండు దగ్గరుంది నాన్నగారూ!	rom	rāmayya : gōpī! pōṣṭāfīsu ekkaḍuṁdi? gōpi : basṭāṁḍu daggaruṁdi nānnagārū!	Æ>Ðèþ$Äæý$Å : Vøï³! ´ùÝëtïœçÜ$ GMæüPyæþ$…¨? Vøí³ : ºÝët…yæþ$ §æþVæüYÆæÿ$…¨ ¯é¯èþ²V>Ææÿ*!	3:591.1;4:179.2	ocr-differs
I25bbf0ba198d	6	17	Æ>Ðèþ$Äæý$Å	Bring two envelopes.	రామయ్య : రెండు కవర్లు తీసుకురా.	rom	rāmayya : reṁḍu kavarlu tīsukurā.	Æ>Ðèþ$Äæý$Å : Æðÿ…yæþ$ MæüÐèþÆæÿ$Ï ¡çÜ$Mæü$Æ>.	4:251.0	ocr-differs
