guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
I9380a838f04c	39	1	ÑÐèþ$Ë	Kamala! Do you have science book?	విమల. : కమలా! నీ దగ్గర సైన్సు పుస్తకం ఉందా?	ocr		ÑÐèþ$Ë : MæüÐèþ$Ìê! ± §æþVæüYÆæÿ òÜO¯èþ$Þ ç³#çÜ¢Mæü… E…§é?	0:448.0;0:463.9	no-rom
I06fabf1530c8	39	2	MæüÐèþ$Ë	I have. That is from the library. Why?	కమల. : ఉంది. అది లైబ్రరీది. ఎందుకు?	ocr		MæüÐèþ$Ë : E…¨. A¨ ÌñýO{ºÈ¨. G…§æþ$Mæü$?	0:496.2	no-rom
Ifb53d6fd4579	39	3	ÑÐèþ$Ë	Somebody took my book. I am not able to remember to whom I gave it. Can you give me that book once?	విమల. : నా పుస్తకం ఎవరో తీసుకున్నారు. ఎవరికి ఇచ్చానో గుర్తురావటం లేదు. ఒకసారి ఆ పుస్తకం ఇస్తావా?	ocr		ÑÐèþ$Ë : ¯é ç³#çÜ¢Mæü… GÐèþÆø ¡çÜ$Mæü$¯é²Ææÿ$. GÐèþÇMìü C^éa¯ø Væü$Ææÿ$¢Æ>Ðèþr… Ìôý§æþ$. JMæüÝëÇ B ç³#çÜ¢Mæü… CÝë¢Ðé?	0:528.5;0:544.6;0:560.7;0:576.9	no-rom
I9ec013c4b7b4	39	4	MæüÐèþ$Ë	I didn't finish reading it yet. Only half of it is finished. I can finish a little more today.	కమల. : ఇంకా నేను చదవటం పూర్తి కాలేదు. సగం అయింది. ఇవ్వాళ కొంత అవుతుంది.	ocr		MæüÐèþ$Ë : C…M> ¯óþ¯èþ$ ^èþ§æþÐèþr… ç³NÇ¢ M>Ìôý§æþ$. çÜVæü… AÆÿ$$…¨. CÐéÓâæý Mö…™èþ AÐèþ#™èþ$…¨.	0:609.1;0:625.3;0:641.6	no-rom
Ief56ed47d0a9	39	5	ÑÐèþ$Ë	How many pages do you read a day?	విమల. : రోజుకు ఎన్ని పేజీలు చదువుతు- న్నావు?	ocr		ÑÐèþ$Ë : ÆøkMæü$ G°² õ³iË$ ^èþ§æþ$Ðèþ#™èþ$& ¯é²Ðèþ#?	1:160.6;1:177.1	no-rom
I5372191e8d70	39	6	MæüÐèþ$Ë	Ten. It is not possible (to read) more.	కమల. : పది. అంతకంటే ఎక్కువ కావటం లేదు.	ocr		MæüÐèþ$Ë : ç³¨. A…™èþMæü…sôý GMæü$PÐèþ M>Ðèþr… Ìôý§æþ$.	1:210.3;1:226.9	no-rom
I95d0d66b3322	39	7	ÑÐèþ$Ë	There is an examination on the eighth. Do you remember it?	విమల. : ఎనిమిదో తారీకు పరీక్ష ఉంది. ఈ విషయం నీకు గుర్తుందా?	ocr		ÑÐèþ$Ë : G°Ñ$§ø ™éÈMæü$ ç³È„æü E…¨. D ÑçÙÄæý$… ±Mæü$ Væü$Ææÿ$¢…§é?	1:260.0;1:276.6	no-rom
I7ac89df83930	39	8	MæüÐèþ$Ë	Why don't I remember it?	కమల. : ఎందుకు గుర్తులేదు?	ocr		MæüÐèþ$Ë : G…§æþ$Mæü$ Væü$Ææÿ$¢Ìôý§æþ$?	1:309.7	no-rom
I8531e238e5c4	39	9	ÑÐèþ$Ë	Then I should also read. Shouldn't I? if you read so slow it will be difficult to finish that book. I read fast. Give me. I will return it in three days.	విమల. : మరి నేను గూడా చదవాలి గదా! నువ్వు అంత మెల్లగా చదివితే పూర్తికావటం కష్టం. నేను తొందరగా చదువుతాను ఇవ్వు. మళ్ళీ మూడు రోజుల్లో ఇస్తాను.	ocr		ÑÐèþ$Ë : Ðèþ$Ç ¯óþ¯èþ$ Væü*yé ^èþ§æþÐéÍ Væü§é! ¯èþ$Ðèþ#Ó A…™èþ Ððþ$ËÏV> ^èþ¨Ñ™óþ ç³NÇ¢M>Ðèþr… MæüçÙt…. ¯óþ¯èþ$ ™ö…§æþÆæÿV> ^èþ§æþ$Ðèþ#™é¯èþ$ CÐèþ#Ó. Ðèþ$äå Ðèþ$*yæþ$ ÆøkÌZÏ CÝë¢¯èþ$.	1:342.9;1:359.5;1:376.0;1:392.6;1:409.2	no-rom
I12ab2e077cd4	39	10	MæüÐèþ$Ë	I will complete this night.	కమల. : నేను ఈ రాత్రికి పూర్తి చేస్తాను.	ocr		MæüÐèþ$Ë : ¯óþ¯èþ$ D Æ>{†Mìü ç³NÇ¢ ^óþÝë¢¯èþ$.	1:442.3	no-rom
I4879a830fed2	39	11	ÑÐèþ$Ë	If it isn't completed?	విమల. : పూర్తి కాకపోతే?	ocr		ÑÐèþ$Ë : ç³NÇ¢ M>Mæü´ù™óþ?	1:475.5	no-rom
I49a7d063b3ce	39	12	MæüÐèþ$Ë	I say, it will be completed.	కమల. : అవుతుంది అంటున్నాను గదా!	ocr		MæüÐèþ$Ë : AÐèþ#™èþ$…¨ A…r$¯é²¯èþ$ Væü§é!	1:508.6	no-rom
Ibe124a695b9d	39	13	ÑÐèþ$Ë	Give up the other tasks.	విమల: : తక్కిన పనులు మానెయ్యి!	ocr		ÑÐèþ$Ë : ™èþMìüP¯èþ ç³¯èþ$Ë$ Ðèþ*¯ðþÆÿ$$Å!	1:541.8	no-rom
I009a642c84c0	39	14	MæüÐèþ$Ë	I will. I will finsih reading this. After I complete this book only, I take up some other work.	కమల : మానేస్తాను. ఇది చదవటం పూర్తి చేస్తాను. ఈ పుస్తకం అయితేనే ఇంకొక పనికి వెళ్తాను.	ocr		MæüÐèþ$Ë : Ðèþ*¯óþÝë¢¯èþ$. C¨ ^èþ§æþÐèþr… ç³NÇ¢ ^óþÝë¢¯èþ$. D ç³#çÜ¢Mæü… AÆÿ$$™óþ¯óþ C…MöMæü ç³°Mìü Ððþâê¢¯èþ$.	1:574.9;1:591.5;1:608.1	no-rom
I175ec3e2fd5a	39	15	ÑÐèþ$Ë	Your brother has exams. Hasn't he? Is he studying well? I hope he will pass this year.	విమల. : మీ తమ్ముడికి పరీక్షలు గదా! బాగా చదువుతున్నాడా? ఈ సంవత్సరం పాసు అవుతాడు అనుకుంటాను.	ocr		ÑÐèþ$Ë : Ò$ ™èþÐèþ$$ÃyìþMìü ç³È„æüË$ Væü§é! »êV> ^èþ§æþ$Ðèþ#™èþ$¯é²yé? D çÜ…Ðèþ™èþÞÆæÿ… ´ëçÜ$ AÐèþ#™éyæþ$ A¯èþ$Mæü$…sê¯èþ$.	2:160.6;2:177.1;2:193.7	no-rom
I906853a1ec38	39	16	MæüÐèþ$Ë	He is not at all studying. He will not pass this year also.	కమల. : అసలు చదవటంలేదు. వాడు ఈ సంవత్సరం గూడా పాసు కాడు.	ocr		MæüÐèþ$Ë : AçÜË$ ^èþ§æþÐèþr…Ìôý§æþ$. Ðéyæþ$ D çÜ…Ðèþ™èþÞÆæÿ… Væü*yé ´ëçÜ$ M>yæþ$.	2:226.9;2:243.4	no-rom
