guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
I518acb2ee018	24	1		Mysore, regards to mother and blessings	మైసూరు,	ocr		Ððþ$OçÜ*Ææÿ$,	0:433.4	prose no-rom
I5e0d82b3b42a	24	2		August 25, 1980. to the youngsters.  Please reply	ఆగస్టు 25, 1980.	ocr		BVæüçÜ$t 25, 1980.	0:448.7	prose no-rom ocr-suspect
Id7f61024b228	24	3		My dear father, I close here. Your son	ప్రియమైన నాన్నగారికి నమస్కారం.	ocr		{í³Äæý$Ððþ$O¯èþ ¯é¯èþ²V>ÇMìü ¯èþÐèþ$ÝëPÆæÿ….	0:479.1	prose no-rom
I0f493694b665	24	4		Regards.  I am doing	ఇక్కడ నేను క్షేమం. అక్కడ మీరూ,	ocr		CMæüPyæþ ¯óþ¯èþ$ „óüÐèþ$….  AMæüPyæþ Ò$Ææÿ*,	0:509.6	prose no-rom
Iad1ea05defee	24	5		well here.  I hope you, mother,	అమ్మా, చిరంజీవి గిరిజా, మోహన్స, క్షేమంగా	ocr		AÐèþ*Ã,  _Ææÿ…iÑ WÇgê,  Ððþ*çßý¯Œþ,  „óüÐèþ$…V>	0:524.8	prose no-rom
I29dfdf58a19b	24	6		Chiranjiivi Girija and Mohan	ఉన్నారా? మైసూరులో వాతావరణం చాలా	ocr		E¯é²Æ>?  Ððþ$OçÜ*Ææÿ$ÌZ Ðé™éÐèþÆæÿ×ý… ^éÌê	0:540.0	prose no-rom
Ia2a8e9285289	24	7		are doing well.  The climate in Mysore is fine.  This is rainy	బాగుంది. చల్లగా ఉంది. ఇప్పుడు ఇక్కడ	ocr		»êVæü$…¨.  ^èþËÏV> E…¨.  Cç³šyæþ$ CMæüPyæþ	0:555.2	prose no-rom
I071cd88bfcfe	24	8		Mysore is fine.  This is rainy season here now and it is cold.	వర్షాకాలం.	ocr		ÐèþÆ>ÛM>Ë….	0:570.5	prose no-rom
Ie0a85868b15b	24	9		Our classes are on the	మాకు క్లాసులు బాగా జరుగుతున్నాయి.	ocr		Ðèþ*Mæü$ M>ÏçÜ$Ë$ »êV> fÆæÿ$Væü$™èþ$¯é²Æÿ$$.	0:600.9	prose no-rom
I9801b3de72c8	24	10		full swing.  It is interesting to	కొత్తభాష కాబట్టి ఉత్సాహంగానే ఉంది. నేనిక్కడ	ocr		Mö™èþ¢¿êçÙ M>ºsìýt E™éÞçßý…V>¯óþ E…¨.  ¯óþ°MæüPyæþ	0:616.1	prose no-rom
