guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
I746ccb33da71	22	1	Vøí³	I am cutting the mangoes.  What	గోపి : రవీ! ఇక్కడేం చేస్తున్నావు?	ocr		Vøí³ : ÆæÿÒ! CMæüPyóþ… ^óþçÜ$¢¯é²Ðèþ#?	0:434.7	no-rom
If9c8c84f5bb8	22	2	ÆæÿÑ	is that bag?  What is in it? There is nothing in it.  It is empty.	రవి. మామిడి పళ్లు కోస్తున్నాను. ఏమిటి ఆ సంచీ? అందులో ఏముంది?	ocr		ÆæÿÑ : Ðèþ*Ñ$yìþ ç³âæý$Ï MøçÜ$¢¯é²¯èþ$. HÑ$sìý B çÜ…`? A…§æþ$ÌZ HÐèþ$$…¨?	0:463.5;0:477.9	no-rom
Icedeffc3c9fe	22	3	Vøí³	Give me a fruit. Take it.  Are you going out?	గోపి : ఏమీలేదు. ఖాళి సంచీ. నాకు గూడా ఒక పండు ఇవ్వు.	ocr		Vøí³ : HÒ$Ìôý§æþ$.  Rêä çÜ…`.  ¯éMæü$ Væü*yé JMæü ç³…yæþ$ CÐèþ#Ó.	0:506.7;0:520.9	no-rom
I122839d13590	22	4	ÆæÿÑ	No.  Look there!  That fruit is	రవి. : తీసుకో! నువ్వు బైటికి వెళ్తున్నావా?	ocr		ÆæÿÑ : ¡çÜ$Mø!  ¯èþ$Ðèþ#Ó »ñýOsìýMìü Ððþâæý$¢¯é²Ðé?	0:549.7	no-rom
I72b28670b379	22	5	Vøí³	good.  Cut that one.  Why are you cutting with a blade?  There is a knife!	గోపి : లేదు. అదుగోచూడు! ఆపండు చాలా బాగుంది. అది కొయ్యి. ఏమిటి బ్లేడుతో కోస్తున్నావా? కత్తి ఉంది కదా!	ocr		Vøí³ : Ìôý§æþ$.  A§æþ$Vø ^èþ*yæþ$!  B ç³…yæþ$ ^éÌê »êVæü$…¨.  A¨ MöÆÿ$$Å. HÑ$sìý »ôýÏyæþ$™ø MøçÜ$¢¯é²Ðé?  Mæü†¢ E…¨ Mæü§é!	0:578.6;0:593.0;0:607.2;0:621.6	no-rom
Ib90c5c37f7a4	22	6	ÆæÿÑ	That knife not shorp.	రవి. : కత్తికి పదును లేదు.	ocr		ÆæÿÑ : Mæü†¢Mìü ç³§æþ$¯èþ$ Ìôý§æþ$.	1:179.4	no-rom
Ib94642477bfa	22	7	Vøí³	What is your brother doing in- side?	గోపి : మీతమ్ముడు లోపల ఏం చేస్తున్నాడు?	ocr		Vøí³ : Ò$ ™èþÐèþ$$Ãyæþ$ ÌZç³Ë H… ^óþçÜ$¢¯é²yæþ$?	1:208.8	no-rom
I6828305ce5a1	22	8	ÆæÿÑ	He is writing a letter to Hari. Tap the door.  He is waiting for you.  He does not have Hari’s address.	రవి. : హరికి ఉత్తరం రాస్తున్నాడు. తలుపు కొట్టు... వాడు నీ కోసమే ఎదురు చూస్తున్నాడు... వాడి దగ్గర హరి అడ్రసు లేదు.	ocr		ÆæÿÑ : çßýÇMìü E™èþ¢Ææÿ… Æ>çÜ$¢¯é²yæþ$.  ™èþË$ç³# Mör$t.  Ðéyæþ$ ± MøçÜÐóþ$ G§æþ$Ææÿ$ ^èþ*çÜ$¢¯é²yæþ$.  Ðéyìþ §æþVæüYÆæÿ çßýÇ A{yæþçÜ$ Ìôý§æþ$.	1:238.2;1:253.0;1:267.6;1:282.5	no-rom
Ic166d2620295	22	9	»êË$	Gopi!  Come in.   Please write Hari’s address on the letter.	బాలు : గోపి! లోపలికి ర! ఈ ఉత్తరం మీద హరి అడ్రసు రాయి.	ocr		»êË$ : Vøí³!  ÌZç³ÍMìü Æ>!  D E™èþ¢Ææÿ… Ò$§æþ çßýÇ A{yæþçÜ$ Æ>Æÿ$$.	1:311.9;1:326.5	no-rom
Ic424a7c85ca3	22	10	Vøí³	Hari’s address is in the diary. Search for it.	గోపి : హరి అడ్రసు డ్జెరీలో ఉంది. వెతుకు.	ocr		Vøí³ : çßýÇ A{yæþçÜ$ yðþOÈÌZ E…¨. Ððþ™èþ$Mæü$.	1:355.9;1:370.7	no-rom
