guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
I383c15cbae6a	37	1	ÔèýÆæÿÃ	Ravi ! Where are you going?	శర్మ: రవీ! ఎక్కడికి పోతున్నావు?	ocr		ÔèýÆæÿÃ : ÆæÿÒ! GMæüPyìþMìü ´ù™èþ$¯é²Ðèþ#?	0:452.7	no-rom
I5c9278eb219b	37	2	ÆæÿÑ	I am going to Mr. Mukharjee's house. He is appointed as the principal of that college, you know!	రవి : ముఖర్జీగారింటికి పోతున్నాను. ఆయన వాళ్ల కాలేజీకి ప్రిన్సిపాలు అయ్యాడు గదా!	ocr		ÆæÿÑ : Ðèþ$$QÈjV>Ç…sìýMìü ´ù™èþ$¯é²¯èþ$. BÄæý$¯èþ ÐéâæýÏ M>ÌôýiMìü {í³°Þ´ëË$ AÄæý*Åyæþ$ Væü§é!	0:484.3;0:500.0;0:515.6	no-rom
Ia6d8958ff50d	37	3	ÔèýÆæÿÃ	Oh!	శర్మ: అలాగా!	ocr		ÔèýÆæÿÃ : AÌêV>!	0:547.0	no-rom
I75b3ada70763	37	4	ÆæÿÑ	Don't you know this informa- tion?	రవి: నీకు ఈ విషయం తెలియదా?	ocr		ÆæÿÑ : ±Mæü$ D ÑçÙÄæý$… ™ðþÍÄæý$§é?	0:578.2	no-rom
I0c9f3749fea1	37	5	ÔèýÆæÿÃ	I don't know anything. I had been to his house last week too.	శర్మ: నాకు ఏ విషయాలు తెలియవు. నేను కిందటి వారం వాళ్ల ఇంటికి పోయాను. గూడా!	ocr		ÔèýÆæÿÃ : ¯éMæü$ H ÑçÙÄæý*Ë$ ™ðþÍÄæý$Ðèþ#. ¯óþ¯èþ$ Mìü…§æþsìý ÐéÆæÿ… ÐéâæýÏ C…sìýMìü ´ùÄæý*¯èþ$ Væü*yé!	0:609.6;0:625.3;0:641.4	no-rom
I8521d27e65de	37	6	ÆæÿÑ	Mohan told me yesterday.	రవి. : నిన్న నాకు మోహన్‌ చెప్పాడు.	ocr		ÆæÿÑ : °¯èþ² ¯éMæü$ Ððþ*çßý¯Œþ ^ðþ´ëµyæþ$.	1:159.9	no-rom
I7d828c5b956f	37	7	ÔèýÆæÿÃ	Who is Mohan?	శర్మ: మోహన్‌ ఎవరు?	ocr		ÔèýÆæÿÃ : Ððþ*çßý¯Œþ GÐèþÆæÿ$?	1:191.3	no-rom
Ida6e73fef100	37	8	ÆæÿÑ	Don't you know Mohan?	రవి... నీకు మోహన్‌ తెలియదా?	ocr		ÆæÿÑ : ±Mæü$ Ððþ*çßý¯Œþ ™ðþÍÄæý$§é?	1:222.7	no-rom
Ic5c6779d0c08	37	9	ÔèýÆæÿÃ	Oh!  I know him. I forgot it. He is Mukharjee's son. Isn't he?	శర్మ: ఓ తెలుసు. వుర్చిపోయాను. ముఖర్జీ గారి అబ్బాయి గదూ!	ocr		ÔèýÆæÿÃ : K ™ðþË$çÜ$. Ðèþ$Ça´ùÄæý*¯èþ$. Ðèþ$$QÈj V>Ç A»ê¾Æÿ$$ Væü§æþ*!	1:253.8;1:269.5	no-rom
I95dfc02adc90	37	10	ÆæÿÑ	Yes. Will you also come?	రవి. : అవును. నువ్వు గూడా వస్తావా?	ocr		ÆæÿÑ : AÐèþ#¯èþ$. ¯èþ$Ðèþ#Ó Væü*yé ÐèþÝë¢Ðé?	1:300.9	no-rom
Ic54a63e14cb0	37	11	ÔèýÆæÿÃ	Let us go. Then Gopalarao will become the vice-principal.	శర్మ: పద పోదాం. అయితే గోపాలరావు వైస్‌ ప్రిన్సిపాల్‌ అవుతాడన్నమాట.	ocr		ÔèýÆæÿÃ : ç³§æþ ´ù§é…. AÆÿ$$™óþ Vø´ëËÆ>Ðèþ# ÐðþO‹Ü {í³°Þ´ëÌŒý AÐèþ#™éyæþ¯èþ²Ðèþ*r.	1:332.0;1:347.7	no-rom
I5c2e2910e020	37	12	ÆæÿÑ	Yes. Gopalarao is egoistic. He thinks that he is a greatman.	రవి: అత్తను. గోపాలరావ్రకు గర్వం ఎక్కువ. తను అందరికంటే గొప్పవాణ్డి అనుకుంటాడు.	ocr		ÆæÿÑ : AÐèþ#¯èþ$. Vø´ëËÆ>Ðèþ#Mæü$ VæüÆæÿÓ… GMæü$PÐèþ. ™è¯èþ$ A…§æþÇMæü…sôý Vöç³µÐé×ìý~ A¯èþ$Mæü$…sêyæþ$.	1:379.1;1:394.8;1:410.5	no-rom
I5c66c4dea7c2	37	13	ÔèýÆæÿÃ	Not only that. He thinks that everybody should obey his words.	శర్మ: అంతేకాదు. అందరూ తన మాటే వినాలి అనుకుంటాడు.	ocr		ÔèýÆæÿÃ : A…™óþM>§æþ$. A…§æþÆæÿ* ™èþ¯èþ Ðèþ*sôý Ñ¯éÍ A¯èþ$Mæü$…sêyæþ$.	1:441.6;1:457.3	no-rom
Iece4a24281bd	37	14	ÆæÿÑ	But there is a lot of difference between Mr. Mukharjee and Gopalarao. You see, he be- came Principal now. When his colleagues go to his residence, he does not speak as princi- pal.  He speaks like a friend.	రవి. : కాని ముఖర్జీగారికీ, గోపాలరావుకూ చాలా తేడా ఉంది. ఆయన ఇప్పుడు, ప్రిన్సిపాల్‌ అయ్యాడు గదా! వాళ్ల కాలేజీ వాళ్లు ఇంటికి వెళ్ళే ప్రిన్సిపాల్‌గా మాట్లాడడు. ఒక స్నేహితుడిగా మాట్లాడ్తాడు.	ocr		ÆæÿÑ : M>° Ðèþ$$QÈjV>ÇMîü, Vø´ëËÆ>Ðèþ#Mæü* ^éÌê ™óþyé E…¨. BÄæý$¯èþ Cç³šyæþ$ {í³°Þ´ëÌŒý AÄæý*Åyæþ$ Væü§é! ÐéâæýÏ M>Ìôýi Ðéâæý$Ï C…sìýMìü Ððþâôý¢ {í³°Þ´ëÌŒýV> Ðèþ*sêÏyæþyæþ$. JMæü õÜ²íßý™èþ$yìþV> Ðèþ*sêÏyé¢yæþ$.	1:488.7;1:504.4;1:519.9;1:535.5;1:551.2;1:566.9	no-rom
I5d54266b5cd6	37	15	ÔèýÆæÿÃ	All right. Let's not bother about him. Do we get a bus now? If there is no bus, it would be difficult to go.	శర్మ: అవును. గోపాలరావు సంగతి ఇప్పుడెందుకు? మనకు బస్సు లేకపోతే పోవటం కష్టం.	ocr		ÔèýÆæÿÃ : AÐèþ#¯èþ$. Vø´ëËÆ>Ðèþ# çÜ…Væü† Cç³šyðþ…§æþ$Mæü$? Ðèþ$¯èþMæü$ ºçÜ$Þ ÌôýMæü´ù™óþ ´ùÐèþr… MæüçÙt….	1:598.3;1:613.7;1:630.1	no-rom
I8137e32d1e83	37	16	ÆæÿÑ	It is the time for bus.	రవి. : బస్సుకు టైము అయింది గూడా!	ocr		ÆæÿÑ : ºçÜ$ÞMæü$ sñýOÐèþ$$ AÆÿ$$…¨ Væü*yé!	2:160.3	no-rom
Idc08a09ba9ce	37	17	ÔèýÆæÿÃ	One bus left ten minutes ago.	శర్మ: పది నిమిషాల క్రితం ఒక బస్సు పోయింది.	ocr		ÔèýÆæÿÃ : ç³¨ °Ñ$ÚëË {Mìü™èþ… JMæü ºçÜ$Þ ´ùÆÿ$$…¨.	2:192.4;2:208.5	no-rom
I627232dfa89f	37	18	ÆæÿÑ	Now another bus will come	రవి. : మళ్లీ ఇప్పుడు యింకొకటి వస్తుంది.	ocr		ÆæÿÑ : Ðèþ$äÏ Cç³šyæþ$ Æÿ$$…MöMæüsìý ÐèþçÜ$¢…¨.	2:240.8	no-rom
Ife3f6bff02bd	37	19	ÔèýÆæÿÃ	Mukharjee's children know Telugu very well. But he does not know it (Telugu).	శర్మ: ముఖర్జీగారి పిల్లలకు తెలుగు బాగా వచ్చు. ఆయనకేరాదు.	ocr		ÔèýÆæÿÃ : Ðèþ$$QÈjV>Ç í³ËÏËMæü$ ™ðþË$Væü$ »êV> Ðèþ^èþ$a. BÄæý$¯èþMóüÆ>§æþ$.	2:273.0;2:289.2	no-rom
I5596e0221055	37	20	ÆæÿÑ	Yes. Mohan knows very good Telugu songs too. But he doesn't know Bengali ones.	రవి. : అవును. మోహన్‌కు మంచి మంచి తెలుగు పాటలు గూడా వచ్చు. కాని బెంగాలీ పాటలురావు.	ocr		ÆæÿÑ : AÐèþ#¯èþ$. Ððþ*çßý¯ŒþMæü$ Ðèþ$…_ Ðèþ$…_ ™ðþË$Væü$ ´ërË$ Væü*yé Ðèþ^èþ$a. M>° »ñý…V>Î ´ërË$Æ>Ðèþ#.	2:321.4;2:337.6;2:353.7	no-rom
Ie8d19b214504	37	21	ÔèýÆæÿÃ	Their younger daughter does not know Bengali at all.	శర్మ: వాళ్ల చిన్నమ్మాయికి బెంగాలీ ఆసలు రాదు.	ocr		ÔèýÆæÿÃ : ÐéâæýÏ _¯èþ²Ðèþ*ÃÆÿ$$Mìü »ñý…V>Î AçÜË$ Æ>§æþ$.	2:385.7;2:401.9	no-rom
I3006b9505909	37	22	ÆæÿÑ	It's getting time for the bus. You said that you would get pro- motion. Did you get it ?	రవి. : బస్సుకు టైము అవుతున్నది. నీకు 'ప్రమోషను వస్తుంది అన్నావు; వచ్చిందా?	ocr		ÆæÿÑ : ºçÜ$ÞMæü$ sñýOÐèþ$$ AÐèþ#™èþ$¯èþ²¨. ±Mæü$ {ç³Ððþ*çÙ¯èþ$ ÐèþçÜ$¢…¨ A¯é²Ðèþ#; Ðèþ_a…§é?	2:434.1;2:450.3;2:466.4	no-rom
I950f39603cde	37	23	ÔèýÆæÿÃ	If I pass the departmental test this year, I will get it.	శర్మ: ఈ సంవత్సరం డిపార్టుమెంటల్‌ పరీక్ష పాసు అయితే వస్తుంది.	ocr		ÔèýÆæÿÃ : D çÜ…Ðèþ™èþÞÆæÿ… yìþ´ëÆæÿ$tÐðþ$…rÌŒý ç³È„æü ´ëçÜ$ AÆÿ$$™óþ ÐèþçÜ$¢…¨.	2:498.7;2:514.8	no-rom
Icf96a7cad304	37	24	ÆæÿÑ	Don't delay. The competition will become more. Pass such tests soon.	రవి : ఆలస్యం చెయ్యకు. వల్లీ కాంపెటీషను పెరుగుతుంది. తొందరగా ఆ పరీక్షలు పాసుకా?	ocr		ÆæÿÑ : BËçÜÅ… ^ðþÄæý$ÅMæü$. Ðèþ$äÏ M>…í³sîýçÙ¯èþ$ ò³Ææÿ$Væü$™èþ$…¨. ™ö…§æþÆæÿV> B ç³È„æüË$ ´ëçÜ$M>?	2:546.8;2:563.0;2:579.1	no-rom
I74d727b2e49f	37	25	ÔèýÆæÿÃ	Why the bus has not yet come. What could have happened? Broke down?	శర్మ: ఏమిటి, ఇంకా బస్సు రాలేదు? ఏమైందో! చెడిపోయిందేమో!	ocr		ÔèýÆæÿÃ : HÑ$sìý, C…M> ºçÜ$Þ Æ>Ìôý§æþ$? HÐðþ$O…§ø! ^ðþyìþ´ùÆÿ$$…§óþÐðþ*!	2:611.4;2:627.5	no-rom
Ia96402107fdf	37	26	ÆæÿÑ	See there, two buses are arriv- ing at the same time. Yes. When the buses come two	రవి. : అదుగో! ఒక్కసారే రెండు బస్సులు వస్తున్నాయి.	ocr		ÆæÿÑ : A§æþ$Vø! JMæüPÝëÆóÿ Æðÿ…yæþ$ ºçÜ$ÞË$ ÐèþçÜ$¢¯é²Æÿ$$.	3:160.6;3:177.1	no-rom
