lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
7	1	Æ>Ðèþ*Æ>Ðèþ#	Come on Purushottam! sit there. Take this coffee.	రామారావు : రా, పురుషోత్తం! అలా కూర్చో! కాఫీ తీసుకో!	ocr		Æ>Ðèþ*Æ>Ðèþ# : Æ>, ç³#Ææÿ$Úù™èþ¢…!  AÌê Mæü*Æøa! M>ïœ ¡çÜ$Mø!	0:447.4;0:462.7	no-rom
7	2	ç³#Ææÿ$Úù™èþ¢…	Who is this boy, Ramarao?	పురుషోత్తం : ఈ అబ్బాయి ఎవరు, రామారావు?	ocr		ç³#Ææÿ$Úù™èþ¢… : D A»ê¾Æÿ$$ GÐèþÆæÿ$, Æ>Ðèþ*Æ>Ðèþ#?	0:493.1	no-rom
7	3	Æ>Ðèþ*	He is my younger brother's son. His name is Ravi.	రామా : వాడు మా తమ్ముడి కొడుకు. వాడి పేరు రవి.	ocr		Æ>Ðèþ* : Ðéyæþ$ Ðèþ* ™èþÐèþ$$Ãyìþ Möyæþ$Mæü$. Ðéyìþ õ³Ææÿ$ ÆæÿÑ.	0:523.6;0:538.8	no-rom
7	4	ç³#Ææÿ$	Where is your younger brother?	పురు : మీ తమ్ముడు ఎక్కడున్నాడు?	ocr		ç³#Ææÿ$ : Ò$ ™èþÐèþ$$Ãyæþ$ GMæüPyæþ$¯é²yæþ$?	0:569.2	no-rom
7	5	Æ>Ðèþ*	Now he is not here. He is in America.	రామా : ఇప్పుడు ఇక్కడ లేడు. వాడు అమెరికాలో ఉన్నాడు.	ocr		Æ>Ðèþ* : Cç³šyæþ$ CMæüPyæþ Ìôýyæþ$. Ðéyæþ$ AÐðþ$ÇM>ÌZ E¯é²yæþ$.	0:599.7;0:614.9	no-rom
7	6	ç³#Ææÿ$	I see! Who is that boy?	పురు : అలాగా! ఆ అబ్బాయి ఎవరు?	ocr		ç³#Ææÿ$ : AÌêV>! B A»ê¾Æÿ$$ GÐèþÆæÿ$?	1:179.2	no-rom
7	7	Æ>Ðèþ*	He is my son. His name is Ramu.	రామా : వీడు మా అబ్బాయి. వీడి పేరు రాము.	ocr		Æ>Ðèþ* : Òyæþ$ Ðèþ* A»ê¾Æÿ$$. Òyìþ õ³Ææÿ$ Æ>Ðèþ$$.	1:207.8	no-rom
7	8	ç³#Ææÿ$	Who are those girls?	పురు : ఆ అమ్మాయిలు ఎవరు?	ocr		ç³#Ææÿ$ : B AÐèþ*ÃÆÿ$$Ë$ GÐèþÆæÿ$?	1:236.4	no-rom
7	9	Æ>Ðèþ*	That is my youngerbrother's daughter. Her name is Sarala. This is my daughter. Her name is Girija.	రామా : అది మా తమ్ముడి కూతురు. దాని పేరు సరళ. ఇది మా అమ్మాయి. దీని పేరు గిరిజ.	ocr		Æ>Ðèþ* : A¨ Ðèþ* ™èþÐèþ$$Ãyìþ Mæü*™èþ$Ææÿ$. §é° õ³Ææÿ$ çÜÆæÿâæý. C¨ Ðèþ* AÐèþ*ÃÆÿ$$. ©° õ³Ææÿ$ WÇf.	1:264.8;1:279.2;1:293.4	no-rom
7	10	ç³#Ææÿ$	Papa! What doll is this? and what doll is that?	పురు : పాపా! ఇది ఏం బొమ్మ? అది ఏం బొమ్మ?	ocr		ç³#Ææÿ$ : ´ë´ë! C¨ H… »ŸÐèþ$Ã? A¨ H… »ŸÐèþ$Ã?	1:322.0;1:336.2	no-rom
7	11	WÇf	This is an elephant-doll, sir! That is monkey-doll.	గిరిజ : ఇది ఏనుగు బొమ్మండి! అది కోతి బొమ్మ!	ocr		WÇf : C¨ H¯èþ$Væü$ »ŸÐèþ$Ã…yìþ! A¨ Mø† »ŸÐèþ$Ã!	1:364.9;1:379.3	no-rom
7	12	ç³#Ææÿ$	Babu! What is this doll?	పురు : బాబూ! ఈ బొమ్మ ఏమిటి?	ocr		ç³#Ææÿ$ : »êº*! D »ŸÐèþ$Ã HÑ$sìý?	1:407.7	no-rom
7	13	Æ>Ðèþ$$	That is a tiger-doll, sir! Sarala! Where is your lion-doll?	రాము : అది పులి బొమ్మండీ! సరళా! నీ సింహం బొమ్మ ఏది?	ocr		Æ>Ðèþ$$ : A¨ ç³#Í »ŸÐèþ$Ã…yîþ! çÜÆæÿâê! ± íÜ…çßý… »ŸÐèþ$Ã H¨?	1:436.3;1:450.7	no-rom
7	14	çÜÆæÿâæý	There it is my lion-doll!	సరళ : అదుగో, నా సింహం బొమ్మ!	ocr		çÜÆæÿâæý : A§æþ$Vø, ¯é íÜ…çßý… »ŸÐèþ$Ã!	1:479.3	no-rom
7	15	ÆæÿÑ	Here is my father's photograph, Sir! He is in America. I see! Give me! (Let me see it!)	రవి : ఇదుగోనండి, మా నాన్నగారి ఫోటో! మా నాన్నగారు అమెరికాలో ఉన్నారు.	ocr		ÆæÿÑ : C§æþ$Vø¯èþ…yìþ, Ðèþ* ¯é¯èþ²V>Ç ¸ùsZ! Ðèþ* ¯é¯èþ²V>Ææÿ$ AÐðþ$ÇM>ÌZ E¯é²Ææÿ$.	1:507.7;1:522.1	no-rom
7	16	ç³#Ææÿ$	Who is/are there in this pho- tograph?	పురు : అలాగా! ఏది ఇలా ఇవ్వు! ఈ ఫోటోలో ఎవరున్నారు?	ocr		ç³#Ææÿ$ : AÌêV>! H¨ CÌê CÐèþ#Ó! D ¸ùsZÌZ GÐèþÆæÿ$¯é²Ææÿ$?	1:550.7;1:564.9	no-rom
