lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
61	1		A NOVEL	అప్పులివ్వటంలో అపూర్వ	ocr		Aç³šÍÐèþÓr…ÌZ Aç³NÆæÿÓ	0:378.6	prose no-rom
61	2		EXPERIMENT IN	ప్రయోగం	ocr		{ç³Äñý*Væü…	0:405.2	prose no-rom
61	3		Bangalore, August 17.	బెంగుళూరు, ఆగస్టు 17.	ocr		»ñý…Væü$âæý*Ææÿ$, BVæüçÜ$t 17.	0:463.3	prose no-rom
61	4		The Canara Bank did a	స్వయం ఉపాధి కల్పనకై నిరు	ocr		çÜÓÄæý$… E´ë«¨ MæüËµ¯èþMðüO  °Ææÿ$&	0:485.2	prose no-rom
61	5		novel experiment recently in pro- viding loans to the unemployed	'ద్యోగులకు _ బుణాలు ఇవ్వడంలో కెనరా	ocr		§øÅVæü$ËMæü$   º$$×êË$ CÐèþÓyæþ…ÌZ Mðü¯èþÆ>	0:501.7	prose no-rom
61	6		under self-employment scheme.	బ్యాంకు ఇటీవల ఒక అపూర్వ ప్రయోగం	ocr		»êÅ…Mæü$ CsîýÐèþË JMæü Aç³NÆæÿÓ {ç³Äñý*Væü…	0:518.3	prose no-rom
61	7		The Canara bank branch at	చేసింది. హాసన్‌ జిల్లా లోని కరెహళ్ళిలో కెనరా	ocr		^óþíÜ…¨.  àçÜ¯Œþ hÌêÏ ÌZ° MæüÆðÿçßýãåÌZ Mðü¯èþÆ>	0:534.9	prose no-rom
61	8		Karehalli in Hassan district pro- vided a loan of thousand rupees	బ్యాంకు బ్రాంచి రంగాసెట్టి అనే ఒక వ్యక్తికి	ocr		»êÅ…Mæü$ {»ê…_ Ææÿ…V>òÜsìýt A¯óþ JMæü ÐèþÅMìü¢Mìü	0:551.5	prose no-rom
61	9		to an individual named	గాడిదలు కొనుక్కోడానికి వెయ్యి రూపాయలు,	ocr		V>yìþ§æþË$ Mö¯èþ$MøPyé°Mìü ÐðþÆÿ$$Å Ææÿ*´ëÄæý$Ë$	0:568.0	prose no-rom
61	10		Rangasetty to buy donkeys.  He	ఇచ్చింది. అతను పది గాడిదలు కొన్నాడు.	ocr		C_a…¨.  A™èþ¯èþ$ ç³¨ V>yìþ§æþË$ Mö¯é²yæþ$.	0:584.6	prose no-rom
61	11		hired the donkeys to the people to carry the bricks and  sand at	ఇళ్ళు కట్టేచోట ఇటుకలు ఇసుక మోసేం-	ocr		Câæýå$ Mæüsôýt^ør Cr$MæüË$ CçÜ$Mæü Ððþ*õÜ…&	0:601.2	prose no-rom
61	12		to carry the bricks and  sand at the house-building sites, to carry	దుకు, కొబ్బరి తోపులలో కొబ్బరికాయలు	ocr		§æþ$Mæü$, Möº¾Ç ™øç³#ËÌZ Möº¾ÇM>Äæý$Ë$	0:617.8	prose no-rom
61	13		the coconuts in the coconut gar	మోసేందుకు, ఇంకా ఇతర ఆవసరాలకు,	ocr		Ððþ*õÜ…§æþ$Mæü$, C…M> C™èþÆæÿ BÐèþçÜÆ>ËMæü$	0:634.3	prose no-rom
61	14		dens and for purposes like	గాడిదలను కిరాయికి ఇచ్చేవాడు. గాడిదల	ocr		V>yìþ§æþË¯èþ$ MìüÆ>Æÿ$$Mìü C^óþaÐéyæþ$.  V>yìþ§æþË	1:160.6	prose no-rom
61	15		that.  The excreta of the don-	మల మూత్రాలు కొబ్బరి తోపులకు మంచి	ocr		Ðèþ$Ë Ðèþ$*{™éË$ Möº¾Ç ™øç³#ËMæü$ Ðèþ$…_	1:177.1	prose no-rom
61	16		keys serve as a very good ma- nure to the coconut gardens.	ఎరువుగా పనికొస్తాయి. అందుచేత తోటల	ocr		GÆæÿ$Ðèþ#V> ç³°MöÝë¢Æÿ$$.  A…§æþ$^óþ™èþ ™ørË	1:193.7	prose no-rom
61	17		Therefore, the owners of those	యజమానులు వాటిని తమ తోటల్లో రాత్రి పూట	ocr		Äæý$fÐèþ*¯èþ$Ë$ Ðésìý° ™èþÐèþ$ ™ørÌZÏ Æ>{† ç³Nr	1:210.3	prose no-rom
61	18		gardens used to have them tied	కట్టివేయించుకుని, ఉచితంగా మేత వేసేవారు.	ocr		MæüsìýtÐóþÆÿ$$…^èþ$Mæü$°, E_™èþ…V> Ðóþ$™èþ ÐóþõÜÐéÆæÿ$.	1:226.9	prose no-rom
61	19		OVERALL in the gardens and feed them free.  In addition to this, they	అంతే కాదు; ఒక రాత్రికి ఒక గాడిదకు 20	ocr		A…™óþ M>§æþ$; JMæü Æ>{†Mìü JMæü V>yìþ§æþMæü$ 20	1:243.4	prose no-rom
61	20		REVIEW 1 used to pay twenty paise per	పైసల చొప్పున చెల్లించేవారు. ఆ విధంగా	ocr		ò³OçÜË ^öç³š¯èþ ^ðþÍÏ…^óþÐéÆæÿ$.  B Ñ«§æþ…V>	1:260.0	prose no-rom
61	21		donkey for one night.  Thus,	రంగాశెట్టి వేత ఖర్చు లేకుండా బాగా	ocr		Ææÿ…V>Ôðýsìýt Ðóþ$™èþ QÆæÿ$a ÌôýMæü$…yé »êV>	1:276.6	prose no-rom
61	22		without any maintenace expen- diture, Rangasetty could  earn	సంపాదించి, మరి 40 గాడిదలు కొన్నాడు.	ocr		çÜ…´ë¨…_, Ðèþ$Ç 40 V>yìþ§æþË$ Mö¯é²yæþ$.	1:293.2	prose no-rom
