lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
19	1	ÔóýÚë{¨	Please come in Mr. Ramarao. Be seated!	శేషాద్రి : రండి రామారావుగారూ! కూర్చోండి!	ocr		ÔóýÚë{¨ : Ææÿ…yìþ Æ>Ðèþ*Æ>Ðèþ#V>Ææÿ*! Mæü*Æøa…yìþ!	0:435.5;0:450.7	no-rom
19	2	Æ>Ðèþ*Æ>Ðèþ#	Your house is very nice, Sir! What is the rent?	రామారావు : మీ ఇల్లు చాలా బాగుందండీ! అద్దె ఎంత?	ocr		Æ>Ðèþ*Æ>Ðèþ# : Ò$ CË$Ï ^éÌê »êVæü$…§æþ…yîþ! A§ðþª G…™èþ?	0:481.1;0:496.4	no-rom
19	3	ÔóýÚë{¨	This is not a rented house.  It’s my own house.	శేషాద్రి : అద్దె ఇల్లు కాదండీ! సొంత ఇల్లే!	ocr		ÔóýÚë{¨ : A§ðþª CË$Ï M>§æþ…yîþ!  Ý÷…™èþ CÌôýÏ!	0:526.8;0:542.0	no-rom
19	4	Æ>Ðèþ*Æ>Ðèþ#	That’s why it is so nice.	రామారావు : అందుకే ఇంత బాగుంది.	ocr		Æ>Ðèþ*Æ>Ðèþ# : A…§æþ$Móü C…™èþ »êVæü$…¨.	0:572.5	no-rom
19	5	ÔóýÚë{¨	Sarada!  Come here.  See who he is.	శేషాద్రి : శారదా! ఇలారా! చూడు వీరు ఎవరో?	ocr		ÔóýÚë{¨ : ÔéÆæÿ§é!  CÌêÆ>!  ^èþ*yæþ$ ÒÆæÿ$ GÐèþÆø?	0:602.9;0:618.2	no-rom
19	6	ÔéÆæÿ§æþ	Oh! Mr. Ramarao! .  Is everybody at home fine.	శారద: ఓ రామారావుగారు కదూ! నమస్కారమండీ! ఇంట్లో అందరూ “బాగున్నారా?	ocr		ÔéÆæÿ§æþ : K!  Æ>Ðèþ*Æ>Ðèþ#V>Ææÿ$ Mæü§æþ*! ¯èþÐèþ$ÝëPÆæÿÐèþ$…yîþ!  C…sZÏ A…§æþÆæÿ* »êVæü$¯é²Æ>?	1:179.8;1:195.0;1:210.2	no-rom
19	7	Æ>Ðèþ*Æ>Ðèþ#	Yes.  Where is your child?	రామారావు : ఆ! మీ పాప ఏది?	ocr		Æ>Ðèþ*Æ>Ðèþ# : B!  Ò$ ´ëç³ H¨?	1:240.7	no-rom
19	8	ÔéÆæÿ§æþ	She is in the room. Papa! Come here.	శారద. : గదిలో ఉంది. పాపా ఇలారా!	ocr		ÔéÆæÿ§æþ : Væü¨ÌZ E…¨.  ´ë´ë CÌêÆ>!	1:271.1	no-rom
19	9	ÔóýÚë{¨	Sarada!  Give him coffee.	శేషాద్రి: శారదా! వారికి కాఫీ ఇవ్వు.	ocr		ÔóýÚë{¨ : ÔéÆæÿ§é!  ÐéÇMìü M>ïœ CÐèþ#Ó.	1:301.5	no-rom
19	10	ÔéÆæÿ§æþ	Please have this biscuits first.	శారద: ముందీ బిస్కెట్లు తీసుకోండి.	ocr		ÔéÆæÿ§æþ : Ðèþ$$…© ¼òÜPr$Ï ¡çÜ$Mø…yìþ.	1:332.0	no-rom
19	11	Æ>Ðèþ*Æ>Ðèþ#	Papa! What is your name?	రామారావు : ఏం పాపా! నీ పేరేమిటి?	ocr		Æ>Ðèþ*Æ>Ðèþ# : H… ´ë´ë!  ± õ³ÆóÿÑ$sìý?	1:362.4	no-rom
19	12	ÔóýÚë{¨	Tell uncle what your name is.	శేషాద్రి : మామయ్యగారికి నీ పేరేమిటో చెప్పు!	ocr		ÔóýÚë{¨ : Ðèþ*Ðèþ$Äæý$ÅV>ÇMìü ± õ³ÆóÿÑ$sZ ^ðþç³š!	1:392.9	no-rom
19	13	´ëç³	Lata.	పాప : లత.	ocr		´ëç³ : Ë™èþ.	1:423.3	no-rom
19	14	Æ>Ðèþ*	You are a nice child.  Come closer.  Come here.  Take this chocolates.  Sit beside me. See what is in this packet.	రామా : నువ్వు మంచిపాపవి. కొంచెం దగ్గరికి రామ్మా! ఇక్కడికి ర! ఈ చాక్లెట్లు తీసుకో! నా దగ్గర కూర్చో. ఈ పెట్టెలో ఏముందో చూడు.	ocr		Æ>Ðèþ* : ¯èþ$Ðèþ#Ó Ðèþ$…_´ëç³Ñ.  Mö…^ðþ… §æþVæüYÇMìü Æ>Ðèþ*Ã!  CMæüPyìþMìü Æ>!  D ^éMðüÏr$Ï ¡çÜ$Mø!  ¯é §æþVæüYÆæÿ Mæü*Æøa. D ò³sñýtÌZ HÐèþ$$…§ø ^èþ*yæþ$.	1:453.8;1:469.0;1:484.2;1:499.5	no-rom
19	15	ÔóýÚë{¨	Go dear!  Go to uncle.	శేషాద్రి : వెళ్ళమ్మా! మామయ్యగారి దగ్గరికి వెళ్ళు.	ocr		ÔóýÚë{¨ : ÐðþâæýåÐèþ*Ã!  Ðèþ*Ðèþ$Äæý$ÅV>Ç §æþVæüYÇMìü Ððþâæý$å.	1:529.9;1:545.1	no-rom
19	16	Æ>Ðèþ*	Lata!  Look at this doll. Is it fine?	రామా : అకా! ఈ బొమ్మ చూడు! బాగుందా?	ocr		Æ>Ðèþ* : Ë™é!  D »ŸÐèþ$Ã ^èþ*yæþ$! »êVæü$…§é?	1:575.6;1:590.8	no-rom
19	17	Ë™èþ	It is very fine.  For whom is this?	లత: చాలా బాగుంది. ఇది ఎవరికి?	ocr		Ë™èþ : ^éÌê »êVæü$…¨.  C¨ GÐèþÇMìü?	1:621.2	no-rom
19	18	Æ>Ðèþ*	It is for you!  Take it.  This biscuit is also for you.  eat it.	రామా : నీకే! తీసుకో, ఇదుగో, ఈ బిస్మెట్టు కూడా నీకే! తిను.	ocr		Æ>Ðèþ* : ±Móü!  ¡çÜ$Mø!  C§æþ$Vø, D ¼òÜPr$t Mæü*yé ±Móü!  †¯èþ$.	2:179.8;2:194.2	no-rom
19	19	´ëç³	I want the doll, but not the bis- cuit.  You please have the bis- cuit.	పాప. : నాకు బిస్కెట్టు ఒద్దు. బొమ్మకావాలి. 'బిస్మెట్టు మీరే తినండి!	ocr		´ëç³ : ¯éMæü$ ¼òÜPr$t J§æþ$ª.  »ŸÐèþ$Ã M>ÐéÍ. ¼òÜPr$t Ò$Æóÿ †¯èþ…yìþ!	2:222.2;2:236.4	no-rom
19	20	Æ>Ðèþ*	Why don’t you have the bis- cuit?	రామా : నీకు బిస్మెట్టు ఎందుకొద్దు?	ocr		Æ>Ðèþ* : ±Mæü$ ¼òÜPr$t G…§æþ$Mö§æþ$ª?	2:264.4	no-rom
19	21	´ëç³	I am not hungry now.	పాప: నావ ఇప్పుడు ఆకలి లేదు, అందుకు.	ocr		´ëç³ : ¯éMæü$ Cç³šyæþ$ BMæüÍ Ìôý§æþ$, A…§æþ$Mæü$.	2:292.4	no-rom
19	22	ÔéÆæÿ§æþ	Please take this coffee.	శారద 2. కాఫీ తీసుకోండి.	ocr		ÔéÆæÿ§æþ : M>ïœ ¡çÜ$Mø…yìþ.	2:320.6	no-rom
19	23	Æ>Ðèþ*	I don’t want this much coffee. Please take out (reduce) a little. I want some sugar.  Please don’t put that much.  A little is enough.	రామా 2 నాకు ఇంత కాఫీ వద్దు. కొంచెం తియ్యండి పంచదార కొంచెం కావాలి. అంతవెయ్యకుడి.. కొంచెం చాలు.	ocr		Æ>Ðèþ* : ¯éMæü$ C…™èþ M>ïœ Ðèþ§æþ$ª.  Mö…^ðþ… †Äæý$Å…yìþ.  ç³…^èþ§éÆæÿ Mö…^ðþ… M>ÐéÍ. A…™èþÐðþÄæý$ÅMæü…yìþ.  Mö…^ðþ… ^éË$.	2:348.6;2:362.6;2:376.6	no-rom
19	24	ÔóýÚë{¨	Please tell me your Ravi’s ad- dress.  Sarada!  write Ravi’s address in the diary.	శేషాద్రి : మీ రవి అడ్రసు చెప్పండి. శారదా! డైరీలో రవి అడ్రసు రాయి!	ocr		ÔóýÚë{¨ : Ò$ ÆæÿÑ A{yæþçÜ$ ^ðþç³µ…yìþ.  ÔéÆæÿ§é! yðþOÈÌZ ÆæÿÑ A{yæþçÜ$ Æ>Æÿ$$!	2:404.6;2:418.8	no-rom
19	25	ÔéÆæÿ§æþ	Where is your diary?  It is not here.	శారద : ఏదీ మీ డైరీ? ఇక్కడ లేదు.	ocr		ÔéÆæÿ§æþ : H© Ò$ yðþOÈ?  CMæüPyæþ Ìôý§æþ$.	2:446.8	no-rom
19	26	ÔóýÚë{¨	See if it is in the drawer.	శేషాద్రి: సారుగులో ఉందేమో చూడు.	ocr		ÔóýÚë{¨ : Ý÷Ææÿ$Væü$ÌZ E…§óþÐðþ* ^èþ*yæþ$.	2:474.8	no-rom
19	27	ÔéÆæÿ§æþ	Yes, it is.  Mr. Ramarao, Tell me.	శారద: ఉంది. చెప్పండి రామారావుగారూ!	ocr		ÔéÆæÿ§æþ : E…¨.  ^ðþç³µ…yìþ Æ>Ðèþ*Æ>Ðèþ#V>Ææÿ*!	2:503.0	no-rom
19	28	Æ>Ðèþ*	28, Police station street, Kottapeta, Guntur.	రామా : 28, పోలీసు స్టేషను వీథి కొత్తపేట, గుంటూరు.	ocr		Æ>Ðèþ* : 28, ´ùÎçÜ$ õÜtçÙ¯èþ$ Ò¤, Mö™èþ¢õ³r, Væü$…r*Ææÿ$.	2:531.0;2:545.0	no-rom
19	29	ÔóýÚë{¨	Sarada!  Please underline that address.  Lakshmi!  Take away this coffee cup.  Keep it on that table.	శేషాద్రి : శారదా! ఆ అడ్రసు కింద గీతగియ్యి. లక్ష్మీ! ఇకృజ్ణించి కాఫీ కప్పు తియ్యి. ఆ బల్లమీద పెట్టు.	ocr		ÔóýÚë{¨ : ÔéÆæÿ§é!  B A{yæþçÜ$ Mìü…§æþ X™èþWÆÿ$$Å. ËMîü‡!  CMæüP×ìý~…_ M>ïœ Mæüç³š †Æÿ$$Å. B ºËÏÒ$§æþ ò³r$t.	2:573.0;2:587.4;2:601.8	no-rom
19	30	ÔéÆæÿ§æþ	Lakshmi!  Where are you? Come quikly.  Don’t pluck the flowers now.  Water that rose plants first. After that, you pluck the flowers.	శారద : లక్ష్మీ! ఎక్కడున్నావు. తొందరగా ర. ఇప్పుడు పూలు కొయ్యకు. ముందు గులాబీ మొక్కలకు నీళ్లు 'పాయ్యి. తర్వాత పూలు కొయ్యి.	ocr		ÔéÆæÿ§æþ : ËMîü‡!  GMæüPyæþ$¯é²Ðèþ#.  ™ö…§æþÆæÿV> Æ>!  Cç³šyæþ$ ç³NË$ MöÄæý$ÅMæü$. Ðèþ$$…§æþ$ Væü$Ìê½ Ððþ$$MæüPËMæü$ ±âæý$Ï ´÷Æÿ$$Å. ™èþÆ>Ó™è  ç³NË$ MöÆÿ$$Å.	3:179.8;3:195.0;3:210.2;3:225.4	no-rom
19	31	´ëç³	You know there is a play at 6.30, father!  Let’s start.	పాప: ఆరున్నరకు నాటకం ఉంది కదా నాన్నగారూ! బయల్దేరండి.	ocr		´ëç³ : BÆæÿ$¯èþ²ÆæÿMæü$ ¯érMæü… E…¨ Mæü§é, ¯é¯èþ²V>Ææÿ*!  ºÄæý$ÌôýªÆæÿ…yìþ.	3:255.9;3:271.1	no-rom
