lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
14	1	Ææÿ†Æ>ÐŒþ$	Mr. Ningayya!  What is there in this box?	'రతిరామ్‌: నింగయ్యగారూ! ఈ పెట్టెలో ఏం ఉంది?	ocr		Ææÿ†Æ>ÐŒþ$: °…VæüÄæý$ÅV>Ææÿ*!  D ò³sñýtÌZ H… E…¨?	0:445.6;0:460.2	no-rom
14	2	°…VæüÄæý$Å	There is a bottle, sir!	నింగయ్య: సీసా ఉన్నదండీ!	ocr		°…VæüÄæý$Å: ïÜÝë E¯èþ²§æþ…yîþ!	0:489.9	no-rom
14	3	Ææÿ†Æ>ÐŒþ$	What is there in the bottle?	రతిరామ్‌: సీసాలో ఏం ఉంది?	ocr		Ææÿ†Æ>ÐŒþ$: ïÜÝëÌZ H… E…¨?	0:519.5	no-rom
14	4	°…VæüÄæý$Å	Mandu.	నింగయ్య: మందు.	ocr		°…VæüÄæý$Å: Ðèþ$…§æþ$.	0:549.1	no-rom
14	5	Ææÿ†Æ>ÐŒþ$	What does mandu mean?	'రతిరామ: మందు అంటే ఏమిటి?	ocr		Ææÿ†Æ>ÐŒþ$: Ðèþ$…§æþ$ A…sôý HÑ$sìý?	0:578.7	no-rom
14	6	°…VæüÄæý$Å	Mandu means medicine in medicine. English.	నింగయ్యః మందు అంటే ఇంగ్లీషులో	ocr		°…VæüÄæý$Å: Ðèþ$…§æþ$ A…sôý C…XÏçÙ$ÌZ	0:608.4	no-rom
14	7	Ææÿ†Æ>ÐŒþ$	I see!  For whom?  Is it for you?	'రతిరామ్‌: అలాగా! మందు ఎవరికి? నీకా?	ocr		Ææÿ†Æ>ÐŒþ$: AÌêV>!  Ðèþ$…§æþ$ GÐèþÇMìü?  ±M>?	1:179.8	no-rom
14	8	°…VæüÄæý$Å	This medicine is not for me.  It is for my uncle.	నింగయ్యః ఈ వందు నాకు కాదు; మా బాబాయి గారికి.	ocr		°…VæüÄæý$Å: D Ðèþ$…§æþ$ ¯éMæü$ M>§æþ$; Ðèþ* »ê»êÆÿ$$ V>ÇMìü.	1:210.2;1:225.4	no-rom
14	9	Ææÿ†Æ>ÐŒþ$	Why?  (Does he have) fever?	'రతిరామ్‌: ఎందుకు? జ్వరమా?	ocr		Ææÿ†Æ>ÐŒþ$: G…§æþ$Mæü$?  fÓÆæÿÐèþ*?	1:255.9	no-rom
14	10	°…VæüÄæý$Å	Not fever; stomachache.  This medicine is very good for stomachache.	నింగయ్యః జ్వరం కాదు; కడుపులో నొప్పి. కడుపులో నొప్పికి ఈ మందు చాలా మంచిది.	ocr		°…VæüÄæý$Å: fÓÆæÿ… M>§æþ$; Mæüyæþ$ç³#ÌZ ¯öí³µ. Mæüyæþ$ç³#ÌZ ¯öí³µMìü D Ðèþ$…§æþ$ ^éÌê Ðèþ$…_¨.	1:286.3;1:301.5;1:316.8	no-rom
14	11	Ææÿ†Æ>ÐŒþ$	There the master (is coming)! Namaskaram sir! Namaskaram. Hello, Mr. Ningayya!  Who has the stomachache?	రతిరామ్‌ : అడుగో మాష్టరుగారు. నమస్మాయండ్నీ 'రామనరసింహం : నమస్కారం. ఏమండీ నింగయ్య గారూ! ఎవరికి కడుపులో నెప్పి?	ocr		Ææÿ†Æ>ÐŒþ$ : AÆæÿ$Vø Ðèþ*çÙtÆæÿ$V>Ææÿ$.  ¯èþÐèþ$ÝëPÆæÿÐèþ$…yîþ! Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : ¯èþÐèþ$ÝëPÆæÿ….  HÐèþ$…yîþ °…VæüÄæý$Å V>Ææÿ*!  GÐèþÇMìü Mæüyæþ$ç³#ÌZ ¯ðþí³µ?	1:347.2;1:377.7;1:392.9	no-rom
14	12	°…VæüÄæý$Å	My uncle. Which uncle is this?  Is he your father’s younger brother?	నింగయ్య : మా బాబాయిగారికి. 'రామనరసింహం : బాబాయిగారు అంటే ఎవరు? మీ నాన్నగారి తమ్ముడా?	ocr		°…VæüÄæý$Å : Ðèþ* »ê»êÆÿ$$V>ÇMìü. Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : »ê»êÆÿ$$V>Ææÿ$ A…sôý GÐèþÆæÿ$? Ò$ ¯é¯èþ²V>Ç ™èþÐèþ$$Ãyé?	1:423.3;1:453.8;1:469.0	no-rom
14	13	°…VæüÄæý$Å	No, sir!  My aunt’s husband. Aunt?  You mean your mother’s sister?	నింగయ్య : కాదండీ. మా పిన్నిగారి భర్త. రామనరసింహం : పిన్ని అంటే మీ అమ్మగారి చెల్లెలా?	ocr		°…VæüÄæý$Å : M>§æþ…yîþ.  Ðèþ* í³°²V>Ç ¿æýÆæÿ¢. Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : í³°² A…sôý Ò$ AÐèþ$ÃV>Ç ^ðþÌñýÏÌê?	1:499.5;1:529.9;1:545.1	no-rom
14	14	°…VæüÄæý$Å	Yes, sir!	నింగయ్య : అవునండీ.	ocr		°…VæüÄæý$Å : AÐèþ#¯èþ…yîþ.	1:575.6	no-rom
14	15	Ææÿ†Æ>ÐŒþ$	I too have stomachache.	'రతిరామ్‌ : నాకు కూడా కడుపులో నెప్పి.	ocr		Ææÿ†Æ>ÐŒþ$ : ¯éMæü$ Mæü*yé Mæüyæþ$ç³#ÌZ ¯ðþí³µ.	1:606.0	no-rom
14	16	ÔèýÆæÿÃ	I have headache.  And fever too.	శర్మ: నాకు తలనొప్పి; జ్వరం కూడా ఊది.	ocr		ÔèýÆæÿÃ : ¯éMæü$ ™èþË¯öí³µ; fÓÆæÿ… Mæü*yé E…¨.	2:179.8	no-rom
14	17	»ñý¯èþÈj	I don’t have headache.  But I have earache.	బెనర్జీ :. నాకు తలనొప్పి లేదు. చెవిలో నెప్పి.	ocr		»ñý¯èþÈj : ¯éMæü$ ™èþË¯öí³µ Ìôý§æþ$. ^ðþÑÌZ ¯ðþí³µ.	2:210.2	no-rom
14	18	°…VæüÄæý$Å	Good!  All of you take this medicine. All right. Now listen to the lesson.	'నింగయ్య : బాగుంది. అందరూ ఈ మందు తీసుకోండి. రామనరసింహం : సరే! ఇక పాఠం వినండి.	ocr		°…VæüÄæý$Å : »êVæü$…¨.  A…§æþÆæÿ* D Ðèþ$…§æþ$ ¡çÜ$Mø…yìþ. Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : çÜÆóÿ!  CMæü ´ëuæÿ… Ñ¯èþ…yìþ.	2:240.7;2:255.9;2:286.3	no-rom
14	19	Ææÿ†Æ>ÐŒþ$	Sir!  What is your native place? Amaravati.	'రతిరామ్‌ : మాష్టరుగారూ! మీది ఏ ఊరండీ? రామనరసింహం : మాది అమరావతి.	ocr		Ææÿ†Æ>ÐŒþ$ : Ðèþ*çÙtÆæÿ$V>Ææÿ*!  Ò$¨ H FÆæÿ…yîþ? Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : Ðèþ*¨ AÐèþ$Æ>Ðèþ†.	2:316.8;2:347.2	no-rom
14	20	Ææÿ†Æ>ÐŒþ$	In which state is it? It is in Guntur District in Andhra Pradesh.	'రతిరామ్‌ : అది ఏ రాష్ట్రంలో ఉందండీ? రామనరసింహం : ఆంధ్రప్రదేశ్‌లో గుంటూరు. జిల్లాలో ఉందండీ.	ocr		Ææÿ†Æ>ÐŒþ$ : A¨ H Æ>çÙ‰…ÌZ E…§æþ…yîþ? Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : B…{«§æþ{ç³§óþÔŒýÌZ Væü$…r*Ææÿ$ hÌêÏÌZ E…§æþ…yîþ.	2:377.7;2:408.1;2:423.3	no-rom
14	21	Ææÿ†Æ>ÐŒþ$	What (attractions) are there in your town? There are Siva temple and Buddhist Stupa.	రతిరామ్‌ : మీ ఊళ్ళు ఏమేం ఉన్నాయి? రామనరసింహం : శివాలయం, బౌద్దస్తూపం ఉన్నాయి.	ocr		Ææÿ†Æ>ÐŒþ$ : Ò$ FâZå HÐóþ$… E¯é²Æÿ$$? Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : ÕÐéËÄæý$…, »o§æþ®çÜ*¢ç³… E¯é²Æÿ$$.	2:453.8;2:484.2;2:499.5	no-rom
14	22	Ææÿ†Æ>ÐŒþ$	What else are there? The river Krishna.  There is also a museum.	'రతిరామ్‌ : ఇంకా ఏమేం ఉన్నాయండీ? 'రామనరసింహం : కృష్ణానది ఉంది. మ్యూజియం కూడా ఉంది.	ocr		Ææÿ†Æ>ÐŒþ$ : C…M> HÐóþ$… E¯é²Äæý$…yîþ? Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : Mæü–Úë~¯èþ¨ E…¨.  Ðèþ$*ÅhÄæý$… Mæü*yé E…¨.	2:529.9;2:560.3;2:575.6	no-rom
14	23	Ææÿ†Æ>ÐŒþ$	Is there a rail connection to your town? No.  There is only bus connection.	రతిరామ్‌ : మీ ఊరికి రైలు ఉందా? 'రామనరసింహం : రైలు లేదు; బస్సు మాత్రమే ఉంది.	ocr		Ææÿ†Æ>ÐŒþ$ : Ò$ FÇMìü ÆðÿOË$ E…§é? Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : ÆðÿOË$ Ìôý§æþ$; ºçÜ$Þ Ðèþ*{™èþÐóþ$ E…¨.	2:606.0;3:179.6;3:194.2	no-rom
14	24	Ææÿ†Æ>ÐŒþ$	Is there telephone connection to your town? Yes, there is.  Where is your (native) town?	రతిరామ్‌ : మీ ఊరికి ఫోను ఉందా? రామనరసింహం : ఉంది. మీ ఊరు ఎక్కడ ఉందండీ?	ocr		Ææÿ†Æ>ÐŒþ$ : Ò$ FÇMìü ¸ù¯èþ$ E…§é? Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : E…¨.  Ò$ FÆæÿ$ GMæüPyæþ E…§æþ…yîþ?	3:223.8;3:253.4;3:268.2	no-rom
14	25	Ææÿ†Æ>ÐŒþ$	My (native) town is in Haryana. Yes, you are a Haryana person, aren’t you?  How many of you are Haryana people? How many Kerala persons?  and how many Orissa persons?	రతిరామ్‌ : మా ఊరు హర్యానాలో ఉంది 'రామనరసింహం : అవును, మీరు హర్యానా- వారు కదూ! మీలో ఎంతమంది హర్యానా వాళ్ళు? ఎంతమంది కేరళ-. వాళ్ళు? ఎంతమంది ఒరిస్సావాళ్ళు?	ocr		Ææÿ†Æ>ÐŒþ$ : Ðèþ* FÆæÿ$ çßýÆ>Å¯éÌZ E…¨ Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : AÐèþ#¯èþ$, Ò$Ææÿ$ çßýÆ>Å¯é& ÐéÆæÿ$ Mæü§æþ*!  Ò$ÌZ G…™èþÐèþ$…¨ çßýÆ>Å¯é Ðéâæý$å? G…™èþÐèþ$…¨ MóüÆæÿâæý& Ðéâæý$å? G…™èþ-Ðèþ$…¨ JÇÝëÞÐéâæý$å?	3:297.9;3:327.5;3:342.3;3:357.1;3:371.7	no-rom
14	26	Ðèþ$–™èþ$Å…fÄŒý$	Amongst us I am the one Orissa person.  He is a Keralite. Mukharjee!  you are a Bengali, aren’t you?	మృత్యుంజయ్‌ : మాలో నేను ఒకణ్ణి ఒరిస్సా వాణ్ణి. ఆయన కేరళవాడు. ముఖర్జీ నువ్వు బెంగాలీవాడివి కదూ! =	ocr		Ðèþ$–™èþ$Å…fÄŒý$ : Ðèþ*ÌZ ¯óþ¯èþ$ JMæü×ìý~ JÇÝëÞ Ðé×ìý~.  BÄæý$¯èþ MóüÆæÿâæýÐéyæþ$.  Ðèþ$$QÈj ¯èþ$Ðèþ#Ó »ñý…V>ÎÐéyìþÑ Mæü§æþ*! þ	3:401.4;3:416.2;3:431.0	no-rom
14	27	Ðèþ$$QÈj	Yes.	ముఖర్జీ : అవును.	ocr		Ðèþ$$QÈj : AÐèþ#¯èþ$.	3:460.6	no-rom
14	28	Ðèþ$–™èþ$Å…fÄŒý$	The remaining persons are Haryana people. Then, the remaining ten persons are Haryana people.	మృత్యుంజయ్‌ : తక్కిన వాళ్ళు హర్యానావాళ్ళు. రామనరసింహం : అయితే తక్కిన పదిమంది. 'హర్యానావాళ్ళు అన్నమాటి.	ocr		Ðèþ$–™èþ$Å…fÄŒý$ : ™èþMìüP¯èþ Ðéâæý$å çßýÆ>Å¯éÐéâæý$å. Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : AÆÿ$$™óþ ™èþMìüP¯èþ ç³¨Ðèþ$…¨ çßýÆ>Å¯éÐéâæý$å A¯èþ²Ðèþ*r.	3:490.3;3:519.9;3:534.5	no-rom
