guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
I28973cb76226	62	1		As there were no adequate P. S. Gopalakrishna	ఒక గ్రామంలో వైద్య సౌకర్యాలు	ocr		JMæü {V>Ðèþ$…ÌZ ÐðþO§æþÅ ÝûMæüÆ>ÅË$	0:420.2	prose no-rom
Id1bb415e8825	62	2		medical facilities in a village, the Chandamama , July 1976.)	అంతగా లేకపోవటం వల్ల అక్కడివారు ఎంతో	ocr		A…™èþV> ÌôýMæü´ùÐèþr… ÐèþËÏ AMæüPyìþÐéÆæÿ$ G…™ø	0:436.8	prose no-rom
I186a908eabec	62	3		people there used to suffer a lot.	ఇబ్బంది పడుతూ ఉండేవారు. ఒక సారి ఒక	ocr		Cº¾…¨ ç³yæþ$™èþ* E…yóþÐéÆæÿ$.  JMæü ÝëÇ JMæü	0:453.3	prose no-rom
I939aa777cc29	62	4		One Sanyasi visited that place and on seeing their suffierings felt	సన్యాసి ఆ గ్రామానికి వచ్చి అక్కడివారి	ocr		çÜ¯éÅíÜ B {V>Ðèþ*°Mìü Ðèþ_a AMæüPyìþÐéÇ	0:469.9	prose no-rom
Id25268cbc8c4	62	5		and on seeing their suffierings felt sad and got a hospital built for	పరిస్టితి చూసి బాధపడి ఒక వైద్యశాల	ocr		ç³ÇíÜ¦† ^èþ*íÜ »ê«§æþç³yìþ JMæü ÐðþO§æþÅÔéË	0:486.5	prose no-rom
Id7d4b8ea8924	62	6		them.  He left his disciples there	కట్టించాడు. బీదలకు సాయపడే ఉద్దేశంతో	ocr		Mæüsìýt…^éyæþ$.  ½§æþËMæü$ ÝëÄæý$ç³yóþ E§óþªÔèý…™ø	0:503.1	prose no-rom
I86a39cb41212	62	7		in the hospital with an intention	తన శిష్యులను ఉంచి అక్కడ ఉచితంగా వైద్యం	ocr		™èþ¯èþ ÕçÙ$ÅË¯èþ$ E…_ AMæüPyæþ E_™èþ…V> ÐðþO§æþÅ…	0:519.6	prose no-rom
I65cb6968ea10	62	8		to help the poor with free medi- cal aid.	చేసే ఏర్పాట్లు చేసి వెళ్ళిపోయాడు.	ocr		^óþõÜ HÆ>µr$Ï ^óþíÜ Ððþãå´ùÄæý*yæþ$.	0:536.2	prose no-rom
Ifd63c344f41f	62	9		The hospital could be useful	ఆ వైద్యశాల ఆ గ్రామస్థులకే కాక	ocr		B ÐðþO§æþÅÔéË B {V>Ðèþ$çÜ$¦ËMóü M>Mæü	0:569.4	prose no-rom
Id304c7305d54	62	10		not only to the people of that	ఇరుగు-పారుగు ఊళ్ళలో వారికి కూడా	ocr		CÆæÿ$Væü$&´÷Ææÿ$Væü$ FâæýåÌZ ÐéÇMìü Mæü*yé	0:585.9	prose no-rom
