lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
51	1	ÆæÿÐèþ$	Vimala!  I think we have to go to Hyderabad this year also.	రమ. : విమలా ఈ సంవత్సరం కూడా మనం హైదరాబాదు పోవాలనుకుంటాను.	ocr		ÆæÿÐèþ$ : ÑÐèþ$Ìê! D çÜ…Ðèþ™èþÞÆæÿ… Mæü*yé Ðèþ$¯èþ… òßýO§æþÆ>»ê§æþ$ ´ùÐéË¯èþ$Mæü$…sê¯èþ$.	0:454.7;0:470.8	no-rom
51	2	ÑÐèþ$Ë	Yes. Saroja also said this yesterday.  She further told that our programme was arranged in 'Ravindra Bharati'.  The programmes there start on 6th January every year.  Don't they?	విమల : అవును. నిన్న ఈ మాటే సరోజ చెప్పింది. “రవీంద్రభారతి'లో మన ప్రోగ్రాం ఏర్పాటు చేశారని గూడా చెప్పింది. ప్రతి సంవత్సరం జనవరి ఆరో తారీకు మొదలవు- తాయి గదూ అక్కడ కార్యక్రమాలు?	ocr		"ÑÐèþ$Ë : AÐèþ#¯èþ$.  °¯èþ² D Ðèþ*sôý çÜÆøf ^ðþí³µ…¨.  ""ÆæÿÒ…{§æþ¿êÆæÿ†'ÌZ Ðèþ$¯èþ {´ù{V>… HÆ>µr$ ^óþÔéÆæÿ° Væü*yé ^ðþí³µ…¨.  {ç³† çÜ…Ðèþ™èþÞÆæÿ… f¯èþÐèþÇ BÆø ™éÈMæü$ Ððþ$$§æþËÐèþ#& ™éÆÿ$$ Væü§æþ* AMæüPyæþ M>ÆæÿÅ{MæüÐèþ*Ë$?"	0:503.1;0:519.2;0:535.3;0:551.5;0:567.6;0:583.7	no-rom
51	3	ÆæÿÐèþ$	Yes.  But last year they started late.  We can spend time happily/comfortably with Sarala this year also as we did last year.	రమ: అవును. కాని నిరుడు ఆలస్యంగా మొదలుపెట్టారు. పోయిన సంవత్సరం లాగా ఈ సంవత్సరం గూడా మనం హైదరాబాదులో సరళతో హాయిగా కాలక్షేపం చెయ్యవచ్చు.	ocr		ÆæÿÐèþ$ : AÐèþ#¯èþ$.  M>° °Ææÿ$yæþ$ BËçÜÅ…V> Ððþ$$§æþË$ò³sêtÆæÿ$.  ´ùÆÿ$$¯èþ çÜ…Ðèþ™èþÞÆæÿ… ÌêV> D çÜ…Ðèþ™èþÞÆæÿ… Væü*yé Ðèþ$¯èþ… òßýO§æþÆ>»ê§æþ$ÌZ çÜÆæÿâæý™ø àÆÿ$$V> M>Ë„óüç³… ^ðþÄæý$ÅÐèþ^èþ$a.	0:616.0;0:631.9;1:160.3;1:176.2;1:192.4	no-rom
51	4	ÑÐèþ$Ë	Sarala may not be there this year.	విమల : ఈ సంవత్సరం సరళ అక్కడ ఉండక- పోవచ్చు.	ocr		ÑÐèþ$Ë : D çÜ…Ðèþ™èþÞÆæÿ… çÜÆæÿâæý AMæüPyæþ E…yæþMæü& ´ùÐèþ^èþ$a.	1:224.4;1:240.3	no-rom
51	5	ÆæÿÐèþ$	Why?	రమ: ఏం?	ocr		ÆæÿÐèþ$ : H…?	1:272.4	no-rom
51	6	ÑÐèþ$Ë	She wrote (to me) that her husband might get a transfer this month. Did she write that he might get or he would get	విమల : వాళ్ళ ఆయనకు ఈ నెలలో ట్రాన్స్‌ఫర్‌ కావచ్చు అని రాసింది. అని రాసిందా?	ocr		ÑÐèþ$Ë : Ðéâæýå BÄæý$¯èþMæü$ D ¯ðþËÌZ {sê¯ŒþÞçœÆŠÿ M>Ðèþ^èþ$a A° Æ>íÜ…¨. M>Ðèþ^èþ$a AÐèþ#™èþ$…¨ çÆæÿÐèþ$ : A° Æ>íÜ…§é? A° Æ>íÜ…§é?	1:304.4;1:320.5;1:352.0;1:352.6;1:368.5	no-rom
51	7	ÑÐèþ$Ë	She wrote that she could not be sure of it, and that he might be transferred.	విమల : గట్టిగా చెప్పలేం; ట్రాన్స్‌ఫర్‌ కావచ్చు అని రాసింది.	ocr		ÑÐèþ$Ë : VæüsìýtV> ^ðþç³µÌôý…; {sê¯ŒþÞçœÆŠÿ M>Ðèþ^èþ$a A° Æ>íÜ…¨.	1:400.5;1:416.4	no-rom
51	8	ÆæÿÐèþ$	May be also means may not be .  Can't we take it like that?	రమ. : కావచ్చు అంటే కాకపోవచ్చు అని కూడా మనం అనుకోవచ్చు గదా!	ocr		ÆæÿÐèþ$ : M>Ðèþ^èþ$a A…sôý M>Mæü´ùÐèþ^èþ$a A° Mæü*yé Ðèþ$¯èþ… A¯èþ$MøÐèþ^èþ$a Væü§é!	1:448.5;1:464.6	no-rom
51	9	ÑÐèþ$Ë	Let us take it like that.  We will write a letter to her one week before  we  leave  for Hyderabad.  Would Saroja have reserved for our Bangalore programme?	విమల :_ అలాగే అనుకుందాం. మనం హైద- 'రాబాదుకు పోయే రోజుకు ఒక వారం ముందు ఉత్తరం రాద్దాం... సరోజ మన బెంగుళూరు. ప్రయాణానికి రిజర్వేషన్లు చేసి ఉంటుందా?	ocr		ÑÐèþ$Ë : AÌêVóü A¯èþ$Mæü$…§é….  Ðèþ$¯èþ… òßýO§æþ& Æ>»ê§æþ$Mæü$ ´ùÄôý$ ÆøkMæü$ JMæü ÐéÆæÿ… Ðèþ$$…§æþ$ E™èþ¢Ææÿ… Æ>§éª….  çÜÆøf Ðèþ$¯èþ »ñý…Væü$âæý*Ææÿ$ {ç³Äæý*×ê°Mìü ÇfÆóÿÓçÙ¯èþ$Ï ^óþíÜ E…r$…§é?	1:496.6;1:512.5;1:528.7;1:544.6;1:560.7	no-rom
51	10	ÆæÿÐèþ$	She might not have done yet.	రమ. : ఇంకా చేసి ఉండకపోవచ్చు.	ocr		ÆæÿÐèþ$ : C…M> ^óþíÜ E…yæþMæü´ùÐèþ^èþ$a.	1:592.7	no-rom
51	11	ÑÐèþ$Ë	No.  She said she would do it at 10 a.m. itself.  She also said that she would come here now. She might be coming.  Look, she came as we thought of her.	విమల : కాదు. ఉదయం పది గుటలకే చేస్తాను అన్నది. ఇప్పుడు ఇక్సడికి వస్తానని గూడా చెప్పింది. వస్తూ ఉండవచ్చు. అదుగో మాటలలొనే వచ్చింది.	ocr		ÑÐèþ$Ë : M>§æþ$.  E§æþÄæý$… ç³¨ Væü…rËMóü ^óþÝë¢¯èþ$ A¯èþ²¨.  Cç³šyæþ$ CMæüPyìþMìü ÐèþÝë¢¯èþ° Væü*yé ^ðþí³µ…¨.  ÐèþçÜ*¢ E…yæþÐèþ^èþ$a. A§æþ$Vø, Ðèþ*rËÌZ¯óþ Ðèþ_a…¨.	1:624.8;1:640.9;2:160.3;2:176.2	no-rom
51	12	çÜÆøf	Our journey is in the early morning tomorrow.  I got the (seat) reservations also done. We must get up (wake up) in the early morning at 4 a.m. by setting the alarm.  The train is at 5-30 (a.m.).	సరోజ : రేపు తెల్లవారుజామునే వున ప్రయాణం... రిజర్వేషన్లు కూడా చేయించాను. అలారం పెట్టుకొని తెల్లవారుజామున నాలుగింటికి లేవాలి. రైలు ఐదున్నరకు.	ocr		çÜÆøf : Æóÿç³# ™ðþËÏÐéÆæÿ$gêÐèþ$$¯óþ Ðèþ$¯èþ {ç³Äæý*×ý….  ÇfÆóÿÓçÙ¯èþ$Ï Mæü*yé ^óþÆÿ$$…^é¯èþ$.  AÌêÆæÿ… ò³r$tMö° ™ðþËÏÐéÆæÿ$-gêÐèþ$$¯èþ ¯éË$W…sìýMìü ÌôýÐéÍ.  ÆðÿOË$ I§æþ$¯èþ²ÆæÿMæü$.	2:209.4;2:225.3;2:241.0;2:256.7;2:272.3	no-rom
51	13	ºçÜÐèþÄæý$Å	Mr. Narasimharao!  I am planning to buy this house. Please see how it is.	బసవయ్య : నరసింహారావుగారూ! నేను ఈ ఇల్లు కొనాలి అనుకుంటున్నాను. ఎట్లా ఉందో చూడండి.	ocr		ºçÜÐèþÄæý$Å :  ¯èþÆæÿíÜ…àÆ>Ðèþ#V>Ææÿ*!  ¯óþ¯èþ$ D CË$Ï Mö¯éÍ A¯èþ$Mæü$…r$¯é²¯èþ$. GsêÏ E…§ø ^èþ*yæþ…yìþ.	2:325.8;2:341.5;2:357.2	no-rom
51	14	¯èþÆæÿíÜ…àÆ>Ðèþ#	Whose house is this? I am  told my husband has to go to work to- morrow at 4 a.m. itself!	నరసింహారావు. : ఇది ఎవరి ఇల్లు? మా ఆయన రేపు తెల్లవారుజామున నాలుగింటికే డ్యూటీ కెళ్ళాలట పెన్నిగారూ!,	ocr		¯èþÆæÿíÜ…àÆ>Ðèþ#  :  C¨ GÐèþÇ CË$Ï? Ðèþ* BÄæý$¯èþ Æóÿç³# ™ðþËÏÐéÆæÿ$gêÐèþ$$¯èþ ¯éË$W…sìýMóü yæþ*Åsîý MðüâêåËr í³°²V>Ææÿ*!	2:388.4;2:427.6;2:441.3	no-rom
51	15	ºçÜ.	We (I) don't know whose house it is.	బస... : ఎవరిదో మనకు తెలియదు.	ocr		ºçÜ. : GÐèþÇ§ø Ðèþ$¯èþMæü$ ™ðþÍÄæý$§æþ$.	3:159.9	no-rom
51	16	¯èþÆæÿ.	How much will they sell it for?	నర... : ఎంతకు అమ్ముతారట?	ocr		¯èþÆæÿ. : G…™èþMæü$ AÐèþ$$Ã™éÆæÿr?	3:191.9	no-rom
