guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
I24f15a19da80	8	1	AÆæÿ$×ý	Hello, Madam! How are you doing?	అరుణ : ఏమండీ! బాగున్నారా!	ocr		AÆæÿ$×ý : HÐèþ$…yîþ! »êVæü$¯é²Æ>!	0:447.0	no-rom
Id58e08c54668	8	2	MæüÆæÿ$×ý	Come on, Aruna! How are you? Are you fine?	కరుణ : రా అరుణా! నువ్వెలా ఉన్నావు? “బాగున్నావా?	ocr		MæüÆæÿ$×ý : Æ> AÆæÿ$×ê! ¯èþ$ÐðþÓÌê E¯é²Ðèþ#? »êVæü$¯é²Ðé?	0:477.5;0:492.7	no-rom
I8681ccb6a1ac	8	3	AÆæÿ$×ý	I am fine. Are all of you fine?	అరుణ : బాగున్నాను. మీరందరూ బాగున్నారా?	ocr		AÆæÿ$×ý :  »êVæü$¯é²¯èþ$. Ò$Ææÿ…§æþÆæÿ* »êVæü$¯é²Æ>?	0:523.2	no-rom
I89b847a8f4cd	8	4	MæüÆæÿ$×ý	Yes!  How is your father?	కరుణ : ఆ| మీ నాన్నగారెలా ఉన్నారు?	ocr		MæüÆæÿ$×ý : B! Ò$ ¯é¯èþ²V>ÆðÿÌê E¯é²Ææÿ$?	0:553.6	no-rom ocr-suspect
Iba03eacacbc6	8	5	AÆæÿ$×ý	He is fine.	అరుణ : బాగున్నారు.	ocr		AÆæÿ$×ý : »êVæü$¯é²Ææÿ$.	0:584.0	no-rom
Idad53f1a9109	8	6	MæüÆæÿ$×ý	Sit. How is your younger brother?	కరుణ : కూర్చో. మీ తమ్ముడెలా ఉన్నాడు?	ocr		MæüÆæÿ$×ý : Mæü*Æøa. Ò$ ™èþÐèþ$$ÃyðþÌê E¯é²yæþ$?	0:614.5	no-rom
I027f015276a3	8	7	AÆæÿ$×ý	He is fine. How is your baby?	అరుణ : బాగున్నాడు. మీ పాప బాగుందా?	ocr		AÆæÿ$×ý : »êVæü$¯é²yæþ$. Ò$ ´ëç³ »êVæü$…§é?	1:179.8	no-rom
Ied9a85d1eb21	8	8	´ëç³	I am fine. Please don't sit in that chair. That is not all-right. Please sit in this chair.	'పాప : బాగున్నానండీ! ఆ కుర్చీలో కూర్చోకండి.. అది సరిగా లేదు. ఈ కుర్చీలో కూర్చోండి.	ocr		´ëç³ : »êVæü$¯é²¯èþ…yîþ! B Mæü$ÈaÌZ Mæü*ÆøaMæü…yìþ. A¨ çÜÇV> Ìôý§æþ$. D Mæü$ÈaÌZ Mæü*Æøa…yìþ.	1:210.2;1:225.4;1:240.7	no-rom
If073ffdb894f	8	9	AÆæÿ$×ý	Papa! come here. Take this doll.	అరుణ : పాపా! ఇలారా! ఈ బొమ్మ తీసుకో.	ocr		AÆæÿ$×ý : ´ë´ë! CÌêÆ>! D »ŸÐèþ$Ã ¡çÜ$Mø.	1:271.1	no-rom
Ib9c3f1f99d58	8	10	MæüÆæÿ$×ý	Go! Take it!	కరుణ : వెళ్లు తీసుకో.	ocr		MæüÆæÿ$×ý : Ððþâæý$Ï, ¡çÜ$Mø.	1:301.5	no-rom
I11cc7d366a18	8	11	AÆæÿ$×ý	What are those books?	అరుణ : అవి ఏం పుస్తకాలండీ?	ocr		AÆæÿ$×ý : AÑ H… ç³#çÜ¢M>Ë…yîþ?	1:332.0	no-rom
Ia1bfae4d2433	8	12	MæüÆæÿ$×ý	Those two are Telugu novels, these two are English novels.	కరుణ : అవి రెండూ తెలుగు నవలలు. ఇవి రెండూ ఇంగ్లీషు నవలలు.	ocr		MæüÆæÿ$×ý : AÑ Æðÿ…yæþ* ™ðþË$Væü$ ¯èþÐèþËË$. CÑ Æðÿ…yæþ* C…XÏçÙ$ ¯èþÐèþËË$.	1:362.4;1:377.7	no-rom
I3c785cfb510b	8	13	AÆæÿ$×ý	Are these the Telugu novels?	అరుణ : ఇవేనా తెలుగు నవలలు? కరుణ : అవును. వీటి పేర్లు మంచిమనను,	ocr		AÆæÿ$×ý : CÐóþ¯é ™ðþË$Væü$ ¯èþÐèþËË$? Ðèþ$…_Ðèþ$¯èþçÜ$	1:408.1;1:434.5	no-rom
Ibac0f0274085	8	14	MæüÆæÿ$×ý	Yes, Their names are (Good Heart) and (The life).	జితం	ocr		MæüÆæÿ$×ý : AÐèþ#¯èþ$. Òsìý õ³Ææÿ$Ï , iÑ-™èþ… -.	1:438.6;1:449.7;1:453.8	no-rom
I99cbb9b8d5a8	8	15	AÆæÿ$×ý	Who are the authors of those books?	అరుణ : వాటి రచయితలు ఎవరు?	ocr		AÆæÿ$×ý : Ðésìý Ææÿ^èþÆÿ$$™èþË$ GÐèþÆæÿ$?	1:484.2	no-rom
